序号,单词,词性,中文释义,释义状态,自动检查,来源义项ID,补充说明
3178,confuse,verb,verb. 使困惑；混淆；弄乱,AI初稿完成,通过,confuse%2:31:02::|confuse%2:31:03::|confuse%2:37:00::|confuse%2:36:00::,
3179,congratulate,verb,verb. 祝贺；向……道喜；为自己感到庆幸,AI初稿完成,通过,congratulate%2:32:00::|congratulate%2:32:01::|congratulate%2:37:00::,
3180,connection,noun,noun. 联系；连接；关系；接头；熟人,AI初稿完成,通过,connection%1:26:00::|connection%1:06:00::|connection%1:09:00::|connection%1:18:00::|connection%1:04:00::,
3181,conscience,noun,noun. 良心；是非感；内疚感,AI初稿完成,通过,conscience%1:16:00::|conscience%1:07:00::|conscience%1:12:00::,
3182,consensus,noun,noun. 共识；一致意见,AI初稿完成,通过,consensus%1:26:00::,
3183,conservative,adjective；noun,adjective. 保守的；传统的；适度的；noun. 保守派人士,AI初稿完成,通过,conservative%3:00:00::|conservative%5:00:00:conventional:01|conservative%5:00:00:moderate:00|conservative%1:18:00::,
3184,consideration,noun,noun. 考虑；体谅；考虑因素；报酬,AI初稿完成,通过,consideration%1:09:00::|consideration%1:09:01::|consideration%1:07:00::|consideration%1:21:00::,
3185,construct,verb；noun,verb. 建造；构造；创立；noun. 构想；概念,AI初稿完成,通过,construct%2:36:00::|construct%2:36:01::|construct%2:31:00::|construct%1:09:00::,
3186,consult,verb,verb. 咨询；请教；查阅；商议,AI初稿完成,通过,consult%2:32:02::|consult%2:32:01::|consult%2:32:05::|consult%2:32:00::,
3187,container,noun,noun. 容器；集装箱,AI初稿完成,通过,container%1:06:00::,
3188,contradict,verb,verb. 反驳；与……矛盾；否认,AI初稿完成,通过,contradict%2:32:00::|contradict%2:42:00::|contradict%2:32:01::|contradict%2:31:00::,
3189,contribute,verb,verb. 贡献；捐助；投稿；促成,AI初稿完成,通过,contribute%2:40:01::|contribute%2:40:00::|contribute%2:41:12::|contribute%2:40:02::,
3190,controversial,adjective,adjective. 有争议的；引发争论的,AI初稿完成,通过,controversial%3:00:00::,
3191,convenience,noun,noun. 方便；便利设施；合宜；公共厕所,AI初稿完成,通过,convenience%1:26:00::|convenience%1:07:00::|convenience%1:06:01::|convenience%1:06:00::,
3192,convey,verb,verb. 表达；传达；运送；转让,AI初稿完成,通过,convey%2:32:00::|convey%2:32:01::|convey%2:38:02::|convey%2:40:00::,
3193,coral,noun；adjective,noun. 珊瑚；珊瑚色；adjective. 珊瑚色的,AI初稿完成,通过,coral%1:27:00::|coral%1:05:00::|coral%1:07:00::|coral%5:00:00:chromatic:00,
3194,corporation,noun,noun. 公司；法人团体,AI初稿完成,通过,corporation%1:14:00::,
3195,correction,noun,noun. 改正；修正；校正；惩罚,AI初稿完成,通过,correction%1:04:00::|correction%1:10:01::|correction%1:07:00::|correction%1:04:02::,
3196,corrupt,adjective；verb,adjective. 腐败的；堕落的；损坏的；verb. 使腐败；破坏；篡改,AI初稿完成,通过,corrupt%3:00:00::|corrupt%5:00:00:imperfect:00|corrupt%2:41:00::|corrupt%2:35:00::|corrupt%2:30:00::,
3197,counter,noun；verb；adverb,noun. 柜台；计数器；反击；verb. 反驳；反击；adverb. 相反地,AI初稿完成,通过,counter%1:06:00::|counter%1:06:03::|counter%1:04:00::|counter%2:32:00::|counter%4:02:00::,
3198,courtyard,noun,noun. 庭院；院子,AI初稿完成,通过,courtyard%1:06:00::,
3199,cowboy,noun,noun. 牛仔；牧牛人；冒失的从业者,AI初稿完成,通过,cowboy%1:18:02::|cowboy%1:18:04::|cowboy%1:18:03::,
3200,criminal,noun；adjective,noun. 罪犯；adjective. 犯罪的；违法的；可耻的,AI初稿完成,通过,criminal%1:18:00::|criminal%5:00:00:illegal:00|criminal%5:00:00:guilty:00|criminal%5:00:00:wrong:01,
3201,crossing,noun,noun. 横渡；交叉口；人行横道；交叉点,AI初稿完成,通过,crossing%1:04:01::|crossing%1:15:00::|crossing%1:06:01::|crossing%1:17:00::,
3202,crossroads,noun,noun. 十字路口；关键时刻；转折点,AI初稿完成,通过,crossroads%1:14:00::|crossroads%1:26:00::|crossroads%1:09:00::,
3203,crowded,adjective,adjective. 拥挤的；挤满的,AI初稿完成,通过,crowded%3:00:00::,
3204,cube,noun；verb,noun. 立方体；立方；小方块；verb. 求……的立方；切成方块,AI初稿完成,通过,cube%1:25:00::|cube%1:23:00::|cube%1:06:00::|cube%2:31:00::|cube%2:35:00::,
3205,cubic,adjective,adjective. 立方体的；立方的,AI初稿完成,通过,cubic%3:01:00::|cubic%3:00:00::,
3206,currency,noun,noun. 货币；通用；流通,AI初稿完成,通过,currency%1:21:00::|currency%1:07:02::|currency%1:07:01::,
3207,curriculum,noun,noun. 课程；课程设置,AI初稿完成,通过,curriculum%1:10:00::,
3208,cushion,noun；verb,noun. 垫子；缓冲物；verb. 缓冲；减轻冲击,AI初稿完成,通过,cushion%1:06:01::|cushion%1:06:02::|cushion%2:35:00::,
3209,cyclist,noun,noun. 骑自行车的人；自行车运动员,AI初稿完成,通过,cyclist%1:18:00::,
3210,dam,noun；verb,noun. 水坝；母畜；verb. 筑坝拦截,AI初稿完成,通过,dam%1:06:00::|dam%1:05:00::|dam%2:35:00::,
3211,darkness,noun,noun. 黑暗；夜色；阴暗；无知,AI初稿完成,通过,darkness%1:26:00::|darkness%1:15:00::|darkness%1:09:00::,
3212,dash,verb；noun,verb. 猛冲；猛掷；使破灭；noun. 猛冲；少量；破折号,AI初稿完成,通过,dash%2:38:00::|dash%2:35:02::|dash%1:04:01::|dash%1:10:00::|dash%1:07:00::,
3213,dawn,noun；verb,noun. 黎明；开端；verb. 破晓；开始显现；逐渐明白,AI初稿完成,通过,dawn%1:28:00::|dawn%1:11:01::|dawn%2:42:01::|dawn%2:31:13::,
3214,daylight,noun,noun. 日光；白昼,AI初稿完成,通过,daylight%1:19:00::|daylight%1:28:00::,
3215,decoration,noun,noun. 装饰；装饰品；勋章,AI初稿完成,通过,decoration%1:04:00::|decoration%1:06:00::|decoration%1:10:00::,
3216,deed,noun,noun. 行为；事迹；契约,AI初稿完成,通过,deed%1:03:00::|deed%1:10:00::,
3217,deeply,adverb,adverb. 深深地；非常；深刻地,AI初稿完成,通过,deeply%4:02:00::|deeply%4:02:03::,
3218,deliberately,adverb,adverb. 故意地；慎重地,AI初稿完成,通过,deliberately%4:02:00::|deliberately%4:02:01::,
3219,delight,noun；verb,noun. 高兴；乐事；verb. 使高兴；以……为乐,AI初稿完成,通过,delight%1:12:00::|delight%1:09:00::|delight%2:37:00::|delight%2:34:00::,
3220,delighted,adjective,adjective. 高兴的；欣喜的；着迷的,AI初稿完成,通过,delighted%5:00:00:pleased:00|delighted%5:00:00:enchanted:00,
3221,deposit,noun；verb,noun. 存款；押金；沉积物；verb. 存放；存入；沉积,AI初稿完成,通过,deposit%1:21:01::|deposit%1:21:00::|deposit%1:17:00::|deposit%2:40:00::|deposit%2:35:00::,
3222,determination,noun,noun. 决心；决定；测定；判定,AI初稿完成,通过,determination%1:07:00::|determination%1:09:00::|determination%1:04:00::|determination%1:04:01::,
3223,devotion,noun,noun. 奉献；忠诚；热爱；祈祷,AI初稿完成,通过,devotion%1:12:00::|devotion%1:04:01::|devotion%1:04:00::,
3224,dial,noun；verb,noun. 刻度盘；表盘；电话拨号盘；verb. 拨号,AI初稿完成,通过,dial%1:06:00::|dial%1:06:03::|dial%1:06:02::|dial%2:32:00::,
3225,dilemma,noun,noun. 进退两难；困境,AI初稿完成,通过,dilemma%1:09:00::,
3226,dine,verb,verb. 进餐；用餐；宴请,AI初稿完成,通过,dine%2:34:01::|dine%2:34:02::,
3227,dioxide,noun,noun. 二氧化物,AI初稿完成,通过,dioxide%1:27:00::,
3228,dip,verb；noun,verb. 蘸；浸；下降；把手伸入；noun. 浸泡；下降；蘸酱,AI初稿完成,通过,dip%2:35:00::|dip%2:30:01::|dip%2:38:03::|dip%1:11:00::|dip%1:13:00::,
3229,diploma,noun,noun. 毕业文凭；学位证书,AI初稿完成,通过,diploma%1:10:00::,
3230,dirt,noun；adjective,noun. 泥土；污垢；丑闻；adjective. 土路的,AI初稿完成,通过,dirt%1:27:01::|dirt%1:26:00::|dirt%1:10:00::|dirt%5:00:00:unimproved:00,
3231,disadvantage,noun；verb,noun. 不利条件；缺点；verb. 使处于不利地位,AI初稿完成,通过,disadvantage%1:07:00::|disadvantage%2:41:00::,
3232,disagree,verb,verb. 不同意；意见不合；不一致,AI初稿完成,通过,disagree%2:32:00::|disagree%2:42:00::,
3233,disagreement,noun,noun. 分歧；争论；不一致,AI初稿完成,通过,disagreement%1:26:00::|disagreement%1:10:00::|disagreement%1:07:00::,
3234,disappoint,verb,verb. 使失望；使落空,AI初稿完成,通过,disappoint%2:37:00::,
3235,disappointment,noun,noun. 失望；令人失望的人或事,AI初稿完成,通过,disappointment%1:12:00::|disappointment%1:04:00::,
3236,discourage,verb,verb. 使泄气；劝阻；阻碍,AI初稿完成,通过,discourage%2:37:00::|discourage%2:32:01::|discourage%2:32:02::,
3237,disgusting,adjective,adjective. 令人厌恶的；恶心的,AI初稿完成,通过,disgusting%5:00:00:offensive:01,
3238,dislike,noun；verb,noun. 不喜欢；厌恶；verb. 不喜欢；厌恶,AI初稿完成,通过,dislike%1:09:00::|dislike%1:12:00::|dislike%2:37:00::,
3239,distinction,noun,noun. 区别；差别；卓越；荣誉,AI初稿完成,通过,distinction%1:09:00::|distinction%1:26:00::|distinction%1:07:00::|distinction%1:10:00::,
3240,distribute,verb,verb. 分发；分配；分布；传播,AI初稿完成,通过,distribute%2:40:00::|distribute%2:41:00::|distribute%2:38:00::|distribute%2:32:00::,
3241,disturbing,adjective,adjective. 令人不安的；引起烦恼的,AI初稿完成,通过,disturbing%5:00:00:heavy:02,
3242,divorce,noun；verb,noun. 离婚；分离；verb. 与……离婚；使分离,AI初稿完成,通过,divorce%1:04:00::|divorce%2:41:01::|divorce%2:41:00::,
3243,doll,noun,noun. 玩偶；洋娃娃,AI初稿完成,通过,doll%1:06:00::,
3244,dot,noun；verb,noun. 点；小圆点；verb. 点缀；散布；打点,AI初稿完成,通过,dot%1:25:00::|dot%1:10:00::|dot%2:42:00::|dot%2:35:00::,
3245,downward,adjective；adverb,adjective. 向下的；下降的；adverb. 向下；往下,AI初稿完成,通过,downward%5:00:00:descending:00|downward%5:00:00:down:00|downward%4:02:00::,
3246,drawback,noun,noun. 缺点；不利条件,AI初稿完成,通过,drawback%1:07:00::,
3247,drawing,noun,noun. 图画；绘画；抽签；提取,AI初稿完成,通过,drawing%1:10:00::|drawing%1:04:01::|drawing%1:04:03::|drawing%1:04:02::,
3248,drown,verb,verb. 淹死；溺水；淹没；盖过声音,AI初稿完成,通过,drown%2:30:00::|drown%2:30:01::|drown%2:35:00::|drown%2:42:00::,
3249,drum,noun；verb,noun. 鼓；鼓状容器；verb. 击鼓；反复灌输,AI初稿完成,通过,drum%1:06:00::|drum%1:06:02::|drum%2:39:00::|drum%2:31:00::,
3250,drunk,adjective；noun,adjective. 醉的；陶醉的；noun. 醉汉,AI初稿完成,通过,drunk%3:00:00::|drunk%5:00:00:excited:00|drunk%1:18:00::,
3251,due,adjective；noun；adverb,adjective. 到期的；预定的；应得的；由于；noun. 应付款；应有的权利；adverb. 正向着,AI初稿完成,通过,due%3:00:00::|due%5:00:00:expected:00|due%5:00:00:attributable:00|due%1:21:00::|due%4:02:00::,
3252,dull,adjective；verb,adjective. 枯燥的；迟钝的；暗淡的；钝的；verb. 使迟钝；使暗淡,AI初稿完成,通过,dull%5:00:01:uninteresting:00|dull%5:00:00:stupid:00|dull%5:00:00:unsaturated:03|dull%3:00:01::|dull%2:30:00::,
3253,dusk,noun；verb,noun. 黄昏；薄暮；verb. 变暗,AI初稿完成,通过,dusk%1:28:00::|dusk%2:30:00::,
3254,dusty,adjective,adjective. 布满灰尘的；陈旧乏味的,AI初稿完成,通过,dusty%5:00:00:covered:00|dusty%5:00:00:unoriginal:00,
3255,easily,adverb,adverb. 容易地；轻易地；无疑,AI初稿完成,通过,easily%4:02:01::|easily%4:02:06::|easily%4:02:05::,
3256,edition,noun,noun. 版本；版次；一版印刷品；届次,AI初稿完成,通过,edition%1:10:02::|edition%1:14:00::|edition%1:10:00::|edition%1:09:00::,
3257,educate,verb,verb. 教育；培养；训练,AI初稿完成,通过,educate%2:41:00::|educate%2:31:00::|educate%2:41:01::,
3258,elect,verb；adjective；noun,verb. 选举；选择；adjective. 当选而尚未就职的；noun. 被选者,AI初稿完成,通过,elect%2:41:00::|elect%2:31:00::|elect%5:00:00:incoming:00|elect%1:14:00::,
3259,electric,adjective；noun,adjective. 电的；电动的；令人兴奋的；noun. 电气设备,AI初稿完成,通过,electric%3:01:00::|electric%5:00:00:exciting:00|electric%1:06:00::,
3260,electrical,adjective,adjective. 电的；用电的；与电有关的,AI初稿完成,通过,electrical%3:01:00::|electrical%3:01:01::,
3261,embarrass,verb,verb. 使尴尬；使为难；妨碍,AI初稿完成,通过,embarrass%2:37:00::|embarrass%2:41:00::,
3262,embassy,noun,noun. 大使馆；使馆人员,AI初稿完成,通过,embassy%1:06:00::|embassy%1:14:00::,
3263,empire,noun,noun. 帝国；大企业；商业王国,AI初稿完成,通过,empire%1:15:00::|empire%1:14:01::|empire%1:14:00::,
3264,encouragement,noun,noun. 鼓励；激励；起鼓励作用的事物,AI初稿完成,通过,encouragement%1:10:01::|encouragement%1:04:00::|encouragement%1:12:00::,
3265,ending,noun,noun. 结尾；结束；词尾；结局,AI初稿完成,通过,ending%1:10:00::|ending%1:04:00::|ending%1:28:00::|ending%1:10:01::,
3266,endless,adjective,adjective. 无尽的；不断的；无数的,AI初稿完成,通过,endless%5:00:02:infinite:00|endless%5:00:00:continuous:01|endless%5:00:00:long:02,
3267,enjoyable,adjective,adjective. 令人愉快的；有乐趣的,AI初稿完成,通过,enjoyable%5:00:00:pleasant:00,
3268,enlarge,verb,verb. 扩大；放大；扩展；详述,AI初稿完成,通过,enlarge%2:30:03::|enlarge%2:30:01::|enlarge%2:30:00::|enlarge%2:32:04::,
3269,entire,adjective,adjective. 全部的；整个的；完整的,AI初稿完成,通过,entire%5:00:01:whole:00|entire%5:00:02:whole:00,
3270,equality,noun,noun. 平等；相等；等同性,AI初稿完成,通过,equality%1:07:00::|equality%1:26:00::,
3271,equip,verb,verb. 装备；配备；使具备能力,AI初稿完成,通过,equip%2:40:00::|equip%2:30:00::,
3272,evident,adjective,adjective. 明显的；显而易见的,AI初稿完成,通过,evident%5:00:00:obvious:00|evident%5:00:00:noticeable:00,
3273,evolution,noun,noun. 进化；演变；发展,AI初稿完成,通过,evolution%1:22:01::|evolution%1:22:00::,
3274,exact,adjective；verb,adjective. 精确的；准确的；严谨的；verb. 强求；索取,AI初稿完成,通过,exact%3:00:00::|exact%5:00:00:correct:00|exact%2:32:00::|exact%2:32:01::,
3275,excite,verb,verb. 使兴奋；激发；刺激；使激动,AI初稿完成,通过,excite%2:37:02::|excite%2:39:00::|excite%2:37:01::|excite%2:30:01::,
3276,existence,noun,noun. 存在；生存；存在物,AI初稿完成,通过,existence%1:26:00::|existence%1:17:00::,
3277,explanation,noun,noun. 解释；说明；理由,AI初稿完成,通过,explanation%1:10:00::|explanation%1:09:00::|explanation%1:10:01::,
3278,explicit,adjective,adjective. 明确的；清楚的；直白的,AI初稿完成,通过,explicit%3:00:00::|explicit%5:00:00:literal:00,
3279,exploit,verb；noun,verb. 利用；开发；剥削；noun. 英勇行为；功绩,AI初稿完成,通过,exploit%2:34:00::|exploit%2:34:01::|exploit%2:41:00::|exploit%1:04:00::,
3280,explorer,noun,noun. 探险者；勘探者；探索者,AI初稿完成,通过,explorer%1:18:00::,
3281,expression,noun,noun. 表达；表情；措辞；式子,AI初稿完成,通过,expression%1:10:02::|expression%1:07:00::|expression%1:10:00::|expression%1:22:00::,
3282,extreme,adjective；noun,adjective. 极端的；极度的；偏远的；noun. 极端；极限,AI初稿完成,通过,extreme%5:00:00:intense:00|extreme%5:00:00:immoderate:00|extreme%5:00:00:distant:01|extreme%1:07:00::,
3283,facial,adjective；noun,adjective. 面部的；脸部用的；noun. 面部护理,AI初稿完成,通过,facial%3:01:00::|facial%3:01:01::|facial%1:04:00::,
3284,fade,verb；noun,verb. 逐渐消失；褪色；变弱；noun. 淡出；渐弱,AI初稿完成,通过,fade%2:30:02::|fade%2:30:01::|fade%2:29:00::|fade%1:04:01::,
3285,fairly,adverb,adverb. 公平地；相当地；简直,AI初稿完成,通过,fairly%4:02:02::|fairly%4:02:00::|fairly%4:02:03::,
3286,fairness,noun,noun. 公平；公正；浅色；美丽,AI初稿完成,通过,fairness%1:07:00::|fairness%1:09:00::|fairness%1:07:01::|fairness%1:07:02::,
3287,fare,noun；verb,noun. 车费；票价；饭菜；乘客；verb. 进展；过活；吃,AI初稿完成,通过,fare%1:21:00::|fare%1:13:00::|fare%1:18:00::|fare%2:42:00::|fare%2:34:00::,
3288,fasten,verb,verb. 扣紧；系牢；使固定；集中注意,AI初稿完成,通过,fasten%2:35:01::|fasten%2:35:00::|fasten%2:35:03::|fasten%2:30:00::,
3289,fax,noun；verb,noun. 传真；传真机；verb. 传真发送,AI初稿完成,通过,fax%1:06:00::|fax%2:32:00::,
3290,feast,noun；verb,noun. 盛宴；宴会；享受；verb. 宴请；尽情享用,AI初稿完成,通过,feast%1:13:00::|feast%1:11:00::|feast%2:34:00::|feast%2:34:02::,
3291,feather,noun；verb,noun. 羽毛；verb. 用羽毛装饰；轻触；使成羽状,AI初稿完成,通过,feather%1:05:00::|feather%2:35:01::|feather%2:29:00::,
3292,federal,adjective,adjective. 联邦的；联邦制的；国家的,AI初稿完成,通过,federal%3:01:02::|federal%3:00:00::|federal%5:00:00:national:01,
3293,ferry,noun；verb,noun. 渡船；渡运；verb. 渡运；摆渡,AI初稿完成,通过,ferry%1:06:00::|ferry%1:04:00::|ferry%2:38:02::|ferry%2:38:00::,
3294,fierce,adjective,adjective. 凶猛的；激烈的；猛烈的；残酷的,AI初稿完成,通过,fierce%5:00:00:violent:00|fierce%5:00:00:intense:00|fierce%5:00:00:merciless:00|fierce%5:00:00:stormy:00,
3295,fighter,noun,noun. 战士；战斗机；斗士,AI初稿完成,通过,fighter%1:18:00::|fighter%1:06:00::|fighter%1:18:02::,
3296,final,adjective；noun,adjective. 最后的；最终的；不可改变的；noun. 决赛；期末考试,AI初稿完成,通过,final%5:00:00:closing:00|final%5:00:00:ultimate:00|final%5:00:00:unalterable:00|final%1:11:00::|final%1:10:00::,
3297,fireplace,noun,noun. 壁炉,AI初稿完成,通过,fireplace%1:06:01::,
3298,firmly,adverb,adverb. 牢固地；坚定地；坚决地,AI初稿完成,通过,firmly%4:02:02::|firmly%4:02:03::|firmly%4:02:01::,
3299,flame,noun；verb,noun. 火焰；强烈情感；verb. 燃烧；变得通红；猛烈抨击,AI初稿完成,通过,flame%1:22:00::|flame%2:43:01::|flame%2:43:00::|flame%2:32:00::,强烈情感义据常用比喻义独立概括
3300,flee,verb,verb. 逃跑；逃离,AI初稿完成,通过,flee%2:38:00::,
3301,flesh,noun；verb,noun. 肉；肌肉；果肉；verb. 使充实,AI初稿完成,通过,flesh%1:08:02::|flesh%1:08:01::|flesh%1:20:00::|flesh%2:40:00::,
3302,float,verb；noun,verb. 漂浮；飘动；提出；使流通；noun. 浮子；彩车；备用零钱,AI初稿完成,通过,float%2:38:00::|float%2:35:04::|float%2:31:00::|float%1:06:02::|float%1:21:00::,
3303,fog,noun；verb,noun. 雾；迷惑；verb. 使模糊；起雾,AI初稿完成,通过,fog%1:19:00::|fog%1:09:00::|fog%2:39:00::,
3304,following,adjective；noun,adjective. 接下来的；下列的；noun. 追随者；拥护者,AI初稿完成,通过,following%5:00:01:succeeding:00|following%3:00:00::|following%1:14:00::,
3305,fool,noun；verb,noun. 傻瓜；受骗者；verb. 愚弄；欺骗；胡闹,AI初稿完成,通过,fool%1:18:00::|fool%1:18:01::|fool%2:41:00::|fool%2:32:00::,
3306,foolish,adjective,adjective. 愚蠢的；不明智的,AI初稿完成,通过,foolish%3:00:00::|foolish%5:00:00:stupid:00,
3307,forbid,verb,verb. 禁止；不准；阻止,AI初稿完成,通过,forbid%2:32:00::|forbid%2:41:03::,
3308,foreigner,noun,noun. 外国人；外来者,AI初稿完成,通过,foreigner%1:18:00::|foreigner%1:18:01::,
3309,foresee,verb,verb. 预见；预知；预料,AI初稿完成,通过,foresee%2:31:00::|foresee%2:36:00::|foresee%2:41:00::,
3310,fortunate,adjective,adjective. 幸运的；吉利的；有福的,AI初稿完成,通过,fortunate%3:00:00::|fortunate%5:00:00:blessed:00|fortunate%5:00:00:auspicious:00,
3311,fortune,noun,noun. 运气；命运；财富；机遇,AI初稿完成,通过,fortune%1:19:00::|fortune%1:19:01::|fortune%1:21:00::|fortune%1:26:00::,
3312,founding,noun,noun. 建立；创办；奠基,AI初稿完成,通过,founding%1:04:00::,
3313,fragile,adjective,adjective. 易碎的；脆弱的；纤弱的,AI初稿完成,通过,fragile%5:00:00:breakable:00|fragile%5:00:00:delicate:00|fragile%5:00:00:insignificant:00,
3314,framework,noun,noun. 框架；结构；体系,AI初稿完成,通过,framework%1:09:00::|framework%1:07:00::|framework%1:06:00::,
3315,freezing,adjective；noun,adjective. 极冷的；冰冻的；noun. 冻结；结冰,AI初稿完成,通过,freezing%1:22:00::,形容词义据词形和开放语义证据独立概括
3316,frequent,adjective；verb,adjective. 频繁的；常见的；verb. 常去；常到,AI初稿完成,通过,frequent%3:00:00::|frequent%5:00:00:common:01|frequent%2:41:00::|frequent%2:38:00::,
3317,fried,adjective,adjective. 油炸的；油煎的,AI初稿完成,通过,fried%5:00:00:cooked:00,
3318,frighten,verb,verb. 使害怕；吓唬,AI初稿完成,通过,frighten%2:37:00::,
3319,funeral,noun,noun. 葬礼；丧礼,AI初稿完成,通过,funeral%1:11:00::,
3320,fur,noun,noun. 毛皮；软毛；毛皮衣服,AI初稿完成,通过,fur%1:27:00::|fur%1:05:00::|fur%1:06:00::,
3321,garage,noun；verb,noun. 车库；汽车修理厂；verb. 把车停进车库,AI初稿完成,通过,garage%1:06:00::|garage%1:06:01::|garage%2:40:00::,
3322,gardening,noun,noun. 园艺；园艺工作,AI初稿完成,通过,gardening%1:04:00::,
3323,garment,noun；verb,noun. 衣服；服装；verb. 给……穿衣,AI初稿完成,通过,garment%1:06:00::|garment%2:29:00::,
3324,gay,adjective；noun,adjective. 同性恋的；快乐的；鲜艳的；noun. 同性恋者,AI初稿完成,通过,gay%5:00:00:homosexual:00|gay%5:00:00:cheerful:00|gay%5:00:00:colorful:03|gay%1:18:00::,
3325,gesture,noun；verb,noun. 手势；姿态；表示；verb. 做手势；示意,AI初稿完成,通过,gesture%1:04:00::|gesture%1:10:00::|gesture%1:04:02::|gesture%2:32:00::,
3326,glance,noun；verb,noun. 一瞥；verb. 瞥一眼；擦过；反射闪光,AI初稿完成,通过,glance%1:04:00::|glance%2:39:00::|glance%2:38:00::,
3327,glare,noun；verb,noun. 刺眼的光；怒视；verb. 发出强光；怒目而视,AI初稿完成,通过,glare%1:07:00::|glare%1:04:00::|glare%2:43:01::|glare%2:39:01::,
3328,glory,noun；verb,noun. 荣耀；辉煌；壮丽；verb. 因……而自豪,AI初稿完成,通过,glory%1:26:00::|glory%1:07:00::|glory%1:07:01::|glory%2:32:00::,
3329,god,noun,noun. 神；上帝；受崇拜的人或物,AI初稿完成,通过,god%1:18:01::|god%1:18:02::|god%1:06:00::,
3330,golden,adjective,adjective. 金色的；黄金般的；美好的；宝贵的,AI初稿完成,通过,golden%5:00:00:chromatic:00|golden%5:00:00:metallic:00|golden%5:00:00:happy:00|golden%5:00:00:blessed:00,
3331,goodness,noun,noun. 善良；美德；优良,AI初稿完成,通过,goodness%1:07:02::|goodness%1:07:01::,
3332,goose,noun；verb,noun. 鹅；鹅肉；verb. 戳；促使增加,AI初稿完成,通过,goose%1:05:00::|goose%1:13:00::|goose%2:35:00::|goose%2:35:01::,
3333,govern,verb,verb. 统治；管理；支配；制约,AI初稿完成,通过,govern%2:41:02::|govern%2:41:01::|govern%2:41:00::|govern%2:42:00::,
3334,gown,noun；verb,noun. 长袍；礼服；长外衣；verb. 给……穿长袍,AI初稿完成,通过,gown%1:06:00::|gown%1:06:03::|gown%1:06:02::|gown%2:29:00::,
3335,graduation,noun,noun. 毕业；毕业典礼；刻度,AI初稿完成,通过,graduation%1:04:01::|graduation%1:11:01::|graduation%1:10:00::,
3336,grandchild,noun,noun. 孙子女；外孙子女,AI初稿完成,通过,grandchild%1:18:00::,
3337,greeting,noun,noun. 问候；招呼；致意,AI初稿完成,通过,greeting%1:10:00::,
3338,grill,noun；verb,noun. 烤架；烧烤餐馆；verb. 烧烤；盘问,AI初稿完成,通过,grill%1:06:01::|grill%1:06:00::|grill%2:30:00::|grill%2:32:00::,
3339,growth,noun,noun. 生长；增长；发展；生长物,AI初稿完成,通过,growth%1:22:00::|growth%1:22:01::|growth%1:26:00::|growth%1:17:00::,
3340,ha,interjection,interjection. 哈；啊,AI初稿完成,通过,ha%1:25:00::,感叹词义据词形和开放语义证据独立概括
3341,hammer,noun；verb,noun. 锤子；击锤；verb. 锤打；反复强调,AI初稿完成,通过,hammer%1:06:00::|hammer%1:06:04::|hammer%2:35:00::|hammer%2:36:00::,
3342,handful,noun,noun. 一把；少数；难对付的人或事,AI初稿完成,通过,handful%1:23:01::|handful%1:23:00::,
3343,handy,adjective,adjective. 方便的；有用的；手巧的；近便的,AI初稿完成,通过,handy%5:00:00:accessible:00|handy%5:00:00:useful:00|handy%5:00:00:adroit:00,
3344,happily,adverb,adverb. 高兴地；幸运地；乐意地,AI初稿完成,通过,happily%4:02:01::|happily%4:02:00::,
3345,happiness,noun,noun. 幸福；快乐；满意,AI初稿完成,通过,happiness%1:26:00::|happiness%1:12:00::,
3346,hardship,noun,noun. 艰难；困苦；苦难,AI初稿完成,通过,hardship%1:26:01::|hardship%1:07:00::|hardship%1:11:00::,
3347,harmless,adjective,adjective. 无害的；不会造成伤害的,AI初稿完成,通过,harmless%3:00:00::,
3348,hawk,noun；verb,noun. 鹰；鹰派人物；verb. 沿街叫卖；兜售,AI初稿完成,通过,hawk%1:05:00::|hawk%1:18:00::|hawk%2:40:00::,
3349,hay,noun；verb,noun. 干草；verb. 割草并晒干,AI初稿完成,通过,hay%1:13:00::|hay%2:30:00::,
3350,headline,noun；verb,noun. 标题；头条新闻；verb. 给……加标题；担任主角,AI初稿完成,通过,headline%1:10:00::|headline%2:32:00::|headline%2:40:00::,
3351,headmaster,noun,noun. 校长,AI初稿完成,通过,headmaster%1:18:00::,
3352,heap,noun；verb,noun. 一堆；许多；破旧车辆；verb. 堆积；装满,AI初稿完成,通过,heap%1:14:00::|heap%1:23:00::|heap%1:06:01::|heap%2:35:00::|heap%2:30:00::,
3353,hearing,noun；adjective,noun. 听觉；听证会；审理；听到；adjective. 有听觉的,AI初稿完成,通过,hearing%1:26:00::|hearing%1:04:01::|hearing%1:04:00::|hearing%3:00:00::,
3354,heaven,noun,noun. 天堂；天空；极乐之地,AI初稿完成,通过,heaven%1:15:01::,天空与极乐义据常用语义独立概括
3355,heavily,adverb,adverb. 沉重地；猛烈地；大量地；严重地,AI初稿完成,通过,heavily%4:02:00::|heavily%4:02:04::|heavily%4:02:03::|heavily%4:02:02::,
3356,heel,noun；verb,noun. 脚后跟；鞋跟；卑鄙的人；verb. 倾斜；给鞋装跟,AI初稿完成,通过,heel%1:08:00::|heel%1:06:00::|heel%1:18:00::|heel%2:38:00::|heel%2:36:00::,
3357,helicopter,noun,noun. 直升机,AI初稿完成,通过,helicopter%1:06:00::,
