token,earliest_level,document_levels,source_ids,source_entry_count,source_entries
thankful,cet4,cet4,cet-english-2016-revised-word-list,1,thank thankful
thanksgiving,cet4,cet4,cet-english-2016-revised-word-list,1,Thanksgiving
that,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,that
the,junior,junior|senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,BCE (Before the Common Era)** || the
theater,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,theater/Ｇtre theatrical || theatre (theater)
theatre,junior,junior,moe-hs-english-2017-2025-appendix-2,1,theatre (theater)
theatrical,cet4,cet4,cet-english-2016-revised-word-list,1,theater/Ｇtre theatrical
theft,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,theft || theft**
their,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,their
theirs,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,theirs
them,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,them
theme,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,theme || theme*
themselves,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,themselves
then,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,then
theoretical,cet4,cet4,cet-english-2016-revised-word-list,1,theory theoretical
theory,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,theory theoretical || theory**
therapeutic,cet4,cet4,cet-english-2016-revised-word-list,1,therapy therapist therapeutic(al)
therapist,cet4,cet4,cet-english-2016-revised-word-list,1,therapy therapist therapeutic(al)
therapy,cet4,cet4,cet-english-2016-revised-word-list,1,therapy therapist therapeutic(al)
there,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,there
thereby,cet4,cet4,cet-english-2016-revised-word-list,1,thereby
therefore,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,therefore
thermal,cet6,cet6,cet-english-2016-revised-word-list,1,★ thermal
thermometer,cet4,cet4,cet-english-2016-revised-word-list,1,thermometer
these,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,these
thesis,cet4,cet4,cet-english-2016-revised-word-list,1,thesis
they,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,they
thick,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,thick
thief,cet4,cet4,cet-english-2016-revised-word-list,1,thief
thigh,cet6,cet6,cet-english-2016-revised-word-list,1,★ thigh
thin,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,thin
thing,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,thing
think,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,think || think thinking
thinking,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,think thinking || thinking**
third,cet4,cet4,cet-english-2016-revised-word-list,1,third
thirst,cet4,cet4,cet-english-2016-revised-word-list,1,thirst thirsty
thirsty,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,thirst thirsty || thirsty
thirteen,cet4,cet4,cet-english-2016-revised-word-list,1,thirteen
thirty,cet4,cet4,cet-english-2016-revised-word-list,1,thirty
this,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,this
thorn,cet6,cet6,cet-english-2016-revised-word-list,1,★ thorn thorny
thorny,cet6,cet6,cet-english-2016-revised-word-list,1,★ thorn thorny
thorough,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,thorough || thorough**
those,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,those
though,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,though
thought,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,thought || thought thoughtful
thoughtful,cet4,cet4,cet-english-2016-revised-word-list,1,thought thoughtful
thousand,cet4,cet4,cet-english-2016-revised-word-list,1,thousand
thread,cet4,cet4,cet-english-2016-revised-word-list,1,thread
threat,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,threat threaten || threat**
threaten,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,threat threaten || threaten**
three,cet4,cet4,cet-english-2016-revised-word-list,1,three
threshold,cet6,cet6,cet-english-2016-revised-word-list,1,★ threshold
thrift,cet6,cet6,cet-english-2016-revised-word-list,1,★ thrift thrifty
thrifty,cet6,cet6,cet-english-2016-revised-word-list,1,★ thrift thrifty
thrill,cet6,cet6,cet-english-2016-revised-word-list,1,★ thrill thriller
thriller,cet6,cet6,cet-english-2016-revised-word-list,1,★ thrill thriller
thrive,cet4,cet4,cet-english-2016-revised-word-list,1,thrive
throat,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,throat
throne,cet6,cet6,cet-english-2016-revised-word-list,1,★ throne
through,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,through
throughout,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,throughout || throughout*
throw,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,throw
thrust,cet4,cet4,cet-english-2016-revised-word-list,1,thrust
thumb,cet4,cet4,cet-english-2016-revised-word-list,1,thumb
thunder,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,thunder || thunder thunderous
thunderous,cet4,cet4,cet-english-2016-revised-word-list,1,thunder thunderous
thursday,cet4,cet4,cet-english-2016-revised-word-list,1,Thursday
thus,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,thus || thus*
tick,cet4,cet4,cet-english-2016-revised-word-list,1,tick
ticket,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,ticket
tickle,cet6,cet6,cet-english-2016-revised-word-list,1,★ tickle
tidal,cet4,cet4,cet-english-2016-revised-word-list,1,tide tidal
tide,cet4,cet4,cet-english-2016-revised-word-list,1,tide tidal
tidy,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tidy
tie,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tie
tiger,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tiger || tiger tigress
tight,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tight tighten || tight**
tighten,cet4,cet4,cet-english-2016-revised-word-list,1,tight tighten
tigress,cet4,cet4,cet-english-2016-revised-word-list,1,tiger tigress
tile,cet6,cet6,cet-english-2016-revised-word-list,1,★ tile
till,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,till || until (till)
tilt,cet6,cet6,cet-english-2016-revised-word-list,1,★ tilt
timber,cet4,cet4,cet-english-2016-revised-word-list,1,timber
time,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,time || time timely timing
timely,cet4,cet4,cet-english-2016-revised-word-list,1,time timely timing
timid,cet6,cet6,cet-english-2016-revised-word-list,1,★ timid
timing,cet4,cet4,cet-english-2016-revised-word-list,1,time timely timing
tin,cet4,cet4,cet-english-2016-revised-word-list,1,tin
tiny,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tiny
tip,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tip || tip*
tire,cet4,cet4,cet-english-2016-revised-word-list,2,tire tired tiring tireless tiresome || tyre/tire
tired,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tire tired tiring tireless tiresome || tired
tireless,cet4,cet4,cet-english-2016-revised-word-list,1,tire tired tiring tireless tiresome
tiresome,cet4,cet4,cet-english-2016-revised-word-list,1,tire tired tiring tireless tiresome
tiring,cet4,cet4,cet-english-2016-revised-word-list,1,tire tired tiring tireless tiresome
tissue,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tissue || tissue*
title,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,title || title*
to,junior,junior|senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,4,according (to) || due to* || ought to* || to
toast,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,toast || toast**
tobacco,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tobacco || tobacco**
today,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,today
toe,cet4,cet4,cet-english-2016-revised-word-list,1,toe
tofu,junior,junior,moe-hs-english-2017-2025-appendix-2,1,tofu (bean curd)
together,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,together
toil,cet6,cet6,cet-english-2016-revised-word-list,1,★ toil
toilet,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,toilet
token,cet4,cet4,cet-english-2016-revised-word-list,1,token
tolerable,cet4,cet4,cet-english-2016-revised-word-list,1,tolerate tolerance tolerant tolerable
tolerance,cet4,cet4,cet-english-2016-revised-word-list,1,tolerate tolerance tolerant tolerable
tolerant,cet4,cet4,cet-english-2016-revised-word-list,1,tolerate tolerance tolerant tolerable
tolerate,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tolerate tolerance tolerant tolerable || tolerate**
toll,cet4,cet4,cet-english-2016-revised-word-list,1,toll
tomato,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tomato
tomb,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,tomb*
tomorrow,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tomorrow
ton,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ton || ton tonnage
tone,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tone || tone**
tongue,cet4,cet4,cet-english-2016-revised-word-list,1,tongue
tonight,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tonight
tonnage,cet4,cet4,cet-english-2016-revised-word-list,1,ton tonnage
too,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,too
tool,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tool
tooth,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tooth
toothache,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,toothache*
top,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,top
topic,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,topic topical || topic*
topical,cet4,cet4,cet-english-2016-revised-word-list,1,topic topical
topple,cet6,cet6,cet-english-2016-revised-word-list,1,★ topple
torch,cet4,cet4,cet-english-2016-revised-word-list,1,torch
tornado,cet6,cet6,cet-english-2016-revised-word-list,1,★ tornado
torture,cet4,cet4,cet-english-2016-revised-word-list,1,torture
toss,cet4,cet4,cet-english-2016-revised-word-list,1,toss
total,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,total
touch,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,touch
tough,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tough || tough*
tour,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tour || tour tourism tourist
tourism,cet4,cet4,cet-english-2016-revised-word-list,1,tour tourism tourist
tourist,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tour tourism tourist || tourist
tournament,senior_high,senior_high|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tournament** || ★ tournament
tow,cet6,cet6,cet-english-2016-revised-word-list,1,★ tow
toward,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,toward(s) || towards (toward)
towards,junior,junior,moe-hs-english-2017-2025-appendix-2,1,towards (toward)
towel,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,towel || towel**
tower,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tower
town,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,town || town township
township,cet4,cet4,cet-english-2016-revised-word-list,1,town township
toxic,cet6,cet6,cet-english-2016-revised-word-list,1,★ toxic
toy,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,toy
trace,cet4,cet4,cet-english-2016-revised-word-list,1,trace
track,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,track || track*
tract,cet6,cet6,cet-english-2016-revised-word-list,1,★ tract
tractor,cet4,cet4,cet-english-2016-revised-word-list,1,tractor
trade,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,trade
trademark,cet4,cet4,cet-english-2016-revised-word-list,1,trademark
tradition,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tradition || tradition traditional
traditional,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tradition traditional || traditional*
traffic,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,traffic || traffic trafficking
trafficking,cet4,cet4,cet-english-2016-revised-word-list,1,traffic trafficking
tragedy,cet4,cet4,cet-english-2016-revised-word-list,1,tragedy tragic tragically
tragic,cet4,cet4,cet-english-2016-revised-word-list,1,tragedy tragic tragically
tragically,cet4,cet4,cet-english-2016-revised-word-list,1,tragedy tragic tragically
trail,cet4,cet4,cet-english-2016-revised-word-list,1,trail trailer
trailer,cet4,cet4,cet-english-2016-revised-word-list,1,trail trailer
train,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,train || train trainer trainee training
trainee,cet4,cet4,cet-english-2016-revised-word-list,1,train trainer trainee training
trainer,cet4,cet4,cet-english-2016-revised-word-list,1,train trainer trainee training
training,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,train trainer trainee training || training
trait,cet6,cet6,cet-english-2016-revised-word-list,1,★ trait
tram,cet4,cet4,cet-english-2016-revised-word-list,1,tram
tranquil,cet6,cet6,cet-english-2016-revised-word-list,1,★ tranquil tranquility
tranquility,cet6,cet6,cet-english-2016-revised-word-list,1,★ tranquil tranquility
transaction,cet4,cet4,cet-english-2016-revised-word-list,1,transaction
transcend,cet6,cet6,cet-english-2016-revised-word-list,1,★ transcend
transcript,cet4,cet4,cet-english-2016-revised-word-list,1,transcript
transfer,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,transfer transference || transfer*
transference,cet4,cet4,cet-english-2016-revised-word-list,1,transfer transference
transform,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,transform transformation || transform**
transformation,cet4,cet4,cet-english-2016-revised-word-list,1,transform transformation
transient,cet6,cet6,cet-english-2016-revised-word-list,1,★ transient
transistor,cet6,cet6,cet-english-2016-revised-word-list,1,★ transistor
transit,cet4,cet4,cet-english-2016-revised-word-list,1,transit
transition,senior_high,senior_high|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,transition** || ★ transition transitional
transitional,cet6,cet6,cet-english-2016-revised-word-list,1,★ transition transitional
translate,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,translate || translate translation translator
translation,cet4,cet4,cet-english-2016-revised-word-list,1,translate translation translator
translator,cet4,cet4,cet-english-2016-revised-word-list,1,translate translation translator
transmission,cet4,cet4,cet-english-2016-revised-word-list,1,transmit transmission transmitter
transmit,cet4,cet4,cet-english-2016-revised-word-list,1,transmit transmission transmitter
transmitter,cet4,cet4,cet-english-2016-revised-word-list,1,transmit transmission transmitter
transparency,cet4,cet4,cet-english-2016-revised-word-list,1,transparent transparency
transparent,cet4,cet4,cet-english-2016-revised-word-list,1,transparent transparency
transplant,cet4,cet4,cet-english-2016-revised-word-list,1,transplant transplantation
transplantation,cet4,cet4,cet-english-2016-revised-word-list,1,transplant transplantation
transport,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,transport transportation || transport*
transportation,cet4,cet4,cet-english-2016-revised-word-list,1,transport transportation
trap,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,trap || trap**
trash,cet4,cet4,cet-english-2016-revised-word-list,1,trash
trauma,cet6,cet6,cet-english-2016-revised-word-list,1,★ trauma traumatic
traumatic,cet6,cet6,cet-english-2016-revised-word-list,1,★ trauma traumatic
travel,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,travel
tray,cet4,cet4,cet-english-2016-revised-word-list,1,tray
tread,cet6,cet6,cet-english-2016-revised-word-list,1,★ tread
treasure,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,treasure
treasurer,cet6,cet6,cet-english-2016-revised-word-list,1,★ treasury treasurer
treasury,cet6,cet6,cet-english-2016-revised-word-list,1,★ treasury treasurer
treat,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,treat || treat treatment
treatment,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,treat treatment || treatment*
treaty,cet4,cet4,cet-english-2016-revised-word-list,1,treaty
tree,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,tree
trek,cet6,cet6,cet-english-2016-revised-word-list,1,★ trek
tremble,cet4,cet4,cet-english-2016-revised-word-list,1,tremble
tremendous,cet4,cet4,cet-english-2016-revised-word-list,1,tremendous
trench,cet6,cet6,cet-english-2016-revised-word-list,1,★ trench
trend,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,trend || trend**
trial,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,3,trial || trial** || try trial trying
triangle,cet4,cet4,cet-english-2016-revised-word-list,1,triangle triangular
triangular,cet4,cet4,cet-english-2016-revised-word-list,1,triangle triangular
tribal,cet6,cet6,cet-english-2016-revised-word-list,1,★ tribe tribal
tribe,cet6,cet6,cet-english-2016-revised-word-list,1,★ tribe tribal
tribune,cet6,cet6,cet-english-2016-revised-word-list,1,★ tribune
tribute,cet6,cet6,cet-english-2016-revised-word-list,1,★ tribute
trick,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,trick tricky || trick**
trickle,cet6,cet6,cet-english-2016-revised-word-list,1,★ trickle
tricky,cet4,cet4,cet-english-2016-revised-word-list,1,trick tricky
trifle,cet4,cet4,cet-english-2016-revised-word-list,1,trifle
trigger,cet4,cet4,cet-english-2016-revised-word-list,1,trigger
trillion,cet6,cet6,cet-english-2016-revised-word-list,1,★ trillion
trim,cet6,cet6,cet-english-2016-revised-word-list,1,★ trim
trip,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,trip
triple,cet4,cet4,cet-english-2016-revised-word-list,1,triple
triumph,cet4,cet4,cet-english-2016-revised-word-list,1,triumph triumphant
triumphant,cet4,cet4,cet-english-2016-revised-word-list,1,triumph triumphant
trivial,cet6,cet6,cet-english-2016-revised-word-list,1,★ trivial
trolley,cet4,cet4,cet-english-2016-revised-word-list,1,trolley
troop,cet4,cet4,cet-english-2016-revised-word-list,1,troop
trophy,cet6,cet6,cet-english-2016-revised-word-list,1,★ trophy
tropic,cet6,cet6,cet-english-2016-revised-word-list,1,★ tropic tropical
tropical,senior_high,senior_high|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tropical** || ★ tropic tropical
trouble,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,trouble || trouble troublesome
troublesome,cet4,cet4,cet-english-2016-revised-word-list,1,trouble troublesome
trousers,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,trousers
truck,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,truck
true,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,true || true truly
truly,cet4,cet4,cet-english-2016-revised-word-list,1,true truly
trumpet,cet6,cet6,cet-english-2016-revised-word-list,1,★ trumpet
trunk,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,trunk || trunk**
trust,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,trust || trust trustee
trustee,cet4,cet4,cet-english-2016-revised-word-list,1,trust trustee
truth,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,truth || truth truthful
truthful,cet4,cet4,cet-english-2016-revised-word-list,1,truth truthful
try,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,try || try trial trying
trying,cet4,cet4,cet-english-2016-revised-word-list,1,try trial trying
tub,cet6,cet6,cet-english-2016-revised-word-list,1,★ tub
tube,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tube || tube**
tuck,cet6,cet6,cet-english-2016-revised-word-list,1,★ tuck
tuesday,cet4,cet4,cet-english-2016-revised-word-list,1,Tuesday
tug,cet6,cet6,cet-english-2016-revised-word-list,1,★ tug
tuition,cet4,cet4,cet-english-2016-revised-word-list,1,tuition
tumble,cet6,cet6,cet-english-2016-revised-word-list,1,★ tumble
tumo,cet4,cet4,cet-english-2016-revised-word-list,1,tumo(u)r
tune,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tune || tune**
tunnel,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,tunnel || tunnel*
turbulence,cet6,cet6,cet-english-2016-revised-word-list,1,★ turbulent turbulence
turbulent,cet6,cet6,cet-english-2016-revised-word-list,1,★ turbulent turbulence
turkey,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,turkey || turkey*
turmoil,cet6,cet6,cet-english-2016-revised-word-list,1,★ turmoil
turn,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,turn
turnout,cet6,cet6,cet-english-2016-revised-word-list,1,★ turnout
turnover,cet6,cet6,cet-english-2016-revised-word-list,1,★ turnover
turtle,cet6,cet6,cet-english-2016-revised-word-list,1,★ turtle
tutor,cet4,cet4,cet-english-2016-revised-word-list,1,tutor tutorial
tutorial,cet4,cet4,cet-english-2016-revised-word-list,1,tutor tutorial
tv,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,TV (=television) || television/TV
twelfth,cet4,cet4,cet-english-2016-revised-word-list,1,twelve twelfth
twelve,cet4,cet4,cet-english-2016-revised-word-list,1,twelve twelfth
twentieth,cet4,cet4,cet-english-2016-revised-word-list,1,twenty twentieth
twenty,cet4,cet4,cet-english-2016-revised-word-list,1,twenty twentieth
twice,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,twice || twice*
twin,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,twin || twin**
twist,cet4,cet4,cet-english-2016-revised-word-list,1,twist
two,cet4,cet4,cet-english-2016-revised-word-list,1,two
type,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,type typist || type*
typewriter,cet4,cet4,cet-english-2016-revised-word-list,1,typewriter
typhoon,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,typhoon**
typical,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,typical || typical*
typist,cet4,cet4,cet-english-2016-revised-word-list,1,type typist
tyre,cet4,cet4,cet-english-2016-revised-word-list,1,tyre/tire
ue,cet4,cet4,cet-english-2016-revised-word-list,2,catalog(ue) || dialog(ue)
ugliness,cet4,cet4,cet-english-2016-revised-word-list,1,ugly ugliness
ugly,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ugly || ugly ugliness
ultimate,cet4,cet4,cet-english-2016-revised-word-list,1,ultimate ultimately
ultimately,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ultimate ultimately || ultimately**
ultra,cet6,cet6,cet-english-2016-revised-word-list,1,★ ultra
um,cet4,cet4,cet-english-2016-revised-word-list,1,alumin(i)um
umbrella,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,umbrella
unanimous,cet6,cet6,cet-english-2016-revised-word-list,1,★ unanimous
uncertain,cet4,cet4,cet-english-2016-revised-word-list,1,uncertain uncertainty
uncertainty,cet4,cet4,cet-english-2016-revised-word-list,1,uncertain uncertainty
uncle,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,uncle
uncover,cet4,cet4,cet-english-2016-revised-word-list,1,uncover
under,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,under
underdeveloped,cet4,cet4,cet-english-2016-revised-word-list,1,underdeveloped
underestimate,cet4,cet4,cet-english-2016-revised-word-list,1,underestimate
undergo,cet4,cet4,cet-english-2016-revised-word-list,1,undergo
undergraduate,cet4,cet4,cet-english-2016-revised-word-list,1,undergraduate
underground,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,underground
underlie,cet6,cet6,cet-english-2016-revised-word-list,1,★ underlie underlying
underline,cet4,cet4,cet-english-2016-revised-word-list,1,underline
underlying,cet6,cet6,cet-english-2016-revised-word-list,1,★ underlie underlying
undermine,cet4,cet4,cet-english-2016-revised-word-list,1,undermine
