word,variants,part_of_speech,theme_candidates,selection_route,relevance_score,selection_reason
roller,,n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6996；当代语料 6161；评分 7/9）
rooster,,n,人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
rot,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 9578；当代语料 9603；评分 7/9）
rough,,a|n|r|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2422；当代语料 2627；评分 9/9）
roundabout,,a|n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
runner,,n,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4368；当代语料 4214；评分 9/9）
running,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3269；当代语料 3252；评分 9/9）
sacred,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 4692；当代语料 3338；评分 9/9）
sacrifice,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5282；当代语料 4068；评分 8/9）
sadness,,n,人与自我,strong_independent_frequency,7,独立语料频率支持较强（BNC 6372；当代语料 5506；评分 7/9）
sailing,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
sailor,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5054；当代语料 5030；评分 7/9）
salute,,n|v,人与自我|人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
sauce,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4226；当代语料 2289；评分 9/9）
savage,,a|n|v,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
scan,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5003；当代语料 4031；评分 8/9）
scar,,n|v,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7022；当代语料 5026；评分 7/9）
scenery,,n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6478；当代语料 8152；评分 7/9）
sceptical,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
scholar,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3858；当代语料 2101；评分 9/9）
schoolmate,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
scold,,n|v,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
scratch,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5023；当代语料 4644；评分 8/9）
seagull,,n,一般阅读,lexical_edge_semantic_review,,自然和海洋主题中的常见动物名词
seal,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4259；当代语料 4021；评分 9/9）
seashell,,n,人与自然,promoted_from_low_frequency_semantic_review,3,海洋、生物和自然观察主题中有明确价值
seaside,,n,人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
seaweed,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
secondhand,,a|r,人与社会,promoted_from_low_frequency_semantic_review,2,消费、环保和信息来源语境均常用
self,,a|n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2286；当代语料 2162；评分 9/9）
selfish,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 6992；当代语料 7386；评分 7/9）
semicircle,,n,人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
separately,,r,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 3772；当代语料 5463；评分 8/9）
separation,,n,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3669；当代语料 3704；评分 9/9）
settlement,,n,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1600；当代语料 2167；评分 9/9）
settler,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8005；当代语料 5489；评分 7/9）
shabby,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
sharpen,,v,人与自我|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7542；当代语料 8298；评分 7/9）
sharpener,,n,一般阅读,lexical_edge_semantic_review,,学校用品主题中的常用派生名词
shooting,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4728；当代语料 2822；评分 9/9）
shopkeeper,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
shopping,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2763；当代语料 2713；评分 9/9）
shortcoming,,n,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 8552；当代语料 8140；评分 7/9）
shortly,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2278；当代语料 2853；评分 9/9）
shot,,a|n,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1836；当代语料 1053；评分 9/9）
shrink,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5528；当代语料 4474；评分 8/9）
shuttle,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 8928；当代语料 3810；评分 8/9）
sickness,,n,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 4951；当代语料 7417；评分 8/9）
sidewalk,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
sideways,,a|r,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 6581；当代语料 7384；评分 7/9）
sigh,,n|v,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3085；当代语料 3349；评分 9/9）
sightseeing,,n,一般阅读,lexical_edge_semantic_review,,旅行和文化主题中的词汇化名词
signature,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4275；当代语料 3773；评分 9/9）
significance,,n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1922；当代语料 2937；评分 9/9）
simplify,,v,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7074；当代语料 8483；评分 7/9）
simply,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 568；当代语料 583；评分 9/9）
singer,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3552；当代语料 2823；评分 9/9）
sixteenth,,a|n,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
skilled,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3807；当代语料 4903；评分 9/9）
skillful,,a,人与自我,promoted_from_low_frequency_semantic_review,3,能力和表现描述中常用，需与英式拼写 skilful 对照
skyscraper,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
slave,,n|v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3948；当代语料 2727；评分 9/9）
slavery,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 8927；当代语料 4574；评分 8/9）
sleeve,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4169；当代语料 4567；评分 9/9）
slight,,a|n|v,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2237；当代语料 2982；评分 9/9）
smelly,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
smoker,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7138；当代语料 6646；评分 7/9）
smoking,,a|n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 5035；当代语料 4956；评分 8/9）
snatch,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5049；当代语料 6071；评分 7/9）
sneaker,,n,人与社会,promoted_from_low_frequency_semantic_review,1,服饰、运动和美式英语生活场景中常见
sniff,,n|v,人与自我|人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5455；当代语料 5870；评分 7/9）
snowball,,n|v,人与自我|人与社会|人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
snowman,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
soap,,n|v,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4288；当代语料 4344；评分 9/9）
sob,,n|v,人与自我|人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8177；当代语料 7230；评分 7/9）
socialism,,n,人与自我|人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4039；当代语料 7238；评分 8/9）
socket,,n,人与自我|人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5776；当代语料 8195；评分 7/9）
softball,,n,人与社会,promoted_from_low_frequency_semantic_review,3,体育和跨文化阅读中的常见运动名词
southeast,,a|n|r,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 10728；当代语料 3708；评分 7/9）
southwest,,a|n|r,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 15280；当代语料 3564；评分 7/9）
souvenir,,n,人与自我|人与社会,strong_independent_frequency,7,规范词头的独立语料频率（BNC 8608；当代语料 8063；评分 7/9）
spaceship,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
spade,,n|v,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
spaghetti,,n,人与自我,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
sparrow,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
spear,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 8899；当代语料 8310；评分 7/9）
spelling,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5779；当代语料 7907；评分 7/9）
spin,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3841；当代语料 2644；评分 9/9）
spiritual,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3233；当代语料 2096；评分 9/9）
spit,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5395；当代语料 4932；评分 8/9）
split,,a|n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2573；当代语料 2910；评分 9/9）
spoken,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
spokesman,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2144；当代语料 2723；评分 9/9）
spoonful,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
spray,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5640；当代语料 4417；评分 8/9）
squeeze,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3390；当代语料 2891；评分 9/9）
squid,,n,人与自我|人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
squirrel,,n,人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
stable,,a|n|v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2637；当代语料 2903；评分 9/9）
stain,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5778；当代语料 6708；评分 7/9）
stainless,,a|n,人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
starvation,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8598；当代语料 9590；评分 7/9）
statement,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 717；当代语料 921；评分 9/9）
statistics,,n,人与自我,strong_independent_frequency,9,独立语料频率支持较强（BNC 2602；当代语料 2709；评分 9/9）
status,,n,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1137；当代语料 1215；评分 9/9）
steady,,a|n|r|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2922；当代语料 2914；评分 9/9）
steep,,a|n|v,人与自我|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3793；当代语料 3973；评分 9/9）
steward,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 4750；当代语料 10595；评分 7/9）
stocking,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 6503；当代语料 8355；评分 7/9）
stopwatch,,n,人与社会,promoted_from_low_frequency_semantic_review,3,体育计时和实验测量场景中实用
storage,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2703；当代语料 2941；评分 9/9）
stout,,a|n,人与自我,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
stove,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 6609；当代语料 4388；评分 8/9）
straw,,a|n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4301；当代语料 4730；评分 9/9）
stubborn,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 9547；当代语料 7548；评分 7/9）
substitute,,a|n|v,人与自我|人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4548；当代语料 5613；评分 8/9）
subtraction,,n,人与自然,promoted_from_low_frequency_semantic_review,3,数学学科阅读中的基础术语
suck,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4142；当代语料 3618；评分 9/9）
suffering,,a|n,人与自我,strong_independent_frequency,9,独立语料频率支持较强（BNC 4466；当代语料 3933；评分 9/9）
suitcase,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 6625；当代语料 5600；评分 7/9）
suite,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4292；当代语料 4726；评分 9/9）
sunglasses,,n,人与自我,promoted_from_low_frequency_semantic_review,3,虽为固定复数形式，但属于常见生活和健康词
sunlight,,n,人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4796；当代语料 3895；评分 9/9）
sunrise,,a|n,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
sunset,,a|n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7738；当代语料 5739；评分 7/9）
sunshine,,n,人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 4726；当代语料 7752；评分 8/9）
supper,,n,人与自我|人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4153；当代语料 5514；评分 8/9）
supreme,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2550；当代语料 1618；评分 9/9）
surplus,,a|n,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 4815；当代语料 6243；评分 8/9）
survival,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2584；当代语料 2656；评分 9/9）
suspension,,n,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 4354；当代语料 5034；评分 8/9）
swallow,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3290；当代语料 3535；评分 9/9）
swap,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5955；当代语料 8106；评分 7/9）
swear,,v,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3224；当代语料 3330；评分 9/9）
swell,,a|n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5534；当代语料 4867；评分 8/9）
swift,,a|n,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5978；当代语料 6627；评分 7/9）
sword,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3675；当代语料 4105；评分 9/9）
symptom,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2342；当代语料 2249；评分 9/9）
systematic,,a,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 4045；当代语料 5408；评分 8/9）
tanker,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8021；当代语料 9275；评分 7/9）
tap,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3299；当代语料 2843；评分 9/9）
tasteless,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
tasty,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 9957；当代语料 8471；评分 7/9）
taxpayer,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4636；当代语料 3122；评分 9/9）
teamwork,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
tease,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6082；当代语料 5458；评分 7/9）
technical,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1394；当代语料 2064；评分 9/9）
telegram,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
telegraph,,n|v,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
temptation,,n,人与自我|人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4682；当代语料 5906；评分 8/9）
tense,,a|n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5962；当代语料 6263；评分 7/9）
tent,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4158；当代语料 3071；评分 9/9）
tentative,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 7552；当代语料 7722；评分 7/9）
terminal,,a|n,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 4011；当代语料 5777；评分 8/9）
terrify,,v,人与自我,strong_independent_frequency,7,独立语料频率支持较强（BNC 8606；当代语料 5828；评分 7/9）
terror,,n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4120；当代语料 2732；评分 9/9）
textbook,,a|n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 6096；当代语料 4473；评分 8/9）
thankful,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 9671；当代语料 8424；评分 7/9）
theirs,,,一般阅读,lexical_edge_semantic_review,,语法和一般阅读中的常用物主代词
theoretical,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2729；当代语料 3781；评分 9/9）
thermos,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
thief,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 3965；当代语料 5007；评分 8/9）
thirst,,n|v,人与自我,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
thread,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5022；当代语料 4714；评分 8/9）
thrill,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7773；当代语料 5858；评分 7/9）
thriller,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 9961；当代语料 8642；评分 7/9）
throat,,n,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2449；当代语料 2454；评分 9/9）
thunderstorm,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
tick,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5977；当代语料 7358；评分 7/9）
timetable,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4536；当代语料 8819；评分 8/9）
tin,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 2956；当代语料 5424；评分 8/9）
tire,,n|v,人与自我|人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 11152；当代语料 2850；评分 7/9）
tiresome,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
tomb,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 6130；当代语料 6183；评分 7/9）
tongue,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2831；当代语料 2871；评分 9/9）
toothbrush,,n,人与自我|人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
toothpaste,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
tortoise,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
totally,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1608；当代语料 1911；评分 9/9）
tourism,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4425；当代语料 4721；评分 9/9）
tractor,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7015；当代语料 6548；评分 7/9）
trainer,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3854；当代语料 4458；评分 9/9）
tram,,n|v,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
translation,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3982；当代语料 4290；评分 9/9）
translator,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
transparent,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 6902；当代语料 5884；评分 7/9）
traveler,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
tremble,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 4432；当代语料 5233；评分 8/9）
triangle,,n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5296；当代语料 5605；评分 7/9）
troop,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1740；当代语料 1137；评分 9/9）
troublesome,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 9603；当代语料 9839；评分 7/9）
truly,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2576；当代语料 1719；评分 9/9）
turning,,n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6345；当代语料 6215；评分 7/9）
tutor,,n|v,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 3839；当代语料 9093；评分 8/9）
twist,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3673；当代语料 3759；评分 9/9）
typewriter,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7660；当代语料 9870；评分 7/9）
typist,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
tyre,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
unable,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1474；当代语料 2136；评分 9/9）
unbearable,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
unbelievable,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 8410；当代语料 6070；评分 7/9）
uncertain,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3532；当代语料 4291；评分 9/9）
uncomfortable,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 4465；当代语料 3640；评分 9/9）
unconditional,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
unconscious,,a|n,人与自我,strong_independent_frequency,7,独立语料频率支持较强（BNC 5026；当代语料 5668；评分 7/9）
underline,,n|v,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4685；当代语料 9691；评分 8/9）
understanding,,a|n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1260；当代语料 1298；评分 9/9）
undertake,,v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1604；当代语料 4035；评分 9/9）
underwear,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8792；当代语料 6524；评分 7/9）
undivided,,a,一般阅读,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
undo,,v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6417；当代语料 6632；评分 7/9）
unemployment,,n,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1495；当代语料 3492；评分 9/9）
unfair,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3625；当代语料 4493；评分 9/9）
unfit,,a|v,人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
unfold,,v,人与自我|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 7574；当代语料 4541；评分 8/9）
unfortunate,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4076；当代语料 4970；评分 9/9）
unfortunately,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1910；当代语料 2016；评分 9/9）
unhappy,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3622；当代语料 4717；评分 9/9）
unhealthy,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
unimportant,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
union,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 467；当代语料 1658；评分 9/9）
unite,,v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3628；当代语料 4146；评分 9/9）
universal,,a|n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2968；当代语料 2642；评分 9/9）
unknown,,a|n,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2087；当代语料 2825；评分 9/9）
unlike,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2194；当代语料 2468；评分 9/9）
unmarried,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 7635；当代语料 9465；评分 7/9）
unpleasant,,a,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 4722；当代语料 6472；评分 8/9）
unrest,,n,人与自我,strong_independent_frequency,7,独立语料频率支持较强（BNC 6135；当代语料 8995；评分 7/9）
unsafe,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 9721；当代语料 9139；评分 7/9）
unsuccessful,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 5651；当代语料 7731；评分 7/9）
untrue,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
unwilling,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 5583；当代语料 6237；评分 7/9）
upstairs,,a|n|r,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3067；当代语料 4381；评分 9/9）
upward,,a|r,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 7607；当代语料 6144；评分 7/9）
useless,,a,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 4667；当代语料 5657；评分 8/9）
