legacy_word,legacy_row_count,legacy_rows,structural_type,oewn_match_type,oewn_lemmas,oewn_pos,oewn_sense_count,moby_wordlist_match_type,moby_wordlist_forms,moby_pos_match_type,moby_pos_forms,moby_pos_codes,normalized_headword_candidates,normalized_headword_evidence,existing_phrase_table_match,lexical_evidence_score,recommendation,reason
self-service,1,2942,hyphenated,exact,self-service,a|n,2,exact,self-service,exact,self-service,A|N,,,none,3,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
selfish,1,2941,lowercase_single_word,exact,selfish,a,1,exact,selfish,exact,selfish,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
semicircle,1,2944,lowercase_single_word,exact,semicircle,n,1,exact,semicircle,exact,semicircle,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
separately,1,2951,lowercase_single_word,exact,separately,r,1,none,,exact,separately,v,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
separation,1,2952,lowercase_single_word,exact,separation,n,9,exact,separation,exact,separation,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
service-charge,1,2958,hyphenated,none,,,0,none,,none,,,,,none,0,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
settlement,1,2962,lowercase_single_word,exact,settlement,n,7,exact,settlement,exact,settlement,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
settler,1,2963,lowercase_single_word,exact,settler,n,3,exact,settler,exact,settler,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shabby,1,2972,lowercase_single_word,exact,shabby,a,2,exact,shabby,exact,shabby,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Shanghai,1,2979,initial_uppercase,casefold,shanghai,v,1,exact,Shanghai,exact,Shanghai,N,,,none,3,proper_name_or_capitalization_review,开放词典仅以其他大小写形式匹配，需判断是否误大写
sharpen,1,2984,lowercase_single_word,exact,sharpen,v,8,exact,sharpen,exact,sharpen,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sharpener,1,2985,lowercase_single_word,exact,sharpener,n,1,none,,none,,,,,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
shaver,1,2988,lowercase_single_word,exact,shaver,n,3,exact,shaver,exact,shaver,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shooting,1,3001,lowercase_single_word,exact,shooting,n,2,none,,exact,shooting,V,shoot,shoot:OEWN+MobyWords+MobyPOS,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shop assistant,1,3003,multiword,exact,shop assistant,n,1,exact,shop assistant,exact,shop assistant,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
shopkeeper,1,3004,lowercase_single_word,exact,shopkeeper,n,1,exact,shopkeeper,exact,shopkeeper,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shopping,1,3005,lowercase_single_word,exact,shopping,n,2,exact,shopping,exact,shopping,N,shop,shop:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
short wave,1,3011,multiword,exact,short wave,n,1,none,,exact,short wave,h,,,none,2,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
shortcoming,1,3008,lowercase_single_word,exact,shortcoming,n,1,exact,shortcoming,exact,shortcoming,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shortly,1,3009,lowercase_single_word,exact,shortly,r,5,exact,shortly,exact,shortly,v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shot,1,3012,lowercase_single_word,exact,shot,a|n,19,exact,shot,exact,shot,A|N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shrink,1,3019,lowercase_single_word,exact,shrink,n|v,6,exact,shrink,exact,shrink,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
shuttle,1,3021,lowercase_single_word,exact,shuttle,n|v,4,exact,shuttle,exact,shuttle,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sickness,1,3024,lowercase_single_word,exact,sickness,n,3,exact,sickness,exact,sickness,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
side road,1,3027,multiword,exact,side road,n,1,none,,none,,,,,none,1,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
sidewalk,1,3026,lowercase_single_word,exact,sidewalk,n,1,exact,sidewalk,exact,sidewalk,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sideways,1,3028,lowercase_single_word,exact,sideways,a|r,5,exact,sideways,exact,sideways,A|v,sideway,sideway:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sigh,1,3029,lowercase_single_word,exact,sigh,n|v,4,exact,sigh,exact,sigh,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sightseeing,1,3031,lowercase_single_word,exact,sightseeing,n,1,none,,none,,,,,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
signature,1,3034,lowercase_single_word,exact,signature,n,5,exact,signature,exact,signature,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
significance,1,3035,lowercase_single_word,exact,significance,n,3,exact,significance,exact,significance,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
simple-minded,1,3043,hyphenated,exact,simple-minded,a,2,exact,simple-minded,exact,simple-minded,A,,,none,3,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
simplify,1,3044,lowercase_single_word,exact,simplify,v,1,exact,simplify,exact,simplify,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
simply,1,3045,lowercase_single_word,exact,simply,r,4,exact,simply,exact,simply,v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
singer,1,3049,lowercase_single_word,exact,singer,n,1,exact,singer,exact,singer,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sister-in-law,1,3055,hyphenated,exact,sister-in-law,n,1,exact,sister-in-law,exact,sister-in-law,N,,,none,3,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
sixteenth,1,3062,lowercase_single_word,exact,sixteenth,a|n,3,exact,sixteenth,exact,sixteenth,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
skilled,1,3068,lowercase_single_word,exact,skilled,a,1,exact,skilled,exact,skilled,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
skillful,1,3069,lowercase_single_word,exact,skillful,a,2,exact,skillful,exact,skillful,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
skillfully,1,3070,lowercase_single_word,exact,skillfully,r,1,none,,exact,skillfully,v,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
skipping,1,3073,lowercase_single_word,none,,,0,none,,exact,skipping,V,skip,skip:OEWN+MobyWords+MobyPOS,none,1,inflected_form_review,当前形式可能是复数、第三人称或分词；开放词典支持其候选词头，需决定是否改存词头
skyscraper,1,3076,lowercase_single_word,exact,skyscraper,n,1,exact,skyscraper,exact,skyscraper,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
slave,1,3077,lowercase_single_word,exact,slave,n|v,4,exact,slave,exact,slave,N|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
slavery,1,3078,lowercase_single_word,exact,slavery,n,3,exact,slavery,exact,slavery,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sleeve,1,3082,lowercase_single_word,exact,sleeve,n,2,exact,sleeve,exact,sleeve,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
slight,1,3085,lowercase_single_word,exact,slight,a|n|v,5,exact,slight,exact,slight,A|N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
smelly,1,3092,lowercase_single_word,exact,smelly,a,1,exact,smelly,exact,smelly,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
smoke-free,1,3096,hyphenated,exact,smoke-free,a,1,none,,none,,,,,none,1,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
smoker,1,3097,lowercase_single_word,exact,smoker,n,3,exact,smoker,exact,smoker,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
smoking,1,3098,lowercase_single_word,exact,smoking,a|n,3,exact,smoking,exact,smoking,N|V,smoke,smoke:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
snack bar,1,3101,multiword,exact,snack bar,n,1,exact,snack bar,exact,snack bar,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
snatch,1,3103,lowercase_single_word,exact,snatch,n|v,8,exact,snatch,exact,snatch,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sneaker,1,3104,lowercase_single_word,exact,sneaker,n,2,exact,sneaker,exact,sneaker,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sniff,1,3106,lowercase_single_word,exact,sniff,n|v,3,exact,sniff,exact,sniff,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
snowball,1,3108,lowercase_single_word,exact,snowball,n|v,6,exact,snowball,exact,snowball,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
snowman,1,3109,lowercase_single_word,exact,snowman,n,1,exact,snowman,exact,snowman,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
so-so,1,3142,hyphenated,exact,so-so,a|r,2,exact,so-so,exact,so-so,v,,,none,3,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
soap,1,3112,lowercase_single_word,exact,soap,n|v,4,exact,soap,exact,soap,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sob,1,3113,lowercase_single_word,exact,sob,n|v,2,exact,sob,exact,sob,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
socialism,1,3116,lowercase_single_word,exact,socialism,n,2,exact,socialism,exact,socialism,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
socket,1,3120,lowercase_single_word,exact,socket,n,3,exact,socket,exact,socket,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
soft drink,1,3124,multiword,exact,soft drink,n,1,exact,soft drink,exact,soft drink,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
softball,1,3125,lowercase_single_word,exact,softball,n,2,exact,softball,exact,softball,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
southeast,1,3148,lowercase_single_word,exact,southeast,a|n|r,6,exact,southeast,exact,southeast,A|N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
southwest,1,3150,lowercase_single_word,exact,southwest,a|n|r,6,exact,southwest,exact,southwest,A|N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
souvenirs,1,3151,lowercase_single_word,none,,,0,none,,none,,,souvenir,souvenir:OEWN+MobyWords+MobyPOS,none,0,inflected_form_review,当前形式可能是复数、第三人称或分词；开放词典支持其候选词头，需决定是否改存词头
spaceship,1,3154,lowercase_single_word,exact,spaceship,n,1,exact,spaceship,exact,spaceship,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spade,1,3155,lowercase_single_word,exact,spade,n|v,3,exact,spade,exact,spade,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spaghetti,1,3156,lowercase_single_word,exact,spaghetti,n,2,exact,spaghetti,exact,spaghetti,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Spain,1,3157,initial_uppercase,none,,,0,exact,Spain,exact,Spain,N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
Spanish,1,3158,initial_uppercase,exact,Spanish,a|n,3,exact,Spanish,exact,Spanish,A|N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
sparrow,1,3160,lowercase_single_word,exact,sparrow,n,2,exact,sparrow,exact,sparrow,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spear,1,3163,lowercase_single_word,exact,spear,n|v,4,exact,spear,exact,spear,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spelling,1,3170,lowercase_single_word,exact,spelling,n,1,exact,spelling,exact,spelling,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spin,1,3172,lowercase_single_word,exact,spin,n|v,13,exact,spin,exact,spin,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spiritual,1,3174,lowercase_single_word,exact,spiritual,a|n,5,exact,spiritual,exact,spiritual,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spit,1,3175,lowercase_single_word,exact,spit,n|v,8,exact,spit,exact,spit,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
split,1,3177,lowercase_single_word,exact,split,a|n|v,17,exact,split,exact,split,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spoken,1,3178,lowercase_single_word,exact,spoken,a,1,exact,spoken,exact,spoken,A|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spokesman,1,3179,lowercase_single_word,exact,spokesman,n,1,exact,spokesman,exact,spokesman,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spoonful,1,3182,lowercase_single_word,exact,spoonful,n,1,exact,spoonful,exact,spoonful,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
spray,1,3185,lowercase_single_word,exact,spray,n|v,9,exact,spray,exact,spray,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
squeeze,1,3190,lowercase_single_word,exact,squeeze,n|v,17,exact,squeeze,exact,squeeze,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
squid,1,3191,lowercase_single_word,exact,squid,n,2,exact,squid,exact,squid,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
squirrel,1,3192,lowercase_single_word,exact,squirrel,n,2,exact,squirrel,exact,squirrel,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stable,1,3193,lowercase_single_word,exact,stable,a|n|v,7,exact,stable,exact,stable,A|N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stain,1,3197,lowercase_single_word,exact,stain,n|v,9,exact,stain,exact,stain,N|V|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stainless,1,3198,lowercase_single_word,exact,stainless,a|n,2,exact,stainless,exact,stainless,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stainless steel,1,3199,multiword,exact,stainless steel,n,1,exact,stainless steel,exact,stainless steel,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
starvation,1,3208,lowercase_single_word,exact,starvation,n,2,exact,starvation,exact,starvation,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
statement,1,3212,lowercase_single_word,exact,statement,n,7,exact,statement,exact,statement,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
statesman,1,3213,lowercase_single_word,exact,statesman,n,1,exact,statesman,exact,statesman,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
statistics,1,3214,lowercase_single_word,exact,statistics,n,1,exact,statistics,exact,statistics,N,statistic,statistic:OEWN+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
status,1,3216,lowercase_single_word,exact,status,n,2,exact,status,exact,status,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
steady,1,3218,lowercase_single_word,exact,steady,a|n|r|v,10,exact,steady,exact,steady,!|A|N|V|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
steep,1,3223,lowercase_single_word,exact,steep,a|n|v,6,exact,steep,exact,steep,A|N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
step-mother,1,3225,hyphenated,none,,,0,none,,none,,,,,none,0,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
steward,1,3226,lowercase_single_word,exact,steward,n,5,exact,steward,exact,steward,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stewardess,1,3227,lowercase_single_word,exact,stewardess,n,1,exact,stewardess,exact,stewardess,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stocking,1,3230,lowercase_single_word,exact,stocking,n,2,exact,stocking,exact,stocking,N,stock,stock:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stopwatch,1,3235,lowercase_single_word,exact,stopwatch,n,1,exact,stopwatch,exact,stopwatch,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
storage,1,3236,lowercase_single_word,exact,storage,n,6,exact,storage,exact,storage,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stout,1,3240,lowercase_single_word,exact,stout,a|n,5,exact,stout,exact,stout,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stove,1,3241,lowercase_single_word,exact,stove,n,2,exact,stove,exact,stove,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
straw,1,3247,lowercase_single_word,exact,straw,a|n|v,7,exact,straw,exact,straw,A|N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
stubborn,1,3260,lowercase_single_word,exact,stubborn,a,2,exact,stubborn,exact,stubborn,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
substitute,1,3270,lowercase_single_word,exact,substitute,a|n|v,9,exact,substitute,exact,substitute,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
subtraction,1,3271,lowercase_single_word,exact,subtraction,n,2,exact,subtraction,exact,subtraction,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
suck,1,3276,lowercase_single_word,exact,suck,n|v,8,exact,suck,exact,suck,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
suffering,1,3279,lowercase_single_word,exact,suffering,a|n,6,exact,suffering,exact,suffering,N,suffer,suffer:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
suitcase,1,3286,lowercase_single_word,exact,suitcase,n,1,exact,suitcase,exact,suitcase,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
suite,1,3284,lowercase_single_word,exact,suite,n,4,exact,suite,exact,suite,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sunburnt,1,3290,lowercase_single_word,exact,sunburnt,a,1,none,,exact,sunburnt,V,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sunglasses,1,3292,lowercase_single_word,exact,sunglasses,n,1,exact,sunglasses,exact,sunglasses,p,sunglass,sunglass:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sunlight,1,3293,lowercase_single_word,exact,sunlight,n,1,exact,sunlight,exact,sunlight,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sunrise,1,3295,lowercase_single_word,exact,sunrise,a|n,4,exact,sunrise,exact,sunrise,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sunset,1,3296,lowercase_single_word,exact,sunset,a|n,5,exact,sunset,exact,sunset,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
sunshine,1,3297,lowercase_single_word,exact,sunshine,n,3,exact,sunshine,exact,sunshine,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
superman,1,3301,lowercase_single_word,exact,superman,n,2,exact,superman,exact,superman,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
supper,1,3303,lowercase_single_word,exact,supper,n,2,exact,supper,exact,supper,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
supreme,1,3307,lowercase_single_word,exact,supreme,a,4,exact,supreme,exact,supreme,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
surplus,1,3311,lowercase_single_word,exact,surplus,a|n,2,exact,surplus,exact,surplus,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
survival,1,3315,lowercase_single_word,exact,survival,n,3,exact,survival,exact,survival,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
suspension,1,3318,lowercase_single_word,exact,suspension,n,7,exact,suspension,exact,suspension,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
swallow,1,3319,lowercase_single_word,exact,swallow,n|v,11,exact,swallow,exact,swallow,N|V|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
swap,1,3320,lowercase_single_word,exact,swap,n|v,3,exact,swap,exact,swap,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
swear,1,3321,lowercase_single_word,exact,swear,v,5,exact,swear,exact,swear,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
swell,1,3326,lowercase_single_word,exact,swell,a|n|v,11,exact,swell,exact,swell,A|N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
swift,1,3327,lowercase_single_word,exact,swift,a|n,3,exact,swift,exact,swift,A|N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
swimming pool,1,3331,multiword,exact,swimming pool,n,1,exact,swimming pool,exact,swimming pool,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
Swiss,1,3333,initial_uppercase,exact,Swiss,a|n,2,exact,Swiss,exact,Swiss,A|N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
Switzerland,1,3334,initial_uppercase,none,,,0,exact,Switzerland,exact,Switzerland,N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
sword,1,3336,lowercase_single_word,exact,sword,n,1,exact,sword,exact,sword,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
