word,relevance_score,relevance_recommendation,bnc_rank,contemporary_rank,oewn_pos,oewn_lexicographer_classes,theme_candidates,theme_assignment_status,independent_inclusion_reason,final_status
smoker,7,frequency_supported_extension,7138,6646,n,noun.artifact|noun.group|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7138；当代语料 6646；评分 7/9）,priority_candidate_needs_semantic_review
smoking,8,frequency_supported_extension,5035,4956,a|n,adj.all|noun.act|noun.process,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5035；当代语料 4956；评分 8/9）,priority_candidate_needs_semantic_review
snatch,7,frequency_supported_extension,5049,6071,n|v,noun.act|noun.body|noun.communication|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5049；当代语料 6071；评分 7/9）,priority_candidate_needs_semantic_review
sneaker,1,hold_without_more_evidence,33208,,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 33208；当代语料 无有效排名；评分 1/9）,hold
sniff,7,frequency_supported_extension,5455,5870,n|v,noun.act|verb.body|verb.perception,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5455；当代语料 5870；评分 7/9）,priority_candidate_needs_semantic_review
snowball,5,secondary_relevance_review,19913,13612,n|v,noun.artifact|noun.food|noun.plant|verb.change|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 19913；当代语料 13612；评分 5/9）,pending_theme_review
snowman,4,secondary_relevance_review,24155,18086,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 24155；当代语料 18086；评分 4/9）,pending_theme_review
soap,9,frequency_supported_extension,4288,4344,n|v,noun.artifact|noun.possession|verb.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4288；当代语料 4344；评分 9/9）,priority_candidate_needs_semantic_review
sob,7,frequency_supported_extension,8177,7230,n|v,noun.act|verb.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8177；当代语料 7230；评分 7/9）,priority_candidate_needs_semantic_review
socialism,8,frequency_supported_extension,4039,7238,n,noun.cognition|noun.group,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4039；当代语料 7238；评分 8/9）,priority_candidate_needs_semantic_review
socket,7,frequency_supported_extension,5776,8195,n,noun.artifact|noun.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5776；当代语料 8195；评分 7/9）,priority_candidate_needs_semantic_review
softball,3,hold_without_more_evidence,,8130,n,noun.act|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 无有效排名；当代语料 8130；评分 3/9）,hold
southeast,7,frequency_supported_extension,10728,3708,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 10728；当代语料 3708；评分 7/9）,priority_candidate_needs_semantic_review
southwest,7,frequency_supported_extension,15280,3564,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 15280；当代语料 3564；评分 7/9）,priority_candidate_needs_semantic_review
spaceship,5,secondary_relevance_review,16374,11577,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 16374；当代语料 11577；评分 5/9）,pending_theme_review
spade,6,secondary_relevance_review,8703,13365,n|v,noun.artifact|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 8703；当代语料 13365；评分 6/9）,pending_theme_review
spaghetti,6,secondary_relevance_review,12398,9189,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 12398；当代语料 9189；评分 6/9）,pending_theme_review
sparrow,5,secondary_relevance_review,14590,14123,n,noun.animal,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 14590；当代语料 14123；评分 5/9）,pending_theme_review
spear,7,frequency_supported_extension,8899,8310,n|v,noun.artifact|verb.contact|verb.stative,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 8899；当代语料 8310；评分 7/9）,priority_candidate_needs_semantic_review
spelling,7,frequency_supported_extension,5779,7907,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5779；当代语料 7907；评分 7/9）,priority_candidate_needs_semantic_review
spin,9,frequency_supported_extension,3841,2644,n|v,noun.act|noun.event|verb.change|verb.communication|verb.contact|verb.creation|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3841；当代语料 2644；评分 9/9）,priority_candidate_needs_semantic_review
spiritual,9,frequency_supported_extension,3233,2096,a|n,adj.all|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3233；当代语料 2096；评分 9/9）,priority_candidate_needs_semantic_review
spit,8,frequency_supported_extension,5395,4932,n|v,noun.act|noun.artifact|noun.body|noun.object|verb.body|verb.communication|verb.contact|verb.weather,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5395；当代语料 4932；评分 8/9）,priority_candidate_needs_semantic_review
split,9,frequency_supported_extension,2573,2910,a|n|v,adj.all|noun.act|noun.artifact|noun.food|noun.object|noun.possession|noun.quantity|verb.change|verb.contact|verb.motion|verb.social,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2573；当代语料 2910；评分 9/9）,priority_candidate_needs_semantic_review
spoken,6,secondary_relevance_review,6629,11639,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 6629；当代语料 11639；评分 6/9）,pending_theme_review
spokesman,9,frequency_supported_extension,2144,2723,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2144；当代语料 2723；评分 9/9）,priority_candidate_needs_semantic_review
spoonful,5,secondary_relevance_review,15630,14845,n,noun.quantity,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 15630；当代语料 14845；评分 5/9）,pending_theme_review
spray,8,frequency_supported_extension,5640,4417,n|v,noun.artifact|noun.event|noun.quantity|noun.substance|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5640；当代语料 4417；评分 8/9）,priority_candidate_needs_semantic_review
squeeze,9,frequency_supported_extension,3390,2891,n|v,noun.act|noun.event|noun.person|noun.possession|noun.state|verb.contact|verb.motion|verb.possession|verb.social,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3390；当代语料 2891；评分 9/9）,priority_candidate_needs_semantic_review
squid,5,secondary_relevance_review,16736,11582,n,noun.animal|noun.food,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 16736；当代语料 11582；评分 5/9）,pending_theme_review
squirrel,6,secondary_relevance_review,10225,6904,n,noun.animal|noun.substance,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 10225；当代语料 6904；评分 6/9）,pending_theme_review
stable,9,frequency_supported_extension,2637,2903,a|n|v,adj.all|noun.artifact|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2637；当代语料 2903；评分 9/9）,priority_candidate_needs_semantic_review
stain,7,frequency_supported_extension,5778,6708,n|v,noun.act|noun.attribute|noun.communication|noun.state|noun.substance|verb.change|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5778；当代语料 6708；评分 7/9）,priority_candidate_needs_semantic_review
stainless,6,secondary_relevance_review,11524,8262,a|n,adj.all|noun.substance,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 11524；当代语料 8262；评分 6/9）,pending_theme_review
starvation,7,frequency_supported_extension,8598,9590,n,noun.act|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8598；当代语料 9590；评分 7/9）,priority_candidate_needs_semantic_review
statement,9,frequency_supported_extension,717,921,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 717；当代语料 921；评分 9/9）,priority_candidate_needs_semantic_review
statesman,6,secondary_relevance_review,8718,10075,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 8718；当代语料 10075；评分 6/9）,pending_theme_review
statistics,9,frequency_supported_extension,2602,2709,n,noun.cognition,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 2602；当代语料 2709；评分 9/9）,priority_candidate_needs_semantic_review
status,9,frequency_supported_extension,1137,1215,n,noun.state,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1137；当代语料 1215；评分 9/9）,priority_candidate_needs_semantic_review
steady,9,frequency_supported_extension,2922,2914,a|n|r|v,adj.all|adv.all|noun.person|verb.change|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2922；当代语料 2914；评分 9/9）,priority_candidate_needs_semantic_review
steep,9,frequency_supported_extension,3793,3973,a|n|v,adj.all|noun.object|verb.change|verb.cognition,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3793；当代语料 3973；评分 9/9）,priority_candidate_needs_semantic_review
steward,7,frequency_supported_extension,4750,10595,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4750；当代语料 10595；评分 7/9）,priority_candidate_needs_semantic_review
stewardess,4,secondary_relevance_review,22477,17096,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 22477；当代语料 17096；评分 4/9）,pending_theme_review
stocking,7,frequency_supported_extension,6503,8355,n,noun.act|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6503；当代语料 8355；评分 7/9）,priority_candidate_needs_semantic_review
stopwatch,3,hold_without_more_evidence,34023,20916,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 34023；当代语料 20916；评分 3/9）,hold
storage,9,frequency_supported_extension,2703,2941,n,noun.act|noun.artifact|noun.process,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2703；当代语料 2941；评分 9/9）,priority_candidate_needs_semantic_review
stout,6,secondary_relevance_review,9786,13326,a|n,adj.all|noun.attribute|noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 9786；当代语料 13326；评分 6/9）,pending_theme_review
stove,8,frequency_supported_extension,6609,4388,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6609；当代语料 4388；评分 8/9）,priority_candidate_needs_semantic_review
straw,9,frequency_supported_extension,4301,4730,a|n|v,adj.all|noun.artifact|noun.attribute|noun.substance|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4301；当代语料 4730；评分 9/9）,priority_candidate_needs_semantic_review
stubborn,7,frequency_supported_extension,9547,7548,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 9547；当代语料 7548；评分 7/9）,priority_candidate_needs_semantic_review
substitute,8,frequency_supported_extension,4548,5613,a|n|v,adj.all|noun.cognition|noun.person|verb.possession|verb.social,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4548；当代语料 5613；评分 8/9）,priority_candidate_needs_semantic_review
subtraction,3,hold_without_more_evidence,21520,21980,n,noun.act,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 21520；当代语料 21980；评分 3/9）,hold
suck,9,frequency_supported_extension,4142,3618,n|v,noun.act|verb.consumption|verb.contact|verb.motion|verb.perception|verb.stative|verb.weather,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4142；当代语料 3618；评分 9/9）,priority_candidate_needs_semantic_review
suffering,9,frequency_supported_extension,4466,3933,a|n,adj.all|noun.feeling|noun.state,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 4466；当代语料 3933；评分 9/9）,priority_candidate_needs_semantic_review
suitcase,7,frequency_supported_extension,6625,5600,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6625；当代语料 5600；评分 7/9）,priority_candidate_needs_semantic_review
suite,9,frequency_supported_extension,4292,4726,n,noun.artifact|noun.communication|noun.group,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4292；当代语料 4726；评分 9/9）,priority_candidate_needs_semantic_review
sunburnt,3,hold_without_more_evidence,34021,32133,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持不足（BNC 34021；当代语料 32133；评分 3/9）,hold
sunglasses,3,hold_without_more_evidence,,7032,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 无有效排名；当代语料 7032；评分 3/9）,hold
sunlight,9,frequency_supported_extension,4796,3895,n,noun.phenomenon,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4796；当代语料 3895；评分 9/9）,priority_candidate_needs_semantic_review
sunrise,6,secondary_relevance_review,11920,7313,a|n,adj.all|noun.event|noun.phenomenon|noun.time,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 11920；当代语料 7313；评分 6/9）,pending_theme_review
sunset,7,frequency_supported_extension,7738,5739,a|n,adj.all|noun.event|noun.phenomenon|noun.time,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7738；当代语料 5739；评分 7/9）,priority_candidate_needs_semantic_review
sunshine,8,frequency_supported_extension,4726,7752,n,noun.attribute|noun.phenomenon,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4726；当代语料 7752；评分 8/9）,priority_candidate_needs_semantic_review
superman,3,hold_without_more_evidence,22870,20120,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 22870；当代语料 20120；评分 3/9）,hold
supper,8,frequency_supported_extension,4153,5514,n,noun.food|noun.group,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4153；当代语料 5514；评分 8/9）,priority_candidate_needs_semantic_review
supreme,9,frequency_supported_extension,2550,1618,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2550；当代语料 1618；评分 9/9）,priority_candidate_needs_semantic_review
surplus,8,frequency_supported_extension,4815,6243,a|n,adj.all|noun.attribute,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 4815；当代语料 6243；评分 8/9）,priority_candidate_needs_semantic_review
survival,9,frequency_supported_extension,2584,2656,n,noun.act|noun.process|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2584；当代语料 2656；评分 9/9）,priority_candidate_needs_semantic_review
suspension,8,frequency_supported_extension,4354,5034,n,noun.act|noun.artifact|noun.event|noun.state|noun.substance|noun.time,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4354；当代语料 5034；评分 8/9）,priority_candidate_needs_semantic_review
swallow,9,frequency_supported_extension,3290,3535,n|v,noun.act|noun.animal|noun.food|verb.cognition|verb.communication|verb.competition|verb.consumption|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3290；当代语料 3535；评分 9/9）,priority_candidate_needs_semantic_review
swap,7,frequency_supported_extension,5955,8106,n|v,noun.act|verb.motion|verb.possession,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5955；当代语料 8106；评分 7/9）,priority_candidate_needs_semantic_review
swear,9,frequency_supported_extension,3224,3330,v,verb.cognition|verb.communication,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3224；当代语料 3330；评分 9/9）,priority_candidate_needs_semantic_review
swell,8,frequency_supported_extension,5534,4867,a|n|v,adj.all|noun.attribute|noun.event|noun.object|noun.person|verb.change|verb.motion|verb.social|verb.stative,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5534；当代语料 4867；评分 8/9）,priority_candidate_needs_semantic_review
swift,7,frequency_supported_extension,5978,6627,a|n,adj.all|noun.animal,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5978；当代语料 6627；评分 7/9）,priority_candidate_needs_semantic_review
sword,9,frequency_supported_extension,3675,4105,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3675；当代语料 4105；评分 9/9）,priority_candidate_needs_semantic_review
symptom,9,frequency_supported_extension,2342,2249,n,noun.communication|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2342；当代语料 2249；评分 9/9）,priority_candidate_needs_semantic_review
systematic,8,frequency_supported_extension,4045,5408,a,adj.all|adj.pert,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 4045；当代语料 5408；评分 8/9）,priority_candidate_needs_semantic_review
tanker,7,frequency_supported_extension,8021,9275,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8021；当代语料 9275；评分 7/9）,priority_candidate_needs_semantic_review
tap,9,frequency_supported_extension,3299,2843,n|v,noun.act|noun.artifact|noun.event|verb.communication|verb.consumption|verb.contact|verb.motion|verb.perception|verb.possession,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3299；当代语料 2843；评分 9/9）,priority_candidate_needs_semantic_review
tasteless,5,secondary_relevance_review,18938,17733,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 18938；当代语料 17733；评分 5/9）,pending_theme_review
tasty,7,frequency_supported_extension,9957,8471,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 9957；当代语料 8471；评分 7/9）,priority_candidate_needs_semantic_review
taxpayer,9,frequency_supported_extension,4636,3122,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4636；当代语料 3122；评分 9/9）,priority_candidate_needs_semantic_review
teamwork,5,secondary_relevance_review,15491,11799,n,noun.act,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 15491；当代语料 11799；评分 5/9）,pending_theme_review
tease,7,frequency_supported_extension,6082,5458,n|v,noun.act|noun.person|verb.body|verb.communication|verb.contact|verb.emotion,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6082；当代语料 5458；评分 7/9）,priority_candidate_needs_semantic_review
technical,9,frequency_supported_extension,1394,2064,a|n,adj.all|adj.pert|noun.act|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1394；当代语料 2064；评分 9/9）,priority_candidate_needs_semantic_review
telegram,6,secondary_relevance_review,9971,12224,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 9971；当代语料 12224；评分 6/9）,pending_theme_review
telegraph,6,secondary_relevance_review,4974,26182,n|v,noun.artifact|verb.communication,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 4974；当代语料 26182；评分 6/9）,pending_theme_review
temptation,8,frequency_supported_extension,4682,5906,n,noun.act|noun.cognition|noun.feeling,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4682；当代语料 5906；评分 8/9）,priority_candidate_needs_semantic_review
tense,7,frequency_supported_extension,5962,6263,a|n|v,adj.all|noun.communication|verb.body|verb.change|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5962；当代语料 6263；评分 7/9）,priority_candidate_needs_semantic_review
tent,9,frequency_supported_extension,4158,3071,n|v,noun.artifact|noun.object|verb.stative,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4158；当代语料 3071；评分 9/9）,priority_candidate_needs_semantic_review
tentative,7,frequency_supported_extension,7552,7722,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 7552；当代语料 7722；评分 7/9）,priority_candidate_needs_semantic_review
terminal,8,frequency_supported_extension,4011,5777,a|n,adj.all|adj.pert|noun.artifact|noun.location,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4011；当代语料 5777；评分 8/9）,priority_candidate_needs_semantic_review
terrify,7,frequency_supported_extension,8606,5828,v,verb.emotion,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 8606；当代语料 5828；评分 7/9）,priority_candidate_needs_semantic_review
terror,9,frequency_supported_extension,4120,2732,n,noun.act|noun.feeling|noun.person,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4120；当代语料 2732；评分 9/9）,priority_candidate_needs_semantic_review
textbook,8,frequency_supported_extension,6096,4473,a|n,adj.all|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6096；当代语料 4473；评分 8/9）,priority_candidate_needs_semantic_review
thankful,7,frequency_supported_extension,9671,8424,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 9671；当代语料 8424；评分 7/9）,priority_candidate_needs_semantic_review
theoretical,9,frequency_supported_extension,2729,3781,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2729；当代语料 3781；评分 9/9）,priority_candidate_needs_semantic_review
thermos,4,secondary_relevance_review,24637,17096,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 24637；当代语料 17096；评分 4/9）,pending_theme_review
thief,8,frequency_supported_extension,3965,5007,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3965；当代语料 5007；评分 8/9）,priority_candidate_needs_semantic_review
thirst,5,secondary_relevance_review,11770,10813,n|v,noun.attribute|noun.state|verb.consumption|verb.perception,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 11770；当代语料 10813；评分 5/9）,pending_theme_review
thread,8,frequency_supported_extension,5022,4714,n|v,noun.artifact|noun.cognition|noun.object|verb.contact|verb.motion,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5022；当代语料 4714；评分 8/9）,priority_candidate_needs_semantic_review
thrill,7,frequency_supported_extension,7773,5858,n|v,noun.act|noun.feeling|verb.emotion|verb.motion|verb.perception,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7773；当代语料 5858；评分 7/9）,priority_candidate_needs_semantic_review
thriller,7,frequency_supported_extension,9961,8642,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 9961；当代语料 8642；评分 7/9）,priority_candidate_needs_semantic_review
throat,9,frequency_supported_extension,2449,2454,n,noun.animal|noun.artifact|noun.body,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2449；当代语料 2454；评分 9/9）,priority_candidate_needs_semantic_review
thunderstorm,5,secondary_relevance_review,18737,10620,n,noun.phenomenon,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 18737；当代语料 10620；评分 5/9）,pending_theme_review
tick,7,frequency_supported_extension,5977,7358,n|v,noun.animal|noun.artifact|noun.communication|noun.event|verb.cognition|verb.contact|verb.perception,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5977；当代语料 7358；评分 7/9）,priority_candidate_needs_semantic_review
timetable,8,frequency_supported_extension,4536,8819,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4536；当代语料 8819；评分 8/9）,priority_candidate_needs_semantic_review
tin,8,frequency_supported_extension,2956,5424,n|v,noun.artifact|noun.substance|verb.change|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2956；当代语料 5424；评分 8/9）,priority_candidate_needs_semantic_review
tire,7,frequency_supported_extension,11152,2850,n|v,noun.artifact|verb.body|verb.emotion|verb.possession,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 11152；当代语料 2850；评分 7/9）,priority_candidate_needs_semantic_review
tiresome,5,secondary_relevance_review,13772,17944,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 13772；当代语料 17944；评分 5/9）,pending_theme_review
tomb,7,frequency_supported_extension,6130,6183,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6130；当代语料 6183；评分 7/9）,priority_candidate_needs_semantic_review
tongue,9,frequency_supported_extension,2831,2871,n|v,noun.artifact|noun.body|noun.communication|noun.food|noun.object|noun.shape|verb.contact|verb.creation,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2831；当代语料 2871；评分 9/9）,priority_candidate_needs_semantic_review
toothbrush,5,secondary_relevance_review,15334,13896,n,noun.artifact|noun.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 15334；当代语料 13896；评分 5/9）,pending_theme_review
toothpaste,5,secondary_relevance_review,15700,14165,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 15700；当代语料 14165；评分 5/9）,pending_theme_review
tortoise,5,secondary_relevance_review,12178,13299,n,noun.animal,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 12178；当代语料 13299；评分 5/9）,pending_theme_review
totally,9,frequency_supported_extension,1608,1911,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1608；当代语料 1911；评分 9/9）,priority_candidate_needs_semantic_review
tourism,9,frequency_supported_extension,4425,4721,n,noun.act,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4425；当代语料 4721；评分 9/9）,priority_candidate_needs_semantic_review
tractor,7,frequency_supported_extension,7015,6548,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7015；当代语料 6548；评分 7/9）,priority_candidate_needs_semantic_review
trainer,9,frequency_supported_extension,3854,4458,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3854；当代语料 4458；评分 9/9）,priority_candidate_needs_semantic_review
tram,6,secondary_relevance_review,6704,14885,n|v,noun.artifact|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 6704；当代语料 14885；评分 6/9）,pending_theme_review
translation,9,frequency_supported_extension,3982,4290,n,noun.act|noun.communication|noun.event|noun.process|noun.relation,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3982；当代语料 4290；评分 9/9）,priority_candidate_needs_semantic_review
translator,6,secondary_relevance_review,12093,6785,n,noun.communication|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 12093；当代语料 6785；评分 6/9）,pending_theme_review
transparent,7,frequency_supported_extension,6902,5884,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 6902；当代语料 5884；评分 7/9）,priority_candidate_needs_semantic_review
traveler,4,secondary_relevance_review,,3795,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 无有效排名；当代语料 3795；评分 4/9）,pending_theme_review
tremble,8,frequency_supported_extension,4432,5233,n|v,noun.act|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4432；当代语料 5233；评分 8/9）,priority_candidate_needs_semantic_review
triangle,7,frequency_supported_extension,5296,5605,n,noun.artifact|noun.shape,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5296；当代语料 5605；评分 7/9）,priority_candidate_needs_semantic_review
troop,9,frequency_supported_extension,1740,1137,n|v,noun.group|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 1740；当代语料 1137；评分 9/9）,priority_candidate_needs_semantic_review
troublesome,7,frequency_supported_extension,9603,9839,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 9603；当代语料 9839；评分 7/9）,priority_candidate_needs_semantic_review
truly,9,frequency_supported_extension,2576,1719,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2576；当代语料 1719；评分 9/9）,priority_candidate_needs_semantic_review
turning,7,frequency_supported_extension,6345,6215,n,noun.act|noun.artifact|noun.event|noun.object,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6345；当代语料 6215；评分 7/9）,priority_candidate_needs_semantic_review
