sequence,record_id,word,variants,dataset_layer,curriculum_level,parts_of_speech,definitions_zh,selected_source_sense_ids,oewn_match_status,definition_method,qa_status,qa_notes
2928,release-word-2928,when,,curriculum,compulsory_education,adverb; conjunction; pronoun,adverb：什么时候；当时 | conjunction：当……时；既然 | pronoun：什么时候,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语疑问词和连词用法原创整理。
2929,release-word-2929,whenever,,curriculum,compulsory_education,conjunction; adverb,conjunction：无论何时；每当 | adverb：究竟什么时候,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语功能词用法原创整理。
2930,release-word-2930,where,,curriculum,compulsory_education,adverb; conjunction; pronoun,adverb：在哪里；到哪里 | conjunction：在……的地方 | pronoun：哪里,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语疑问词用法原创整理。
2931,release-word-2931,whether,,curriculum,compulsory_education,conjunction,conjunction：是否；不管……还是,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语从属连词用法原创整理。
2932,release-word-2932,which,,curriculum,compulsory_education,pronoun; determiner,pronoun：哪一个；哪些 | determiner：哪个；哪些,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语疑问词和关系词用法原创整理。
2933,release-word-2933,while,,curriculum,compulsory_education,conjunction; noun; verb,conjunction：当……时；而；虽然 | noun：一会儿；一段时间 | verb：消磨时间,while%1:28:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,连词和动词义依据基础英语常用义补充。
2934,release-word-2934,whisper,,curriculum,high_school_selective_compulsory,verb; noun,verb：耳语；低声说 | noun：耳语；低语声；传闻,whisper%1:10:00:: | whisper%1:11:00:: | whisper%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2935,release-word-2935,white,,curriculum,compulsory_education,adjective; noun; verb,adjective：白色的；洁白的；空白的 | noun：白色；白色物 | verb：使变白,white%3:00:01:: | white%3:00:02:: | white%5:00:00:pure:01 | white%5:00:00:covered:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词和动词义依据基础英语常用义补充。
2936,release-word-2936,who,,curriculum,compulsory_education,pronoun,pronoun：谁；……的人,who%1:14:00::,casefold_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN候选语义较宽；中文按基础英语疑问及关系代词用法整理。
2937,release-word-2937,whole,,curriculum,compulsory_education,adjective; noun; adverb,adjective：全部的；完整的；健康的 | noun：整体；全部 | adverb：完全地,whole%3:00:00:: | whole%3:00:02:: | whole%5:00:00:uninjured:00 | whole%5:00:00:healthy:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词和副词义依据基础英语常用义补充。
2938,release-word-2938,whom,,curriculum,compulsory_education,pronoun,pronoun：谁；……的人,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语宾格疑问及关系代词用法原创整理。
2939,release-word-2939,whose,,curriculum,compulsory_education,determiner; pronoun,determiner：谁的；……的 | pronoun：谁的东西,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语物主疑问及关系词用法原创整理。
2940,release-word-2940,why,,curriculum,compulsory_education,adverb; noun,adverb：为什么；为何 | noun：原因；理由,why%1:16:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,副词义依据基础英语疑问词用法补充。
2941,release-word-2941,wide,,curriculum,compulsory_education,adjective; adverb,adjective：宽的；广泛的；充分张开的 | adverb：充分地；远离目标地,wide%3:00:00:: | wide%5:00:00:comprehensive:00 | wide%5:00:00:open:08 | wide%5:00:00:large:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,副词义依据基础英语常用义补充。
2942,release-word-2942,widespread,,curriculum,high_school_selective_compulsory,adjective,adjective：广泛的；普遍的；分布广的,widespread%5:00:00:general:00 | widespread%5:00:00:distributed:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2943,release-word-2943,wife,,curriculum,compulsory_education,noun,noun：妻子；太太,wife%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2944,release-word-2944,Wi-Fi,,curriculum,high_school_compulsory,noun,noun：无线网络；无线局域网,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无该技术缩写候选释义；依据通用技术术语原创整理。
2945,release-word-2945,wild,,curriculum,compulsory_education,adjective; noun; adverb,adjective：野生的；荒野的；狂热的；失控的 | noun：荒野 | adverb：失控地,wild%3:00:02:: | wild%3:00:01:: | wild%5:00:00:passionate:00 | wild%5:00:01:uncontrolled:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词和副词义依据基础英语常用义补充。
2946,release-word-2946,will,,curriculum,compulsory_education,modal_verb; noun; verb,modal_verb：将；会；愿意 | noun：意志；遗嘱 | verb：决意；遗赠,will%1:09:00:: | will%1:09:01:: | will%1:10:00:: | will%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,情态动词义依据基础英语语法补充。
2947,release-word-2947,win,,curriculum,compulsory_education,verb; noun,verb：获胜；赢得；争取到 | noun：胜利；赢得之物,win%1:11:00:: | win%1:21:00:: | win%2:33:00:: | win%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2948,release-word-2948,wind,,curriculum,compulsory_education,noun; verb,noun：风；气流；呼吸 | verb：缠绕；蜿蜒；给……上发条,wind%1:19:00:: | wind%1:19:01:: | wind%1:04:01:: | wind%1:10:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2949,release-word-2949,window,,curriculum,compulsory_education,noun,noun：窗；窗口；橱窗；时间窗口,window%1:06:00:: | window%1:06:01:: | window%1:06:02:: | window%1:17:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2950,release-word-2950,windy,,curriculum,compulsory_education,adjective,adjective：多风的；风大的；空想的；冗长的,windy%5:00:00:stormy:00 | windy%5:00:00:utopian:00 | windy%5:00:00:fast:01 | windy%5:00:00:prolix:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2951,release-word-2951,wine,,curriculum,high_school_compulsory,noun; verb,noun：葡萄酒；酒红色 | verb：饮酒；用酒款待,wine%1:13:00:: | wine%1:07:00:: | wine%2:34:00:: | wine%2:34:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2952,release-word-2952,wing,,curriculum,compulsory_education,noun; verb,noun：翅膀；机翼；侧翼；派别 | verb：飞行；快速送达,wing%1:05:00:: | wing%1:06:00:: | wing%1:06:03:: | wing%1:14:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2953,release-word-2953,winner,,curriculum,compulsory_education,noun,noun：获胜者；成功者；获奖作品,winner%1:18:00:: | winner%1:18:01:: | winner%1:18:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2954,release-word-2954,winter,,curriculum,compulsory_education,noun; verb,noun：冬天；冬季 | verb：过冬,winter%1:28:00:: | winter%2:42:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2955,release-word-2955,wire,,curriculum,high_school_selective_compulsory,noun; verb,noun：金属丝；电线；电报 | verb：给……接电线；发电报,wire%1:06:00:: | wire%1:06:01:: | wire%1:15:00:: | wire%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2956,release-word-2956,wisdom,,curriculum,high_school_selective_compulsory,noun,noun：智慧；明智；知识；至理名言,wisdom%1:09:02:: | wisdom%1:07:00:: | wisdom%1:09:01:: | wisdom%1:07:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2957,release-word-2957,wise,,curriculum,compulsory_education,adjective,adjective：明智的；有智慧的；知情的,wise%3:00:00:: | wise%5:00:00:prudent:00 | wise%5:00:00:informed:00 | wise%5:00:00:forward:02,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2958,release-word-2958,wish,,curriculum,compulsory_education,noun; verb,noun：愿望；祝愿；请求 | verb：希望；祝愿,wish%1:12:00:: | wish%1:10:00:: | wish%1:10:01:: | wish%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2959,release-word-2959,with,,curriculum,compulsory_education,preposition,preposition：和；与；带有；用；由于,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语功能词用法原创整理。
2960,release-word-2960,withdraw,,curriculum,high_school_selective_compulsory,verb,verb：撤回；退出；取款；戒除,withdraw%2:38:00:: | withdraw%2:41:01:: | withdraw%2:35:00:: | withdraw%2:40:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2961,release-word-2961,within,,curriculum,high_school_compulsory,preposition; adverb,preposition：在……之内；不超过 | adverb：在内部,within%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,介词义依据基础英语功能词用法补充。
2962,release-word-2962,without,,curriculum,compulsory_education,preposition; adverb,preposition：没有；不带；在……外面 | adverb：在外面；没有,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语功能词用法原创整理。
2963,release-word-2963,witness,,curriculum,high_school_selective_compulsory,noun; verb,noun：目击者；证人；证据 | verb：目击；见证,witness%1:18:00:: | witness%1:18:01:: | witness%1:10:00:: | witness%1:18:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2964,release-word-2964,woman,women,curriculum,compulsory_education,noun,noun：女人；女性；女职员,woman%1:18:00:: | woman%1:18:01:: | woman%1:14:00:: | woman%1:18:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2965,release-word-2965,wonder,,curriculum,compulsory_education,verb; noun,verb：想知道；感到惊奇 | noun：惊奇；奇迹；奇才,wonder%1:12:00:: | wonder%1:11:00:: | wonder%1:09:00:: | wonder%1:18:13::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2966,release-word-2966,wonderful,,curriculum,compulsory_education,adjective,adjective：精彩的；极好的；令人惊叹的,wonderful%5:00:00:extraordinary:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2967,release-word-2967,wood,,curriculum,compulsory_education,noun,noun：木材；树林；木制品,wood%1:27:00:: | wood%1:14:00:: | wood%1:06:01:: | wood%1:06:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2968,release-word-2968,wool,,curriculum,high_school_selective_compulsory,noun,noun：羊毛；毛线；毛织物,wool%1:06:00:: | wool%1:27:00:: | wool%1:05:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2969,release-word-2969,word,,curriculum,compulsory_education,noun; verb,noun：单词；话；消息；承诺 | verb：措辞,word%1:10:00:: | word%1:10:03:: | word%1:10:02:: | word%1:10:06::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2970,release-word-2970,work,,curriculum,compulsory_education,noun; verb,noun：工作；劳动；作品；功课 | verb：工作；运转；奏效,work%1:04:00:: | work%1:06:00:: | work%1:04:01:: | work%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2971,release-word-2971,worker,,curriculum,compulsory_education,noun,noun：工人；工作者；劳动者,worker%1:18:00:: | worker%1:18:01:: | worker%1:05:01:: | worker%1:18:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2972,release-word-2972,world,,curriculum,compulsory_education,noun; adjective,noun：世界；地球；领域；世人 | adjective：世界的,world%5:00:00:international:00 | world%1:17:01:: | world%1:14:01:: | world%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2973,release-word-2973,worry,,curriculum,compulsory_education,verb; noun,verb：担心；使烦恼 | noun：担忧；烦恼,worry%1:09:00:: | worry%1:12:00:: | worry%2:37:00:: | worry%2:37:12::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2974,release-word-2974,worse,,curriculum,compulsory_education,adjective; noun; adverb,adjective：更坏的；更严重的 | noun：更坏的事 | adverb：更坏地,worse%3:00:00:: | worse%3:00:02:: | worse%1:07:00:: | worse%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2975,release-word-2975,worst,,curriculum,compulsory_education,adjective; noun; adverb; verb,adjective：最坏的；最差的 | noun：最坏的情况 | adverb：最坏地 | verb：击败,worst%3:00:00:: | worst%1:11:00:: | worst%1:07:00:: | worst%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2976,release-word-2976,worth,,curriculum,compulsory_education,adjective; noun,adjective：值得的；价值……的 | noun：价值；意义,worth%5:00:00:worthy:00 | worth%5:00:00:valuable:00 | worth%1:23:00:: | worth%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2977,release-word-2977,worthwhile,,curriculum,high_school_selective_compulsory,adjective,adjective：值得做的；有价值的,worthwhile%5:00:00:worthy:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2978,release-word-2978,worthy,,curriculum,high_school_selective_compulsory,adjective; noun,adjective：值得的；配得上的 | noun：重要人物,worthy%3:00:00:: | worthy%5:00:00:eligible:00 | worthy%5:00:00:fit:02 | worthy%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2979,release-word-2979,would,,curriculum,compulsory_education,modal_verb,modal_verb：将会；愿意；过去常常；用于虚拟或礼貌表达,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语情态动词用法原创整理。
2980,release-word-2980,wound,,curriculum,compulsory_education,noun; verb; adjective,noun：伤口；创伤 | verb：使受伤 | adjective：缠绕的,wound%5:00:00:coiled:00 | wound%1:26:00:: | wound%1:11:00:: | wound%1:12:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2981,release-word-2981,wrap,,curriculum,high_school_selective_compulsory,verb; noun,verb：包；裹；缠绕 | noun：披肩；包装物；卷饼,wrap%1:06:00:: | wrap%1:13:00:: | wrap%1:06:01:: | wrap%2:35:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2982,release-word-2982,wrestle,,curriculum,high_school_selective_compulsory,verb; noun,verb：摔跤；奋力解决 | noun：摔跤；搏斗,wrestle%1:04:00:: | wrestle%2:33:01:: | wrestle%2:32:00:: | wrestle%2:38:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2983,release-word-2983,wrinkle,,curriculum,high_school_selective_compulsory,noun; verb,noun：皱纹；褶皱；小窍门 | verb：起皱；使皱起,wrinkle%1:25:00:: | wrinkle%1:09:01:: | wrinkle%1:09:00:: | wrinkle%2:35:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2984,release-word-2984,wrist,,curriculum,high_school_selective_compulsory,noun,noun：手腕；腕关节,wrist%1:08:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2985,release-word-2985,write,,curriculum,compulsory_education,verb,verb：写；写作；填写；写信,write%2:36:00:: | write%2:32:00:: | write%2:32:08:: | write%2:36:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2986,release-word-2986,writer,,curriculum,compulsory_education,noun,noun：作家；作者；撰稿人,writer%1:18:00:: | writer%1:18:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2987,release-word-2987,wrong,,curriculum,compulsory_education,adjective; adverb; noun; verb,adjective：错误的；不合适的；有故障的 | adverb：错误地 | noun：错误；不公 | verb：冤枉,wrong%3:00:02:: | wrong%3:00:01:: | wrong%5:00:00:inappropriate:00 | wrong%5:00:00:malfunctioning:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,其他词性义依据基础英语常用义补充。
2988,release-word-2988,X-ray,,curriculum,compulsory_education,noun; verb,noun：X射线；X光片 | verb：用X射线检查,x-ray%1:19:00:: | x-ray%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2989,release-word-2989,yard,,curriculum,compulsory_education,noun,noun：码；院子；场地；帆桁,yard%1:23:00:: | yard%1:06:02:: | yard%1:15:00:: | yard%1:23:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2990,release-word-2990,year,,curriculum,compulsory_education,noun,noun：年；年度；年龄；年级,year%1:28:01:: | year%1:28:02:: | year%1:28:00:: | year%1:14:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2991,release-word-2991,yellow,,curriculum,compulsory_education,adjective; noun; verb,adjective：黄色的；胆怯的；耸人听闻的 | noun：黄色 | verb：变黄,yellow%5:00:00:chromatic:00 | yellow%5:00:00:cowardly:00 | yellow%5:00:00:old:01 | yellow%5:00:00:sensational:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词和动词义依据基础英语常用义补充。
2992,release-word-2992,yes,,curriculum,compulsory_education,interjection; noun,interjection：是；好的 | noun：肯定回答,yes%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2993,release-word-2993,yesterday,,curriculum,compulsory_education,noun; adverb,noun：昨天；过去 | adverb：在昨天；最近,yesterday%1:28:01:: | yesterday%1:28:00:: | yesterday%4:02:00:: | yesterday%4:02:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2994,release-word-2994,yet,,curriculum,compulsory_education,adverb; conjunction,adverb：还；尚；已经；然而 | conjunction：然而；但是,yet%4:02:02:: | yet%4:02:04:: | yet%4:02:03:: | yet%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,连词义依据基础英语常用义补充。
2995,release-word-2995,yoghurt,,curriculum,high_school_compulsory,noun,noun：酸奶；酸乳酪,yoghurt%1:13:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,英式拼写。
2996,release-word-2996,you,,curriculum,compulsory_education,pronoun,pronoun：你；你们,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语人称代词用法原创整理。
2997,release-word-2997,young,,curriculum,compulsory_education,adjective; noun,adjective：年轻的；幼小的；早期的 | noun：年轻人；幼崽,young%3:00:00:: | young%5:00:00:early:02 | young%5:00:01:young:00 | young%5:00:00:new:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词义依据基础英语常用义补充。
2998,release-word-2998,your,,curriculum,compulsory_education,determiner,determiner：你的；你们的,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语物主限定词用法原创整理。
2999,release-word-2999,yours,,curriculum,compulsory_education,pronoun,pronoun：你的东西；你们的东西,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语物主代词用法原创整理。
3000,release-word-3000,yourself,,curriculum,compulsory_education,pronoun,pronoun：你自己；你亲自,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语反身代词用法原创整理。
3001,release-word-3001,youth,,curriculum,high_school_compulsory,noun,noun：青年；青春时期；年轻人群,youth%1:18:00:: | youth%1:28:00:: | youth%1:14:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3002,release-word-3002,zero,,curriculum,compulsory_education,noun; adjective,noun：零；零点 | adjective：零的；没有的,zero%5:00:00:cardinal:00 | zero%5:00:00:no:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3003,release-word-3003,zone,,curriculum,high_school_selective_compulsory,noun,noun：地区；区域；地带,zone%1:15:00:: | zone%1:15:02:: | zone%1:15:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3004,release-word-3004,zoo,,curriculum,compulsory_education,noun,noun：动物园,zoo%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3005,release-word-3005,abolish,,extension,,verb,verb：废除；取消,abolish%2:41:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3006,release-word-3006,abortion,,extension,,noun,noun：流产；人工流产,abortion%1:04:00:: | abortion%1:11:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3007,release-word-3007,abrupt,,extension,,adjective,adjective：突然的；唐突的；陡峭的,abrupt%5:00:00:sudden:00 | abrupt%5:00:00:discourteous:00 | abrupt%5:00:00:steep:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3008,release-word-3008,absolute,,extension,,adjective,adjective：绝对的；完全的；确凿无疑的,absolute%3:00:00:: | absolute%5:00:01:complete:00 | absolute%5:00:00:unequivocal:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3009,release-word-3009,absurd,,extension,,adjective; noun,adjective：荒谬的；不合逻辑的 | noun：荒诞；荒谬,absurd%5:00:00:illogical:00 | absurd%5:00:00:foolish:00 | absurd%1:26:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3010,release-word-3010,abundant,,extension,,adjective,adjective：大量的；丰富的；充足的,abundant%3:00:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3011,release-word-3011,academy,,extension,,noun,noun：学院；专门学校；研究院,academy%1:14:00:: | academy%1:14:02:: | academy%1:14:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3012,release-word-3012,accelerate,,extension,,verb,verb：加速；促进；使加快,accelerate%2:30:00:: | accelerate%2:30:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3013,release-word-3013,accessible,,extension,,adjective,adjective：可到达的；可使用的；易理解的；平易近人的,accessible%3:00:00:: | accessible%5:00:00:available:00 | accessible%5:00:00:comprehensible:00 | accessible%5:00:00:approachable:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3014,release-word-3014,accomplish,,extension,,verb,verb：完成；实现；达到,accomplish%2:36:00:: | accomplish%2:41:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3015,release-word-3015,accountant,,extension,,noun,noun：会计；会计师,accountant%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3016,release-word-3016,accumulate,,extension,,verb,verb：积累；积聚；逐渐增加,accumulate%2:40:00:: | accumulate%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3017,release-word-3017,accuracy,,extension,,noun,noun：准确性；精确度,accuracy%1:07:02:: | accuracy%1:07:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3018,release-word-3018,accustomed,,extension,,adjective,adjective：习惯的；通常的,accustomed%5:00:00:usual:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,习惯于某事的常用义据词形和开放语义证据独立概括
3019,release-word-3019,acquaintance,,extension,,noun,noun：认识的人；熟人；相识；了解,acquaintance%1:18:00:: | acquaintance%1:26:00:: | acquaintance%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3020,release-word-3020,acquisition,,extension,,noun,noun：获得；取得；购得物；学得,acquisition%1:04:00:: | acquisition%1:21:00:: | acquisition%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3021,release-word-3021,actual,,extension,,adjective,adjective：实际的；真实的；确实的,actual%3:00:00:: | actual%5:00:00:real:00 | actual%5:00:00:true:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3022,release-word-3022,acute,,extension,,adjective,adjective：严重的；急性的；敏锐的；尖锐的,acute%3:00:00:: | acute%3:00:02:: | acute%5:00:00:perceptive:00 | acute%5:00:00:sharp:04,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3023,release-word-3023,adequate,,extension,,adjective,adjective：足够的；适当的；合格的,adequate%3:00:00:: | adequate%5:00:00:sufficient:00 | adequate%5:00:00:satisfactory:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3024,release-word-3024,adjustment,,extension,,noun,noun：调整；调节；适应；校准,adjustment%1:04:00:: | adjustment%1:04:01:: | adjustment%1:22:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3025,release-word-3025,admirable,,extension,,adjective,adjective：令人钦佩的；值得赞赏的,admirable%5:00:01:reputable:00 | admirable%5:00:00:pleasing:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3026,release-word-3026,admission,,extension,,noun,noun：准许进入；入场；承认；入场费,admission%1:04:00:: | admission%1:10:00:: | admission%1:21:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3027,release-word-3027,adolescence,,extension,,noun,noun：青春期；青少年时期,adolescence%1:28:00:: | adolescence%1:26:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3028,release-word-3028,adolescent,,extension,,noun; adjective,noun：青少年 | adjective：青春期的；未成熟的,adolescent%3:01:00:: | adolescent%5:00:00:young:00 | adolescent%5:00:00:immature:02,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词义据开放语义证据独立概括
3029,release-word-3029,adore,,extension,,verb,verb：爱慕；非常喜欢；崇拜,adore%2:37:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3030,release-word-3030,affection,,extension,,noun,noun：喜爱；感情；爱慕,affection%1:12:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3031,release-word-3031,agent,,extension,,noun,noun：代理人；经纪人；作用因素；特工,agent%1:18:02:: | agent%1:18:01:: | agent%1:27:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3032,release-word-3032,aggression,,extension,,noun,noun：侵略；攻击行为；挑衅；攻击性,aggression%1:04:00:: | aggression%1:04:02:: | aggression%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3033,release-word-3033,aggressive,,extension,,adjective,adjective：好斗的；挑衅的；强势进取的；侵略性的,aggressive%3:00:00:: | aggressive%5:00:00:hostile:01 | aggressive%5:00:00:invasive:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3034,release-word-3034,agricultural,,extension,,adjective,adjective：农业的；农用的；农村的,agricultural%3:01:00:: | agricultural%5:00:00:rural:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3035,release-word-3035,aircraft,,extension,,noun,noun：飞行器；飞机,aircraft%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3036,release-word-3036,album,,extension,,noun,noun：相册；唱片集；专辑,album%1:06:00:: | album%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3037,release-word-3037,alcoholic,,extension,,adjective; noun,adjective：含酒精的；酗酒的 | noun：酗酒者；酒精成瘾者,alcoholic%3:00:00:: | alcoholic%5:00:00:addicted:00 | alcoholic%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3038,release-word-3038,alike,,extension,,adjective; adverb,adjective：相像的；相同的 | adverb：相似地；同样地,alike%3:00:00:: | alike%4:02:00:: | alike%4:02:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
3039,release-word-3039,alley,,extension,,noun,noun：小巷；胡同；球道,alley%1:06:00:: | alley%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
