record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed,meaning_zh,usage_note_zh,example_en,example_zh,content_method,content_qa_status,view_sequence
PH-C6-0124,trim down,trim down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,trim_down%2:30:00::,False,0,independently selected for learning value and first-introduction level,english_scope_frozen,False,精简；削减,表示减少规模、数量或不必要的部分，使事物更简洁。,The editor helped trim down the report to twenty pages.,编辑帮助把报告精简到二十页。,original_project_authored,draft_auto_validated,874
PH-C6-0125,tuck away,tuck away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tuck_away%2:34:00::,False,0,independently selected for learning value and first-introduction level,english_scope_frozen,False,藏好；尽情吃下,可表示把物品放在安全隐蔽处，也可非正式地表示吃下大量食物。,Tuck away the original document in a secure drawer.,把原始文件妥善藏在一个安全的抽屉里。,original_project_authored,draft_auto_validated,875
PH-C6-0126,tuck in,tuck in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tuck_in%2:34:00::,False,0,independently selected for learning value and first-introduction level,english_scope_frozen,False,塞入；盖好；尽情吃,可表示把衣物边缘塞进去、把人盖好，或非正式地表示开始大吃。,Please tuck in the loose edge of the blanket.,请把毯子松开的边缘塞好。,original_project_authored,draft_auto_validated,876
PH-C6-0127,zoom in,zoom in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,zoom_in%2:39:00::,False,0,independently selected for learning value and first-introduction level,english_scope_frozen,False,放大；拉近观察,常与 on 连用，表示相机或界面放大某一区域以查看细节。,Zoom in on the upper corner to examine the tiny mark.,放大上方角落，检查那个细小标记。,original_project_authored,draft_auto_validated,877
PH-C6-0128,back out,back out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,back_out%2:32:00::|back_out%2:38:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,退出；食言,常与 of 连用，表示在承诺参与后改变主意并退出。,One investor threatened to back out of the agreement.,一名投资者威胁要退出协议。,original_project_authored,draft_auto_validated,878
PH-C6-0129,bring out,bring out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bring_out%2:30:00::|bring_out%2:32:00::|bring_out%2:32:01::|bring_out%2:32:06::|bring_out%2:35:00::|bring_out%2:35:01::|bring_out%2:37:00::|bring_out%2:39:00::|bring_out%2:39:01::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,使显现；推出；出版,可表示突出特点、推出产品，也可指出版书籍。,Good lighting can bring out the detail in the painting.,良好的照明能够突出画作中的细节。,original_project_authored,draft_auto_validated,879
PH-C6-0130,build up,build up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,build_up%2:30:00::|build_up%2:30:02::|build_up%2:30:03::|build_up%2:30:06::|build_up%2:33:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,逐渐增强；积累；建立,表示数量、力量或压力经过一段时间逐步增加。,Regular training will build up strength and endurance.,经常训练会逐渐增强力量和耐力。,original_project_authored,draft_auto_validated,880
PH-C6-0131,buy into,buy into,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,buy_into%2:40:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,相信并接受；购买股份,可表示接受某种观点或方案，也可指投资并获得部分所有权。,Employees are more likely to buy into a plan they helped design.,员工更可能接受自己参与设计的计划。,original_project_authored,draft_auto_validated,881
PH-C6-0132,call in,call in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,call-in%1:10:00::|call_in%2:32:00::|call_in%2:32:02::|call_in%2:35:00::|call_in%2:40:00::|call_in%2:40:02::|call_in%2:41:00::|call_in%2:41:02::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,召来；请来；打电话报告,可表示请专家协助、要求归还物品，或打电话告知情况。,The hospital decided to call in an additional specialist.,医院决定请来一名额外的专家。,original_project_authored,draft_auto_validated,882
PH-C6-0133,cash in,cash in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cash_in%2:40:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,兑现；从中获利,可表示把票券或投资换成现金，常与 on 连用表示利用机会获利。,Some companies tried to cash in on the sudden demand.,一些公司试图利用突然增长的需求获利。,original_project_authored,draft_auto_validated,883
PH-C6-0134,catch up,catch up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,catch_up%2:31:00::|catch_up%2:38:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,赶上；补上进度,可表示达到他人的位置或水平，也可与 with 连用表示了解近况。,Students can use the weekend to catch up on missed work.,学生可以利用周末补上落下的功课。,original_project_authored,draft_auto_validated,884
PH-C6-0135,chicken out,chicken out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,chicken_out%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,因害怕而退出,非正式用语，表示临到行动时因为胆怯而放弃。,He did not want to chicken out after months of preparation.,准备了几个月后，他不想因为害怕而退出。,original_project_authored,draft_auto_validated,885
PH-C6-0136,clear away,clear away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,clear_away%2:30:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,清除；收走,表示把障碍、废物或用完的物品从某处移走。,Workers must clear away the fallen rocks before traffic can resume.,恢复交通前，工人必须清除落石。,original_project_authored,draft_auto_validated,886
PH-C6-0137,clear out,clear out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,clear_out%2:30:00::|clear_out%2:30:03::|clear_out%2:38:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,清空；迅速离开,可表示把场所内的物品全部移走，也可非正式地命令人离开。,We need to clear out the storage room before repairs begin.,维修开始前，我们需要清空储藏室。,original_project_authored,draft_auto_validated,887
PH-C6-0138,clear up,clear up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,clear_up%2:30:00::|clear_up%2:30:02::|clear_up%2:31:00::|clear_up%2:32:00::|clear_up%2:43:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,澄清；解决；转晴,可表示消除误会或问题，也可指天气变晴或疾病好转。,A written statement may clear up the confusion.,一份书面声明可能会澄清这场混乱。,original_project_authored,draft_auto_validated,888
PH-C6-0139,climb down,climb down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,climb-down%1:10:00::|climb_down%2:38:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,爬下；让步,可按字面表示向下攀爬，也可比喻放弃原先强硬立场。,The minister refused to climb down despite growing opposition.,尽管反对声日益增加，这位部长拒绝让步。,original_project_authored,draft_auto_validated,889
PH-C6-0140,spinal cord,spinal cord,[],cet6,"[""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,spinal_cord%1:08:00::,True,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,脊髓,指位于脊柱内、连接脑与身体许多神经的中枢神经组织。,The spinal cord carries signals between the brain and much of the body.,脊髓在大脑与身体大部分区域之间传递信号。,original_project_authored,draft_auto_validated,890
PH-C6-0141,come upon,come upon,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_upon%2:40:01::|come_upon%2:40:09::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,偶然遇见；偶然发现,较书面地表示没有预料地遇到某人或发现某物。,Hikers may come upon an abandoned shelter near the top of the hill.,徒步者可能会在山顶附近偶然发现一座废弃的避难所。,original_project_authored,draft_auto_validated,891
PH-C6-0142,cut up,cut up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cut-up%1:18:00::|cut_up%2:30:00::|cut_up%2:30:01::|cut_up%2:30:02::|cut_up%2:35:00::|cut_up%5:00:00:cut:01,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,切碎；使伤心；胡闹,可表示把物品切成小块，也可非正式地表示使人难过或行为嬉闹。,Cut up the fruit and divide it among the children.,把水果切开，分给孩子们。,original_project_authored,draft_auto_validated,892
PH-C6-0143,dig in,dig in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,dig_in%2:34:00::|dig_in%2:35:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,开始吃；坚守；埋入,非正式用语可表示开始用餐，也可指建立防御或把某物埋入。,"The food is ready, so everyone can dig in.",饭菜准备好了，大家可以开吃了。,original_project_authored,draft_auto_validated,893
PH-C6-0144,do away with,do away with,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,do_away_with%2:30:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,废除；去掉,表示彻底取消制度、规则或不再使用某物。,The reform aims to do away with unnecessary paperwork.,这项改革旨在取消不必要的文书工作。,original_project_authored,draft_auto_validated,894
PH-C6-0145,follow through,follow through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,follow-through%1:04:00::|follow-through%1:04:01::|follow_through%2:30:00::|follow_through%2:35:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,贯彻到底；完成后续行动,表示把已经开始或承诺的事情继续完成，常与 on 或 with 连用。,A good plan fails unless people follow through on their promises.,如果人们不履行承诺，再好的计划也会失败。,original_project_authored,draft_auto_validated,895
PH-C6-0146,get at,get at,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_at%2:37:00::|get_at%2:38:00::|get_at%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,够到；暗示；查明,可表示触及某物、间接表达意思，或努力发现事实。,The review tries to get at the underlying cause of the problem.,这项审查试图查明问题的根本原因。,original_project_authored,draft_auto_validated,896
PH-C6-0147,give off,give off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,give_off%2:42:00::|give_off%2:43:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,发出；释放,后接气味、热量、光或气体等从某物散发出的事物。,Some plants give off a strong scent at night.,有些植物在夜间会散发浓烈香气。,original_project_authored,draft_auto_validated,897
PH-C6-0148,go along,go along,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_along%2:38:02::|go_along%2:41:00::|go_along%2:42:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,继续；同行；同意,可表示向前进行、陪同，也常与 with 连用表示接受建议或决定。,I am willing to go along with the proposal if costs remain limited.,如果成本保持在有限范围内，我愿意同意这项提议。,original_project_authored,draft_auto_validated,898
PH-C6-0149,go around,go around,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go-around%1:04:00::|go_around%2:32:00::|go_around%2:32:01::|go_around%2:38:00::|go_around%2:38:01::|go_around%2:42:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,四处走动；传播；足够分配,可表示移动、消息或疾病传播，也可指数量足够所有人使用。,There may not be enough food to go around.,食物可能不够所有人分。,original_project_authored,draft_auto_validated,899
PH-C6-0150,go under,go under,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_under%2:32:00::|go_under%2:38:00::|go_under%2:38:08::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,沉没；倒闭；接受麻醉,可表示进入水下，也常比喻企业因财务困难而倒闭。,"Without emergency support, several local firms could go under.",如果没有紧急支持，几家当地企业可能会倒闭。,original_project_authored,draft_auto_validated,900
PH-C6-0151,hang in,hang in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hang_in%2:30:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,坚持住；不要放弃,非正式表达，常用于鼓励处于困难中的人继续努力。,Hang in; the most difficult part is nearly over.,坚持住，最困难的部分快要过去了。,original_project_authored,draft_auto_validated,901
PH-C6-0152,keep down,keep down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_down%2:29:00::|keep_down%2:30:00::|keep_down%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,控制；压低；不吐出,可表示限制价格或噪声，也可指勉强不把食物吐出来。,Better insulation helps keep down heating costs.,更好的保温措施有助于降低供暖费用。,original_project_authored,draft_auto_validated,902
PH-C6-0153,keep out,keep out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_out%2:30:00::|keep_out%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,阻止进入；留在外面,可接宾语表示阻挡，也可用作警告标语要求不要进入。,These thick curtains help keep out the afternoon heat.,这些厚窗帘有助于阻挡午后的热气。,original_project_authored,draft_auto_validated,903
PH-C6-0154,let off,let off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,let_off%2:32:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,免除惩罚；释放；引爆,可表示不处罚某人、让人下车，或使烟花等爆响。,The judge refused to let off the company with only a warning.,法官拒绝只给这家公司警告而免除处罚。,original_project_authored,draft_auto_validated,904
PH-C6-0155,light up,light up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,light_up%2:30:00::|light_up%2:34:00::|light_up%2:43:00::|light_up%2:43:01::|light_up%2:43:02::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,照亮；点燃；面露喜色,可表示产生光、点燃烟火，也可形容人的表情突然明亮起来。,Thousands of lamps will light up the riverfront tonight.,今晚数千盏灯将照亮河畔。,original_project_authored,draft_auto_validated,905
PH-C6-0156,lock out,lock out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,lock_out%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,把某人锁在外面；阻止登录,表示因门锁或系统权限使人无法进入，也可指雇主禁止员工工作。,Too many failed attempts may lock out a user temporarily.,失败尝试次数过多可能会暂时阻止用户登录。,original_project_authored,draft_auto_validated,906
PH-C6-0157,mix up,mix up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,mix-up%1:04:00::|mix_up%2:31:00::|mix_up%2:36:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,混淆；弄乱；搅拌,可表示错误地把人或事物当成另一个，也可指把材料混合。,Similar labels can cause staff to mix up the two samples.,相似的标签可能导致员工混淆两份样本。,original_project_authored,draft_auto_validated,907
PH-C6-0158,pass by,pass by,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pass_by%2:38:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,经过；错过,可表示从某人或某地旁边经过，也可指机会或时间过去。,Do not let this rare opportunity pass by unnoticed.,不要让这个难得的机会在不知不觉中溜走。,original_project_authored,draft_auto_validated,908
PH-C6-0159,play out,play out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,play_out%2:30:00::|play_out%2:33:00::|play_out%2:36:00::|play_out%2:40:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,逐步发生；耗尽；演完,可表示事件发展到结局、资源用尽，或场景被完整表演。,We must wait and see how the negotiations play out.,我们必须等待，看看谈判最终如何发展。,original_project_authored,draft_auto_validated,909
PH-C6-0160,pull through,pull through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pull-through%1:06:00::|pull_through%2:41:00::|pull_through%2:42:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,渡过难关；康复,可表示从重病或危机中幸存，也可接宾语表示帮助某人渡过。,"With prompt treatment, most patients pull through.",得到及时治疗后，大多数患者能够康复。,original_project_authored,draft_auto_validated,910
PH-C6-0161,push through,push through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,push_through%2:30:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,促成通过；奋力完成,可表示克服阻力使提案获批，也可指坚持完成困难任务。,The committee hopes to push through the reform before summer.,委员会希望在夏季前推动改革通过。,original_project_authored,draft_auto_validated,911
PH-C6-0162,put forward,put forward,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,put_forward%2:32:00::|put_forward%2:32:01::|put_forward%2:36:00::|put_forward%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,提出；推荐,后接建议、观点或人选，表示正式交由他人考虑。,Researchers put forward a new explanation for the pattern.,研究人员为这一规律提出了新的解释。,original_project_authored,draft_auto_validated,912
PH-C6-0163,put through,put through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,put_through%2:30:00::|put_through%2:35:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,接通电话；使经历；完成手续,可表示连接来电、使人经历困难过程，或正式处理申请。,Could you put through my call to the finance department?,你能把我的电话接到财务部门吗？,original_project_authored,draft_auto_validated,913
PH-C6-0164,run over,run over,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,run_over%2:29:00::|run_over%2:38:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,碾过；超时；快速复习,可表示车辆撞过某物、活动超过预定时间，或简要检查内容。,Let us run over the main points once more before the interview.,面试前我们再快速过一遍要点。,original_project_authored,draft_auto_validated,914
PH-C6-0165,set about,set about,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,set_about%2:30:00::|set_about%2:36:00::|set_about%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,着手；开始处理,后接名词或动名词，表示有计划地开始一项任务。,The team set about designing a safer replacement.,团队着手设计一种更安全的替代品。,original_project_authored,draft_auto_validated,915
PH-C6-0166,set off,set off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,set_off%2:30:00::|set_off%2:30:01::|set_off%2:30:02::|set_off%2:32:00::|set_off%2:36:00::|set_off%2:38:00::|set_off%2:42:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,出发；引发；使爆炸,可不接宾语表示启程，也可接警报、反应或爆炸装置。,A minor electrical fault could set off the alarm.,一个小电气故障就可能触发警报。,original_project_authored,draft_auto_validated,916
PH-C6-0167,shake off,shake off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,shake_off%2:35:00::|shake_off%2:38:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,摆脱；甩掉,可表示除去疾病、情绪或追踪者，也可按字面把某物抖落。,It took the industry years to shake off the effects of the crisis.,这个行业花了多年才摆脱危机的影响。,original_project_authored,draft_auto_validated,917
PH-C6-0168,shake up,shake up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,shake-up%1:04:00::|shake_up%2:35:00::|shake_up%2:35:01::|shake_up%2:37:00::|shake_up%2:38:00::|shake_up%2:38:07::|shake_up%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,彻底调整；使震惊,可表示大幅改变组织或制度，也可指使人情绪受到强烈冲击。,The new director promised to shake up the outdated system.,新任负责人承诺彻底改革陈旧的制度。,original_project_authored,draft_auto_validated,918
PH-C6-0169,show off,show off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,show-off%1:18:00::|show_off%2:39:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,炫耀；展示优势,可不接宾语表示卖弄，也可接物品或能力表示刻意展示。,The exhibition allows young engineers to show off their inventions.,这场展览让年轻工程师有机会展示自己的发明。,original_project_authored,draft_auto_validated,919
PH-C6-0170,sign on,sign on,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,sign_on%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,签约受雇；加入；开始使用服务,可表示签署工作合同、参加组织，或登录系统和登记服务。,Several experienced nurses agreed to sign on for the new program.,几名经验丰富的护士同意加入新项目。,original_project_authored,draft_auto_validated,920
PH-C6-0171,speak for,speak for,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,speak_for%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,代表发言；证明；预订,可表示代表某人表达意见，也可说明事实本身具有证明力。,The survey cannot speak for every member of the community.,这项调查无法代表社区中的每一个人。,original_project_authored,draft_auto_validated,921
PH-C6-0172,speak out,speak out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,speak_out%2:32:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,公开表达；大胆发言,常与 against 连用，表示公开反对不公或危险做法。,Employees should feel safe to speak out about serious misconduct.,员工应该能够安全地公开举报严重不当行为。,original_project_authored,draft_auto_validated,922
PH-C6-0173,step down,step down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,step-down%1:04:00::|step_down%2:30:04::|step_down%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,辞职；下台,表示离开重要职位或权力位置，通常是主动或在压力下发生。,The chairperson announced that she would step down in June.,主席宣布她将在六月辞职。,original_project_authored,draft_auto_validated,923
PH-C6-0174,stick together,stick together,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,stick_together%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,团结一致；待在一起,可表示人在空间上不分开，也可比喻困难中相互支持。,The group agreed to stick together until help arrived.,这群人同意待在一起，直到救援到来。,original_project_authored,draft_auto_validated,924
PH-C6-0175,take back,take back,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_back%2:31:00::|take_back%2:32:00::|take_back%2:38:00::|take_back%2:38:03::|take_back%2:40:00::|take_back%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,收回；退回；使回忆起,可表示撤回言论、把商品退回，也可指唤起过去的记忆。,The newspaper had to take back its unsupported accusation.,这家报纸不得不撤回没有证据支持的指控。,original_project_authored,draft_auto_validated,925
PH-C6-0176,take out,take out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_out%2:30:00::|take_out%2:31:00::|take_out%2:31:01::|take_out%2:34:00::|take_out%2:35:00::|take_out%2:35:01::|take_out%2:35:09::|take_out%2:38:00::|take_out%2:38:10::|take_out%2:40:00::|take_out%2:40:01::|take_out%2:40:02::|take_out%2:41:00::|take_out%2:41:01::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,取出；带某人外出；除掉,含义随宾语变化，也可表示购买保险或贷款等正式安排。,The surgeon will take out the damaged tissue carefully.,外科医生会小心取出受损组织。,original_project_authored,draft_auto_validated,926
PH-C6-0177,throw out,throw out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,throw_out%2:32:00::|throw_out%2:32:01::|throw_out%2:40:00::|throw_out%2:41:00::|throw_out%2:41:01::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,扔掉；驱逐；否决,可表示丢弃物品、命令某人离开，或拒绝接受提议和案件。,The court may throw out evidence obtained illegally.,法院可能会排除非法取得的证据。,original_project_authored,draft_auto_validated,927
PH-C6-0178,touch off,touch off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,touch_off%2:36:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,触发；引起,表示一个事件引发强烈反应、争论、冲突或爆炸。,The sudden announcement could touch off a wave of protests.,这项突然发布的公告可能会引发一波抗议。,original_project_authored,draft_auto_validated,928
PH-C6-0179,turn in,turn in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,turn_in%2:29:00::|turn_in%2:36:00::|turn_in%2:38:00::|turn_in%2:40:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,提交；交出；上床睡觉,可表示上交作业或证据、把嫌疑人交给警方，也可非正式地表示睡觉。,Witnesses were asked to turn in any relevant photographs.,目击者被要求提交所有相关照片。,original_project_authored,draft_auto_validated,929
PH-C6-0180,turn up,turn up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,turn_up%2:30:00::|turn_up%2:35:00::|turn_up%2:35:03::|turn_up%2:40:00::|turn_up%2:42:03::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,出现；调高；被找到,可表示意外到场、提高音量或温度，也可指丢失物品重新被发现。,New evidence may turn up during a wider search.,扩大搜索范围后可能会发现新证据。,original_project_authored,draft_auto_validated,930
PH-C6-0181,wear down,wear down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,wear_down%2:29:00::|wear_down%2:30:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,逐渐磨损；使疲惫或屈服,可表示摩擦使物品变薄，也可比喻长期压力削弱人的抵抗。,Repeated delays can wear down even the most patient travelers.,反复延误会让最有耐心的旅客也感到疲惫。,original_project_authored,draft_auto_validated,931
PH-C6-0182,write in,write in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,write-in%1:04:00::|write-in%1:18:00::|write_in%2:32:00::|write_in%2:41:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,写信提出；投票填写非候选人姓名,可表示向机构写信，也可指在选票上写入未列名候选人的姓名。,Residents can write in to request a copy of the report.,居民可以写信索取这份报告的副本。,original_project_authored,draft_auto_validated,932
PH-C6-0183,act upon,act upon,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,act_upon%2:41:00::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,根据某事采取行动；作用于,与 act on 含义相近，后接信息、建议或受到作用的对象。,Authorities must act upon credible reports of danger.,有关部门必须根据可信的危险报告采取行动。,original_project_authored,draft_auto_validated,933
PH-C6-0184,allow for,allow for,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,allow_for%2:42:00::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,考虑到；为某事预留,表示在计划或计算中把某种情况纳入考虑。,The schedule should allow for unexpected travel delays.,日程安排应该考虑到意外的路途延误。,original_project_authored,draft_auto_validated,934
PH-C6-0185,back off,back off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,back_off%2:38:00::|back_off%2:41:00::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,后退；停止施压,可表示身体向后移动，也可指不再威胁、批评或干涉。,Both sides need to back off before the dispute becomes violent.,双方都需要停止施压，以免争端演变为暴力冲突。,original_project_authored,draft_auto_validated,935
PH-C6-0186,band together,band together,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,band_together%2:41:00::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,联合起来,表示个人或团体为了共同目标而组成联盟、共同采取行动。,Several villages chose to band together to protect the forest.,几个村庄选择联合起来保护森林。,original_project_authored,draft_auto_validated,936
PH-C6-0187,beat back,beat back,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,beat_back%2:35:00::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,击退；遏制,表示通过努力迫使攻击者后退，也可比喻控制威胁或问题。,Firefighters worked all night to beat back the flames.,消防员彻夜工作以遏制火势。,original_project_authored,draft_auto_validated,937
