record_id,word,dataset_layer,match_status,matched_lemmas,parts_of_speech,sense_count,lexicographer_classes,english_definitions,semantic_status
release-word-3378,inform,extension,exact_headword,inform,verb,3,verb.change|verb.communication,"impart knowledge of some fact, state of affairs, or event to || give character or essence to || act as an informer",oewn_semantic_base_ready
release-word-3379,injure,extension,exact_headword,injure,verb,3,verb.body|verb.change|verb.emotion,cause injuries or bodily harm to || hurt the feelings of || cause damage or affect negatively,oewn_semantic_base_ready
release-word-3380,ink,extension,exact_headword,ink,noun|verb,5,noun.body|noun.substance|verb.change|verb.communication,"a liquid used for printing or writing or drawing || dark protective fluid ejected into the water by cuttlefish and other cephalopods || append one's signature to || mark, coat, cover, or stain with ink || fill with ink",oewn_semantic_base_ready
release-word-3381,inland,extension,exact_headword,inland,adjective|adverb,2,adj.all|adv.all,situated away from an area's coast or border || towards or into the interior of a region,oewn_semantic_base_ready
release-word-3382,inn,extension,exact_headword,inn,noun,1,noun.artifact,a hotel providing overnight lodging for travelers,oewn_semantic_base_ready
release-word-3383,insert,extension,exact_headword,insert,noun|verb,8,noun.act|noun.artifact|noun.communication|verb.change|verb.communication|verb.contact,"a folded section placed between the leaves of another publication || an artifact that is inserted or is to be inserted || (broadcasting) a local announcement inserted into a network program || (film) a still picture that is introduced and that interrupts the action of a film || put or introduce into something || place, fit, or thrust (something) into another thing || fit snugly into || insert casually",oewn_semantic_base_ready
release-word-3384,inspect,extension,exact_headword,inspect,verb,3,verb.cognition|verb.motion|verb.perception,look over carefully || come to see in an official or professional capacity || examine carefully for accuracy with the intent of verification,oewn_semantic_base_ready
release-word-3385,instruct,extension,exact_headword,instruct,verb,3,verb.communication,impart skills or knowledge to || give instructions or directions for some task || make aware of,oewn_semantic_base_ready
release-word-3386,insure,extension,exact_headword,insure,verb,4,verb.cognition|verb.communication|verb.possession,be careful or certain to do something; make certain of something || make certain of || protect by insurance || take out insurance for,oewn_semantic_base_ready
release-word-3387,intelligence,extension,exact_headword,intelligence,noun,5,noun.act|noun.cognition|noun.communication|noun.group,the ability to comprehend; to understand and profit from experience || a unit responsible for gathering and interpreting information about an enemy || secret information about an enemy (or potential enemy) || information about recent and important events || the operation of gathering information about an enemy,oewn_semantic_base_ready
release-word-3388,interpreter,extension,exact_headword,interpreter,noun,4,noun.communication|noun.person,someone who mediates between speakers of different languages || someone who uses art to represent something || an advocate who represents someone else's policy or purpose || (computer science) a program that translates and executes source language statements one line at a time,oewn_semantic_base_ready
release-word-3389,interval,extension,exact_headword,interval,noun,4,noun.attribute|noun.cognition|noun.communication|noun.time,a definite length of time marked off by two instants || a set containing all points (or all real numbers) between two given endpoints || the distance between things || the difference in pitch between two notes,oewn_semantic_base_ready
release-word-3390,inventor,extension,exact_headword,inventor,noun,1,noun.person,someone who is the first to think of or make something,oewn_semantic_base_ready
release-word-3391,invitation,extension,exact_headword,invitation,noun,2,noun.attribute|noun.communication,a request (spoken or written) to participate or be present or take part in something || a tempting allurement,oewn_semantic_base_ready
release-word-3392,jar,extension,exact_headword,jar,noun|verb,8,noun.artifact|noun.event|noun.quantity|verb.contact|verb.emotion|verb.motion|verb.stative,"a cylindrical vessel, typically used for storing food || the quantity contained in a jar || a sudden jarring impact || be incompatible; be or come into conflict || move or cause to move with a sudden jerky motion || shock physically || affect in a disagreeable way || place in a cylindrical vessel",oewn_semantic_base_ready
release-word-3393,jeep,extension,exact_headword,jeep,noun,1,noun.artifact,a car suitable for traveling over rough terrain,oewn_semantic_base_ready
release-word-3394,jet,extension,exact_headword,jet,adjective|noun|verb,9,adj.all|noun.artifact|noun.event|noun.phenomenon|noun.substance|verb.contact|verb.motion,of the blackest black; similar to the color of jet or coal || an airplane powered by one or more jet engines || the occurrence of a sudden discharge (as of liquid) || a hard black form of lignite that takes a brilliant polish and is used in jewelry or ornamentation || atmospheric discharges (lasting 10 msec) bursting from the tops of giant storm clouds in blue cones that widen as they flash upward || street names for ketamine || an artificially produced flow of water || issue in a jet; come out in a jet; stream or spring forth || fly a jet plane,oewn_semantic_base_ready
release-word-3395,jewel,extension,exact_headword,jewel,noun|verb,3,noun.artifact|noun.person|verb.creation,a precious or semiprecious stone incorporated into a piece of jewelry || a person who is as brilliant and precious as a piece of jewelry || adorn or decorate with precious stones,oewn_semantic_base_ready
release-word-3396,judgement,extension,exact_headword,judgement,noun,7,noun.act|noun.attribute|noun.cognition|noun.communication,the legal document stating the reasons for a judicial decision || an opinion formed by judging something || the cognitive process of reaching a decision or drawing conclusions || the mental ability to understand and discriminate between relations || the capacity to assess situations or circumstances shrewdly and to draw sound conclusions || (law) the determination by a court of competent jurisdiction on matters submitted to it || the act of judging or assessing a person or situation or event,oewn_semantic_base_ready
release-word-3397,junk,extension,exact_headword,junk,noun|verb,3,noun.artifact|noun.substance|verb.possession,the remains of something that has been destroyed or broken up || any of various Chinese boats with a high poop and lugsails || dispose of (something useless or old),oewn_semantic_base_ready
release-word-3398,keeper,extension,exact_headword,keeper,noun,2,noun.person,someone in charge of other people || one having charge of buildings or grounds or animals,oewn_semantic_base_ready
release-word-3399,kindness,extension,exact_headword,kindness,noun,3,noun.act|noun.attribute,the quality of being warmhearted and considerate and humane and sympathetic || tendency to be kind and forgiving || a kind act,oewn_semantic_base_ready
release-word-3400,ladder,extension,exact_headword,ladder,noun|verb,4,noun.artifact|noun.event|noun.state|verb.change,steps consisting of two parallel members connected by rungs; for climbing up or down || ascending stages by which somebody or something can progress || a row of unravelled stitches || come unraveled or undone as if by snagging,oewn_semantic_base_ready
release-word-3401,lame,extension,exact_headword,lame,adjective|noun|verb,5,adj.all|noun.artifact|noun.person|verb.body,"pathetically lacking in force or effectiveness || disabled in the feet or legs || someone who doesn't understand what is going on || a fabric interwoven with threads of metal || deprive of the use of a limb, especially a leg",oewn_semantic_base_ready
release-word-3402,laser,extension,exact_headword,laser,noun,1,noun.artifact,an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light,oewn_semantic_base_ready
release-word-3403,lately,extension,exact_headword,lately,adverb,1,adv.all,in the recent past,oewn_semantic_base_ready
release-word-3404,latter,extension,exact_headword,latter,adjective|noun,2,adj.all|noun.relation,referring to the second of two things or persons mentioned (or the last one or ones of several) || the second of two or the second mentioned of two,oewn_semantic_base_ready
release-word-3405,laughter,extension,exact_headword,laughter,noun,2,noun.act|noun.communication,the sound of laughing || the activity of laughing; the manifestation of joy or mirth or scorn,oewn_semantic_base_ready
release-word-3406,laundry,extension,exact_headword,laundry,noun,2,noun.artifact,garments or white goods that can be cleaned by laundering || workplace where clothes are washed and ironed,oewn_semantic_base_ready
release-word-3407,leading,extension,exact_headword,leading,adjective|noun,6,adj.all|noun.act|noun.artifact,indicating the most important performer or role || greatest in importance or degree or significance or achievement || going or proceeding or going in advance; showing the way || having the leading position or higher score in a contest || thin strip of metal used to separate lines of type in printing || the activity of leading,oewn_semantic_base_ready
release-word-3408,learned,extension,exact_headword,learned,adjective,3,adj.all,having or showing profound knowledge || highly educated; having extensive information or understanding || established by conditioning or learning,oewn_semantic_base_ready
release-word-3409,liberate,extension,exact_headword,liberate,verb,4,verb.creation|verb.social,give equal rights to; of women and minorities || grant freedom to; free from confinement || grant freedom to || release (gas or energy) as a result of a chemical reaction or physical decomposition,oewn_semantic_base_ready
release-word-3410,lid,extension,exact_headword,lid,noun,3,noun.artifact|noun.body,"either of two folds of skin that can be moved to cover or open the eye || a movable top or cover (hinged or separate) for closing the opening at the top of a box, chest, jar, pan, etc. || headdress that protects the head from bad weather; has shaped crown and usually a brim",oewn_semantic_base_ready
release-word-3411,lifetime,extension,exact_headword,lifetime,noun,1,noun.time,the period during which something is functional (as between birth and death),oewn_semantic_base_ready
release-word-3412,lightning,extension,exact_headword,lightning,noun,2,noun.event|noun.phenomenon,abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light || the flash of light that accompanies an electric discharge in the atmosphere (or something resembling such a flash); can scintillate for a second or more,oewn_semantic_base_ready
release-word-3413,lip,extension,exact_headword,lip,noun,5,noun.animal|noun.artifact|noun.body|noun.communication|noun.plant,either of two fleshy folds of tissue that surround the mouth and play a role in speaking || (botany) either of the two parts of a bilabiate corolla or calyx || an impudent or insolent rejoinder || the top edge of a vessel or other container || either the outer margin or the inner margin of the aperture of a gastropod's shell,oewn_semantic_base_ready
release-word-3414,loaf,extension,exact_headword,loaf,noun|verb,4,noun.food|verb.stative,a shaped mass of baked bread that is usually sliced before eating || a quantity of food (other than bread) formed in a particular shape || be lazy or idle || be about a place without any apparent purpose,oewn_semantic_base_ready
release-word-3415,loudly,extension,exact_headword,loudly,adverb,3,adv.all,with relatively high volume || in manner that attracts attention || used as a direction in music; to be played relatively loudly,oewn_semantic_base_ready
release-word-3416,lounge,extension,exact_headword,lounge,noun|verb,4,noun.artifact|verb.contact|verb.stative,an upholstered seat for more than one person || a room (as in a hotel or airport) with seating where people can wait || sit or recline comfortably || be about a place without any apparent purpose,oewn_semantic_base_ready
release-word-3417,luggage,extension,exact_headword,luggage,noun,1,noun.artifact,cases used to carry belongings when traveling,oewn_semantic_base_ready
release-word-3418,maid,extension,exact_headword,maid,noun,2,noun.person,a female domestic || an unmarried girl (especially a virgin),oewn_semantic_base_ready
release-word-3419,mainland,extension,exact_headword,mainland,noun,1,noun.object,the main land mass of a country or continent; as distinguished from an island or peninsula,oewn_semantic_base_ready
release-word-3420,maple,extension,exact_headword,maple,noun,2,noun.plant,wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring || any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone,oewn_semantic_base_ready
release-word-3421,marble,extension,exact_headword,marble,noun|verb,4,noun.artifact|noun.substance|verb.creation,a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material || a small ball of glass that is used in various games || a sculpture carved from marble || paint or stain like marble,oewn_semantic_base_ready
release-word-3422,married,extension,exact_headword,married,adjective|noun,3,adj.all|adj.pert|noun.person,joined in matrimony || of or relating to the state of marriage || a person who is married,oewn_semantic_base_ready
release-word-3423,mask,extension,exact_headword,mask,noun|verb,9,noun.act|noun.artifact|noun.group|verb.contact|verb.perception,a covering to disguise or conceal the face || activity that tries to conceal something || a party of guests wearing costumes and masks || a protective covering worn over the face || hide under a false appearance || put a mask on or cover with a mask || make unrecognizable || cover with a sauce || shield from light,oewn_semantic_base_ready
release-word-3424,mat,extension,exact_headword,mat,adjective|noun|verb,10,adj.all|noun.artifact|noun.attribute|noun.object|verb.change|verb.contact,not reflecting light; not glossy || a thick flat pad used as a floor covering || mounting consisting of a border or background for a picture || sports equipment consisting of a piece of thick padding on the floor for gymnastic sports || a mass that is densely tangled or interwoven || the property of having little or no contrast; lacking highlights or gloss || a foundation (usually on soft ground) consisting of an extended layer of reinforced concrete || a small pad of material that is used to protect surface from an object placed on it || twist together or entwine into a confusing mass || change texture so as to become matted and felt-like,oewn_semantic_base_ready
release-word-3425,meanwhile,extension,exact_headword,meanwhile,adverb|noun,3,adv.all|noun.time,"the time between one event, process, or period and another || at the same time but in another place || during the intervening time",oewn_semantic_base_ready
release-word-3426,mend,extension,exact_headword,mend,noun|verb,4,noun.act|noun.artifact|verb.change,sewing that repairs a worn or torn hole (especially in a garment) || the act of putting something in working order again || restore by replacing a part or putting together what is torn or broken || heal or recover,oewn_semantic_base_ready
release-word-3427,mentally,extension,exact_headword,mentally,adverb,1,adv.all,in your mind,oewn_semantic_base_ready
release-word-3428,merchant,extension,exact_headword,merchant,noun,1,noun.person,a businessperson engaged in retail trade,oewn_semantic_base_ready
release-word-3429,messy,extension,exact_headword,messy,adjective,1,adj.all,dirty and disorderly,oewn_semantic_base_ready
release-word-3430,microwave,extension,exact_headword,microwave,noun|verb,3,noun.artifact|noun.phenomenon|verb.change,"a short electromagnetic wave (longer than infrared but shorter than radio waves); used for radar and microwave ovens and for transmitting telephone, facsimile, video and data || kitchen appliance that cooks food by passing an electromagnetic wave through it; heat results from the absorption of energy by the water molecules in the food || cook or heat in a microwave oven",oewn_semantic_base_ready
release-word-3431,midday,extension,exact_headword,midday,noun,1,noun.time,the middle of the day,oewn_semantic_base_ready
release-word-3432,millionaire,extension,exact_headword,millionaire,noun,1,noun.person,a person whose material wealth is valued at more than a million dollars,oewn_semantic_base_ready
release-word-3433,ministry,extension,exact_headword,ministry,noun,4,noun.act|noun.artifact|noun.group,religious ministers collectively (especially Presbyterian) || building where the business of a government ministry is transacted || a government department under the direction of a minister of state || the work of a minister of religion,oewn_semantic_base_ready
release-word-3434,minus,extension,exact_headword,minus,adjective|noun,3,adj.all|noun.act,on the negative side or lower end of a scale || involving disadvantage or harm || an arithmetic operation in which the difference between two numbers is calculated,oewn_semantic_base_ready
release-word-3435,misunderstand,extension,exact_headword,misunderstand,verb,1,verb.cognition,interpret in the wrong way,oewn_semantic_base_ready
release-word-3436,mm,extension,exact_headword,mm,noun,1,noun.quantity,a metric unit of length equal to one thousandth of a meter,oewn_semantic_base_ready
release-word-3437,mobile,extension,exact_headword,mobile,adjective|noun,6,adj.all|noun.artifact,migratory || moving or capable of moving readily (especially from place to place) || having transportation available || capable of changing quickly from one state or condition to another || affording change (especially in social status) || sculpture suspended in midair whose delicately balanced parts can be set in motion by air currents,oewn_semantic_base_ready
release-word-3438,modem,extension,exact_headword,modem,noun,1,noun.artifact,(from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line,oewn_semantic_base_ready
release-word-3439,modest,extension,exact_headword,modest,adjective,7,adj.all,"marked by simplicity; having a humble opinion of yourself || not large but sufficient in size or amount || free from pomp or affectation || not offensive to sexual mores in conduct or appearance || low or inferior in station or quality || humble in spirit or manner; suggesting retiring mildness or even cowed submissiveness || relatively moderate, limited, or small",oewn_semantic_base_ready
release-word-3440,monument,extension,exact_headword,monument,noun,3,noun.artifact|noun.location,a structure erected to commemorate persons or events || an important site that is marked and preserved as public property || a burial vault (usually for some famous person),oewn_semantic_base_ready
release-word-3441,motivation,extension,exact_headword,motivation,noun,3,noun.Tops|noun.act|noun.state,the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior || the condition of being motivated || the act of motivating; providing incentive,oewn_semantic_base_ready
release-word-3442,motorcycle,extension,exact_headword,motorcycle,noun|verb,2,noun.artifact|verb.motion,a motor vehicle with two wheels and a strong frame || ride a motorcycle,oewn_semantic_base_ready
release-word-3443,motto,extension,exact_headword,motto,noun,1,noun.communication,"a favorite saying of a group, organization or individual",oewn_semantic_base_ready
release-word-3444,mourn,extension,exact_headword,mourn,verb,2,verb.emotion,feel sadness || observe the customs of mourning after the death of a loved one,oewn_semantic_base_ready
release-word-3445,muddy,extension,exact_headword,muddy,adjective|verb,7,adj.all|verb.change|verb.cognition|verb.contact,(of soil) soft and watery || dirty and messy; covered with mud or muck || (of color) discolored by impurities; not bright and clear; ‘dirty’ is often used in combination || (of liquids) clouded as with sediment || dirty with mud || cause to become muddy || make turbid,oewn_semantic_base_ready
release-word-3446,multiply,extension,exact_headword,multiply,adverb|verb,6,adv.all|verb.body|verb.change|verb.cognition,in several ways; in a multiple manner || combine by multiplication || combine or increase by multiplication || make multiple copies of || have young (animals) or reproduce (organisms) || have offspring or produce more individuals of a given animal or plant,oewn_semantic_base_ready
release-word-3447,musical,extension,exact_headword,musical,adjective|noun,5,adj.all|adj.pert|noun.communication,characterized by or capable of producing music || talented in or devoted to music || characteristic of or resembling or accompanied by music || containing or constituting or characterized by pleasing melody || a play or film whose action and dialogue is interspersed with singing and dancing,oewn_semantic_base_ready
release-word-3448,mustard,extension,exact_headword,mustard,noun,3,noun.food|noun.plant,any of several cruciferous plants of the genus Brassica || pungent powder or paste prepared from ground mustard seeds || leaves eaten as cooked greens,oewn_semantic_base_ready
release-word-3449,nationwide,extension,exact_headword,nationwide,adjective|adverb,2,adj.all|adv.all,occurring or extending throughout a country or nation || extending throughout an entire nation,oewn_semantic_base_ready
release-word-3450,necklace,extension,exact_headword,necklace,noun,1,noun.artifact,jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women),oewn_semantic_base_ready
release-word-3451,northeast,extension,exact_headword,northeast,adjective|adverb|noun,6,adj.all|adv.all|noun.location|noun.relation,"situated in or oriented toward the northeast || coming from the northeast || the compass point midway between north and east; at 45 degrees || the direction corresponding to the northeastward compass point || a location in the northeastern part of a country, region, or city || to, toward, or in the northeast",oewn_semantic_base_ready
release-word-3452,northwest,extension,exact_headword,northwest,adjective|adverb|noun,6,adj.all|adv.all|noun.location|noun.relation,"situated in or oriented toward the northwest || coming from the northwest || the direction corresponding to the northwestward compass point || the compass point midway between north and west; at 315 degrees || a location in the northwestern part of a country, region, or city || to, toward, or in the northwest",oewn_semantic_base_ready
release-word-3453,nursery,extension,exact_headword,nursery,noun,1,noun.artifact,a child's room for a baby,oewn_semantic_base_ready
release-word-3454,nursing,extension,exact_headword,nursing,noun,3,noun.act|noun.group,the work of caring for the sick or injured or infirm || the profession of a nurse || nourishing at the breast,oewn_semantic_base_ready
release-word-3455,nylon,extension,exact_headword,nylon,noun,2,noun.artifact|noun.substance,"a thermoplastic polyamide; a family of strong resilient synthetic fibers || a group of synthetic fabrics, known generically as aliphatic polyamides",oewn_semantic_base_ready
release-word-3456,obey,extension,exact_headword,obey,verb,1,verb.social,be obedient to,oewn_semantic_base_ready
release-word-3457,obvious,extension,exact_headword,obvious,adjective,1,adj.all,easily perceived and understood,oewn_semantic_base_ready
release-word-3458,offshore,extension,exact_headword,offshore,adjective|adverb,3,adj.all|adv.all,(of winds) coming from the land || at some distance from the shore || away from shore; away from land,oewn_semantic_base_ready
release-word-3459,oh,extension,no_oewn_match,,,0,,,needs_non_oewn_review
release-word-3460,oneself,extension,no_oewn_match,,,0,,,needs_non_oewn_review
release-word-3461,opener,extension,exact_headword,opener,noun,3,noun.artifact|noun.event|noun.person,the first event in a series || a person who unfastens or unwraps or opens || a hand tool used for opening sealed containers (bottles or cans),oewn_semantic_base_ready
release-word-3462,opening,extension,exact_headword,opening,adjective|noun,14,adj.all|noun.act|noun.artifact|noun.body|noun.cognition|noun.communication|noun.event|noun.object|noun.state,first or beginning || an open or empty space in or between things || a ceremony accompanying the start of some enterprise || becoming open or being made open || the first performance (as of a theatrical production) || the act of opening something || opportunity especially for employment or promotion || the initial part of the introduction || a possible alternative || an aperture or hole that opens into a bodily cavity || a vacant or unobstructed space that is man-made || an entrance equipped with a hatch; especially a passageway between decks of a ship || a recognized sequence of moves at the beginning of a game of chess || the first of a series of actions,oewn_semantic_base_ready
release-word-3463,operate,extension,exact_headword,operate,verb,6,verb.body|verb.competition|verb.contact|verb.social,"direct or control; projects, businesses, etc. || perform as expected when applied || handle and cause to function || perform a movement in military or naval tactics in order to secure an advantage in attack or defense || keep engaged || perform surgery on",oewn_semantic_base_ready
release-word-3464,optional,extension,exact_headword,optional,adjective,1,adj.all,possible but not necessary; left to personal choice,oewn_semantic_base_ready
release-word-3465,oral,extension,exact_headword,oral,adjective|noun,5,adj.all|adj.pert|noun.communication,"using speech rather than writing || of or relating to or affecting or for use in the mouth || of or involving the mouth or mouth region or the surface on which the mouth is located || a stage in psychosexual development when the child's interest is concentrated in the mouth; fixation at this stage is said to result in dependence, selfishness, and aggression || an examination conducted by spoken communication",oewn_semantic_base_ready
release-word-3466,outer,extension,exact_headword,outer,adjective,3,adj.all,being on the outside or further from a center || located outside || being on or toward the outside of the body,oewn_semantic_base_ready
release-word-3467,outing,extension,exact_headword,outing,noun,2,noun.act|noun.time,a journey taken for pleasure || a day devoted to an outdoor social gathering,oewn_semantic_base_ready
release-word-3468,outspoken,extension,exact_headword,outspoken,adjective,2,adj.all,given to expressing yourself freely or insistently || characterized by directness in manner or speech; without subtlety or evasion,oewn_semantic_base_ready
release-word-3469,outward,extension,exact_headword,outward,adjective|adverb,3,adj.all|adv.all,relating to physical reality rather than with thoughts or the mind || that is going out or leaving || toward the outside,oewn_semantic_base_ready
release-word-3470,oval,extension,exact_headword,oval,adjective|noun,2,adj.all|noun.shape,rounded like an egg || a closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it,oewn_semantic_base_ready
release-word-3471,overhead,extension,exact_headword,overhead,adjective|adverb|noun,9,adj.all|adv.all|noun.act|noun.artifact|noun.location|noun.possession|noun.time,"located or originating from above || the expense of maintaining property (e.g., paying property taxes and utilities and insurance); it does not include depreciation or the cost of financing or income taxes || (computer science) the processing time required by a device prior to the execution of a command || (computer science) the disk space required for information that is not data but is used for location and timing || a transparency for use with an overhead projector || (nautical) the top surface of an enclosed space on a ship || a hard return hitting the tennis ball above your head || above your head; in the sky || above the head; over the head",oewn_semantic_base_ready
release-word-3472,overlook,extension,exact_headword,overlook,noun|verb,6,noun.location|verb.cognition|verb.perception|verb.stative,"a high place affording a good view || look past, fail to notice || be oriented in a certain direction || leave undone or leave out || look down on || watch over",oewn_semantic_base_ready
release-word-3473,overweight,extension,exact_headword,overweight,adjective|noun,2,adj.all|noun.attribute,usually describes a large person who is fat but has a large frame to carry it || the property of excessive fatness,oewn_semantic_base_ready
release-word-3474,owner,extension,exact_headword,owner,noun,2,noun.person,(law) someone who owns (is legal possessor of) a business || a person who owns something,oewn_semantic_base_ready
release-word-3475,ownership,extension,exact_headword,ownership,noun,3,noun.act|noun.possession|noun.state,the relation of an owner to the thing possessed; possession with the right to transfer possession to others || the act of having and controlling property || the state or fact of being an owner,oewn_semantic_base_ready
release-word-3476,packet,extension,exact_headword,packet,noun,4,noun.artifact|noun.communication|noun.group,a collection of things wrapped or boxed together || (computer science) a message or message fragment || a small package or bundle || a boat for carrying mail,oewn_semantic_base_ready
release-word-3477,paddle,extension,exact_headword,paddle,noun|verb,10,noun.artifact|verb.contact|verb.motion|verb.social,"small wooden bat with a flat surface; used for hitting balls in various games || a blade of a paddle wheel or water wheel || an instrument of punishment consisting of a flat board || a short light oar used without an oarlock to propel a canoe or small boat || propel with a paddle || play in or as if in water, as of small children || swim like a dog in shallow water || walk unsteadily, with short steps || give a spanking to; subject to a spanking || stir with a paddle",oewn_semantic_base_ready
release-word-3478,painful,extension,exact_headword,painful,adjective,4,adj.all,causing physical or psychological pain || causing misery or pain or distress || exceptionally bad or displeasing || causing physical discomfort,oewn_semantic_base_ready
release-word-3479,painter,extension,exact_headword,painter,noun,4,noun.animal|noun.artifact|noun.person,an artist who paints || a worker who is employed to cover objects with paint || a line that is attached to the bow of a boat and used for tying up (as when docking or towing) || large American feline resembling a lion,oewn_semantic_base_ready
release-word-3480,painting,extension,exact_headword,painting,noun,4,noun.act|noun.artifact,graphic art consisting of an artistic composition made by applying paints to a surface || creating a picture with paints || the act of applying paint to a surface || the occupation of a house painter,oewn_semantic_base_ready
release-word-3481,paperwork,extension,exact_headword,paperwork,noun,1,noun.act,work that involves handling papers: forms or letters or reports etc.,oewn_semantic_base_ready
release-word-3482,parallel,extension,exact_headword,parallel,adjective|noun|verb,8,adj.all|noun.attribute|noun.location|noun.shape|verb.change|verb.stative,being everywhere equidistant and not intersecting || of or relating to the simultaneous performance of multiple operations || something having the property of being analogous to something else || an imaginary line around the Earth parallel to the equator || (mathematics) one of a set of parallel geometric figures (parallel lines or planes) || be parallel to || make or place parallel to something || duplicate or match,oewn_semantic_base_ready
release-word-3483,parrot,extension,exact_headword,parrot,noun|verb,3,noun.animal|noun.person|verb.communication,usually brightly colored zygodactyl tropical birds with short hooked beaks and the ability to mimic sounds || a copycat who does not understand the words or acts being imitated || repeat mindlessly,oewn_semantic_base_ready
release-word-3484,partly,extension,exact_headword,partly,adverb,1,adv.all,to some extent; in some degree; not wholly,oewn_semantic_base_ready
release-word-3485,pause,extension,exact_headword,pause,noun|verb,4,noun.act|noun.time|verb.communication|verb.stative,a time interval during which there is a temporary cessation of something || temporary inactivity || interrupt temporarily an activity before continuing || cease an action temporarily,oewn_semantic_base_ready
release-word-3486,pea,extension,exact_headword,pea,noun,3,noun.food|noun.plant,seed of a pea plant used for food || the fruit or seed of a pea plant || a leguminous plant of the genus Pisum with small white flowers and long green pods containing edible green seeds,oewn_semantic_base_ready
release-word-3487,peaceful,extension,exact_headword,peaceful,adjective,2,adj.all,not disturbed by strife or turmoil or war || peacefully resistant in response to injustice,oewn_semantic_base_ready
release-word-3488,peach,extension,exact_headword,peach,noun|verb,5,noun.attribute|noun.food|noun.person|noun.plant|verb.communication,cultivated in temperate regions || a very attractive or seductive looking woman || downy juicy fruit with sweet yellowish or whitish flesh || a shade of pink tinged with yellow || divulge confidential information or secrets,oewn_semantic_base_ready
release-word-3489,peasant,extension,exact_headword,peasant,noun,3,noun.person,a country person || one of a (chiefly European) class of agricultural laborers || a crude uncouth ill-bred person lacking culture or refinement,oewn_semantic_base_ready
release-word-3490,pedestrian,extension,exact_headword,pedestrian,adjective|noun,2,adj.all|noun.person,lacking wit or imagination || a person who travels by foot,oewn_semantic_base_ready
release-word-3491,pension,extension,exact_headword,pension,noun|verb,2,noun.possession|verb.possession,a regular payment to a person that is intended to allow them to subsist without working || grant a pension to,oewn_semantic_base_ready
release-word-3492,perform,extension,exact_headword,perform,verb,4,verb.creation|verb.social,carry out or perform an action || perform a function || give a performance (of something) || get (something) done,oewn_semantic_base_ready
release-word-3493,performer,extension,exact_headword,performer,noun,1,noun.person,an entertainer who performs a dramatic or musical work for an audience,oewn_semantic_base_ready
release-word-3494,perfume,extension,exact_headword,perfume,noun|verb,4,noun.artifact|noun.cognition|verb.body|verb.perception,a distinctive odor that is pleasant || a toiletry that emits and diffuses a fragrant odor || fill or impregnate with an odor || apply perfume to,oewn_semantic_base_ready
release-word-3495,permission,extension,exact_headword,permission,noun,2,noun.act|noun.communication,approval to do something || the act of giving a formal (usually written) authorization,oewn_semantic_base_ready
release-word-3496,personally,extension,exact_headword,personally,adverb,5,adv.all,as yourself || as a person || in a personal way || in the flesh; without involving anyone else || concerning the speaker,oewn_semantic_base_ready
release-word-3497,personnel,extension,exact_headword,personnel,noun,2,noun.group,group of people willing to obey orders || the department responsible for hiring and training and placing employees and for setting policies for personnel management,oewn_semantic_base_ready
release-word-3498,pest,extension,exact_headword,pest,noun,4,noun.animal|noun.person|noun.state,a serious (sometimes fatal) infection of rodents caused by Yersinia pestis and accidentally transmitted to humans by the bite of a flea that has bitten an infected animal || any epidemic disease with a high death rate || a persistently annoying person || any unwanted and destructive insect or other animal that attacks food or crops or livestock etc.,oewn_semantic_base_ready
release-word-3499,physical,extension,exact_headword,physical,adjective,7,adj.all|adj.pert,involving the body as distinguished from the mind or spirit || relating to the sciences dealing with matter and energy; especially physics || having substance or material existence; perceptible to the senses || according with material things or natural laws (other than those peculiar to living matter) || characterized by energetic bodily activity || impelled by physical force especially against resistance || concerned with material things,oewn_semantic_base_ready
release-word-3500,physicist,extension,exact_headword,physicist,noun,1,noun.person,a scientist trained in physics,oewn_semantic_base_ready
release-word-3501,pianist,extension,exact_headword,pianist,noun,1,noun.person,a person who plays the piano,oewn_semantic_base_ready
release-word-3502,pile,extension,exact_headword,pile,noun|verb,11,noun.artifact|noun.body|noun.group|noun.possession|noun.quantity|verb.contact|verb.motion,a collection of objects laid on top of each other || (often followed by ‘of’) a large number or amount or extent || a large sum of money (especially as pay or profit) || fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs) || battery consisting of voltaic cells arranged in series; the earliest electric battery devised by Volta || a column of wood or steel or concrete that is driven into the ground to provide support for a structure || the yarn (as in a rug or velvet or corduroy) that stands up from the weave || a nuclear reactor that uses controlled nuclear fission to generate energy || arrange in stacks || press tightly together or cram || place or lay as if in a pile,oewn_semantic_base_ready
