record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed
PH-C6-0098,lounge around,lounge around,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,lounge_around%2:42:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0099,plea bargain,plea bargain,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,plea-bargain%2:32:00::|plea_bargain%1:10:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0100,foster care,foster care,[],cet6,"[""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,foster_care%1:04:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0101,prop up,prop up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,prop_up%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0102,vice president,vice president,[],cet6,"[""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,vice_president%1:18:00::,true,15,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0103,scrape up,scrape up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,scrape_up%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0104,skim off,skim off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,skim_off%2:31:00::|skim_off%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0105,skim over,skim over,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,skim_over%2:31:00::|skim_over%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0106,slack off,slack off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,slack_off%2:30:01::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0107,slam on,slam on,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,slam_on%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0108,snap at,snap at,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,snap_at%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0109,snap back,snap back,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,snap_back%2:29:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0110,snap off,snap off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,snap_off%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0111,snatch up,snatch up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,snatch_up%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0112,sneak away,sneak away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,sneak_away%2:38:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0113,sneak in,sneak in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,sneak_in%2:32:00::|sneak_in%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0114,olive oil,olive oil,[],cet6,"[""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,olive_oil%1:13:00::,true,10,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0115,sneak out,sneak out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,sneak_out%2:38:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0116,sneak up,sneak up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,sneak_up%2:38:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0117,spice up,spice up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,spice_up%2:30:00::|spice_up%2:39:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0118,stoop to,stoop to,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,stoop_to%2:32:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0119,strike a chord,strike a chord,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,strike_a_chord%2:31:00::|strike_a_chord%2:37:00::|strike_a_chord%2:37:01::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0120,tack on,tack on,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tack_on%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0121,tangle with,tangle with,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tangle_with%2:42:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0122,tease apart,tease apart,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tease_apart%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0123,trim back,trim back,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,trim_back%2:30:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0124,trim down,trim down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,trim_down%2:30:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0125,tuck away,tuck away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tuck_away%2:34:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0126,tuck in,tuck in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tuck_in%2:34:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0127,zoom in,zoom in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,zoom_in%2:39:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0128,back out,back out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,back_out%2:32:00::|back_out%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0129,bring out,bring out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bring_out%2:30:00::|bring_out%2:32:00::|bring_out%2:32:01::|bring_out%2:32:06::|bring_out%2:35:00::|bring_out%2:35:01::|bring_out%2:37:00::|bring_out%2:39:00::|bring_out%2:39:01::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0130,build up,build up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,build_up%2:30:00::|build_up%2:30:02::|build_up%2:30:03::|build_up%2:30:06::|build_up%2:33:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0131,buy into,buy into,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,buy_into%2:40:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0132,call in,call in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,call-in%1:10:00::|call_in%2:32:00::|call_in%2:32:02::|call_in%2:35:00::|call_in%2:40:00::|call_in%2:40:02::|call_in%2:41:00::|call_in%2:41:02::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0133,cash in,cash in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cash_in%2:40:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0134,catch up,catch up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,catch_up%2:31:00::|catch_up%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0135,chicken out,chicken out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,chicken_out%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0136,clear away,clear away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,clear_away%2:30:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0137,clear out,clear out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,clear_out%2:30:00::|clear_out%2:30:03::|clear_out%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0138,clear up,clear up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,clear_up%2:30:00::|clear_up%2:30:02::|clear_up%2:31:00::|clear_up%2:32:00::|clear_up%2:43:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0139,climb down,climb down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,climb-down%1:10:00::|climb_down%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0140,spinal cord,spinal cord,[],cet6,"[""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,spinal_cord%1:08:00::,true,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0141,come upon,come upon,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_upon%2:40:01::|come_upon%2:40:09::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0142,cut up,cut up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cut-up%1:18:00::|cut_up%2:30:00::|cut_up%2:30:01::|cut_up%2:30:02::|cut_up%2:35:00::|cut_up%5:00:00:cut:01,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0143,dig in,dig in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,dig_in%2:34:00::|dig_in%2:35:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0144,do away with,do away with,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,do_away_with%2:30:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0145,follow through,follow through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,follow-through%1:04:00::|follow-through%1:04:01::|follow_through%2:30:00::|follow_through%2:35:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0146,get at,get at,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_at%2:37:00::|get_at%2:38:00::|get_at%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0147,give off,give off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,give_off%2:42:00::|give_off%2:43:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0148,go along,go along,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_along%2:38:02::|go_along%2:41:00::|go_along%2:42:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0149,go around,go around,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go-around%1:04:00::|go_around%2:32:00::|go_around%2:32:01::|go_around%2:38:00::|go_around%2:38:01::|go_around%2:42:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0150,go under,go under,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_under%2:32:00::|go_under%2:38:00::|go_under%2:38:08::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0151,hang in,hang in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hang_in%2:30:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0152,keep down,keep down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_down%2:29:00::|keep_down%2:30:00::|keep_down%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0153,keep out,keep out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_out%2:30:00::|keep_out%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0154,let off,let off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,let_off%2:32:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0155,light up,light up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,light_up%2:30:00::|light_up%2:34:00::|light_up%2:43:00::|light_up%2:43:01::|light_up%2:43:02::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0156,lock out,lock out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,lock_out%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0157,mix up,mix up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,mix-up%1:04:00::|mix_up%2:31:00::|mix_up%2:36:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0158,pass by,pass by,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pass_by%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0159,play out,play out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,play_out%2:30:00::|play_out%2:33:00::|play_out%2:36:00::|play_out%2:40:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0160,pull through,pull through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pull-through%1:06:00::|pull_through%2:41:00::|pull_through%2:42:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0161,push through,push through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,push_through%2:30:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0162,put forward,put forward,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,put_forward%2:32:00::|put_forward%2:32:01::|put_forward%2:36:00::|put_forward%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0163,put through,put through,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,put_through%2:30:00::|put_through%2:35:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0164,run over,run over,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,run_over%2:29:00::|run_over%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0165,set about,set about,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,set_about%2:30:00::|set_about%2:36:00::|set_about%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0166,set off,set off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,set_off%2:30:00::|set_off%2:30:01::|set_off%2:30:02::|set_off%2:32:00::|set_off%2:36:00::|set_off%2:38:00::|set_off%2:42:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0167,shake off,shake off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,shake_off%2:35:00::|shake_off%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0168,shake up,shake up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,shake-up%1:04:00::|shake_up%2:35:00::|shake_up%2:35:01::|shake_up%2:37:00::|shake_up%2:38:00::|shake_up%2:38:07::|shake_up%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0169,show off,show off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,show-off%1:18:00::|show_off%2:39:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0170,sign on,sign on,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,sign_on%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0171,speak for,speak for,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,speak_for%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0172,speak out,speak out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,speak_out%2:32:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0173,step down,step down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,step-down%1:04:00::|step_down%2:30:04::|step_down%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0174,stick together,stick together,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,stick_together%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0175,take back,take back,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_back%2:31:00::|take_back%2:32:00::|take_back%2:38:00::|take_back%2:38:03::|take_back%2:40:00::|take_back%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0176,take out,take out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_out%2:30:00::|take_out%2:31:00::|take_out%2:31:01::|take_out%2:34:00::|take_out%2:35:00::|take_out%2:35:01::|take_out%2:35:09::|take_out%2:38:00::|take_out%2:38:10::|take_out%2:40:00::|take_out%2:40:01::|take_out%2:40:02::|take_out%2:41:00::|take_out%2:41:01::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0177,throw out,throw out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,throw_out%2:32:00::|throw_out%2:32:01::|throw_out%2:40:00::|throw_out%2:41:00::|throw_out%2:41:01::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0178,touch off,touch off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,touch_off%2:36:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0179,turn in,turn in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,turn_in%2:29:00::|turn_in%2:36:00::|turn_in%2:38:00::|turn_in%2:40:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0180,turn up,turn up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,turn_up%2:30:00::|turn_up%2:35:00::|turn_up%2:35:03::|turn_up%2:40:00::|turn_up%2:42:03::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0181,wear down,wear down,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,wear_down%2:29:00::|wear_down%2:30:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0182,write in,write in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,write-in%1:04:00::|write-in%1:18:00::|write_in%2:32:00::|write_in%2:41:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0183,act upon,act upon,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,act_upon%2:41:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0184,allow for,allow for,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,allow_for%2:42:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0185,back off,back off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,back_off%2:38:00::|back_off%2:41:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0186,band together,band together,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,band_together%2:41:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0187,beat back,beat back,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,beat_back%2:35:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0188,break off,break off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,break_off%2:30:03::|break_off%2:35:00::|break_off%2:35:01::|break_off%2:35:02::|break_off%2:42:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0189,build upon,build upon,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,build_upon%2:42:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0190,cash in on,cash in on,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cash_in_on%2:40:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0191,chip away,chip away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,chip_away%2:30:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0192,clock in,clock in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,clock_in%2:32:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0193,come to mind,come to mind,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_to_mind%2:31:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0194,come up to,come up to,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_up_to%2:32:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0195,cool off,cool off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cool_off%2:30:00::|cool_off%2:37:00::|cool_off%2:37:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0196,cut away,cut away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cut_away%2:35:00::|cut_away%2:38:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0197,date from,date from,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,date_from%2:42:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0198,deal out,deal out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,deal_out%2:40:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0199,die off,die off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,die_off%2:30:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0200,double over,double over,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,double_over%2:38:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0201,drive out,drive out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,drive_out%2:30:03::|drive_out%2:38:00::|drive_out%2:38:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0202,fall under,fall under,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_under%2:42:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0203,fan out,fan out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fan_out%2:38:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0204,feel out,feel out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,feel_out%2:32:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0205,fight off,fight off,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fight_off%2:33:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0206,fire up,fire up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fire_up%2:34:00::|fire_up%2:37:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0207,get hold of,get hold of,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_hold_of%2:31:00::|get_hold_of%2:32:00::|get_hold_of%2:35:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0208,get in touch,get in touch,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_in_touch%2:41:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0209,kick in,kick in,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,kick_in%2:35:00::|kick_in%2:40:00::|kick_in%2:42:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0210,kick out,kick out,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,kick_out%2:41:00::|kick_out%2:41:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0211,knock over,knock over,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,knock_over%2:38:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0212,live with,live with,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,live_with%2:31:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0213,look away,look away,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_away%2:39:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0214,make a point,make a point,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,make_a_point%2:41:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0215,volcanic eruption,volcanic eruption,[],cet6,"[""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,volcanic_eruption%1:11:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0216,move over,move over,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,move_over%2:38:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0217,own up,own up,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,own_up%2:32:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C6-0218,part with,part with,[],cet6,"[""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,part_with%2:40:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
