record_id,word,legacy_candidate_form,dataset_layer,selection_status,relevance_score,bnc_rank,contemporary_rank,part_of_speech,oewn_lexicographer_classes,theme_candidates,inclusion_reason,selection_sources,definitions_zh,phonetic_uk,phonetic_us
extension-draft-0577,soap,soap,extension,draft_priority_needs_semantic_review,9,4288,4344,n|v,noun.artifact|noun.possession|verb.body,人与自我|人与社会,独立语料频率支持较强（BNC 4288；当代语料 4344；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0578,sob,sob,extension,draft_priority_needs_semantic_review,7,8177,7230,n|v,noun.act|verb.body,人与自我|人与社会,独立语料频率支持较强（BNC 8177；当代语料 7230；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0579,socialism,socialism,extension,draft_priority_needs_semantic_review,8,4039,7238,n,noun.cognition|noun.group,人与自我|人与社会,独立语料频率支持较强（BNC 4039；当代语料 7238；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0580,socket,socket,extension,draft_priority_needs_semantic_review,7,5776,8195,n,noun.artifact|noun.body,人与自我|人与社会,独立语料频率支持较强（BNC 5776；当代语料 8195；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0581,southeast,southeast,extension,draft_priority_needs_semantic_review,7,10728,3708,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,独立语料频率支持较强（BNC 10728；当代语料 3708；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0582,southwest,southwest,extension,draft_priority_needs_semantic_review,7,15280,3564,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,独立语料频率支持较强（BNC 15280；当代语料 3564；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0583,souvenir,souvenirs,extension,draft_priority_needs_semantic_review,7,8608,8063,n,noun.artifact|noun.cognition,人与自我|人与社会,规范词头的独立语料频率（BNC 8608；当代语料 8063；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0584,spear,spear,extension,draft_priority_needs_semantic_review,7,8899,8310,n|v,noun.artifact|verb.contact|verb.stative,人与社会|人与自然,独立语料频率支持较强（BNC 8899；当代语料 8310；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0585,spelling,spelling,extension,draft_priority_needs_semantic_review,7,5779,7907,n,noun.communication,人与社会,独立语料频率支持较强（BNC 5779；当代语料 7907；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0586,spin,spin,extension,draft_priority_needs_semantic_review,9,3841,2644,n|v,noun.act|noun.event|verb.change|verb.communication|verb.contact|verb.creation|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 3841；当代语料 2644；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0587,spiritual,spiritual,extension,draft_priority_needs_semantic_review,9,3233,2096,a|n,adj.all|noun.communication,人与社会,独立语料频率支持较强（BNC 3233；当代语料 2096；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0588,spit,spit,extension,draft_priority_needs_semantic_review,8,5395,4932,n|v,noun.act|noun.artifact|noun.body|noun.object|verb.body|verb.communication|verb.contact|verb.weather,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 5395；当代语料 4932；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0589,split,split,extension,draft_priority_needs_semantic_review,9,2573,2910,a|n|v,adj.all|noun.act|noun.artifact|noun.food|noun.object|noun.possession|noun.quantity|verb.change|verb.contact|verb.motion|verb.social,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 2573；当代语料 2910；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0590,spokesman,spokesman,extension,draft_priority_needs_semantic_review,9,2144,2723,n,noun.person,人与社会,独立语料频率支持较强（BNC 2144；当代语料 2723；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0591,spray,spray,extension,draft_priority_needs_semantic_review,8,5640,4417,n|v,noun.artifact|noun.event|noun.quantity|noun.substance|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 5640；当代语料 4417；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0592,squeeze,squeeze,extension,draft_priority_needs_semantic_review,9,3390,2891,n|v,noun.act|noun.event|noun.person|noun.possession|noun.state|verb.contact|verb.motion|verb.possession|verb.social,人与社会|人与自然,独立语料频率支持较强（BNC 3390；当代语料 2891；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0593,stable,stable,extension,draft_priority_needs_semantic_review,9,2637,2903,a|n|v,adj.all|noun.artifact|verb.social,人与社会,独立语料频率支持较强（BNC 2637；当代语料 2903；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0594,stain,stain,extension,draft_priority_needs_semantic_review,7,5778,6708,n|v,noun.act|noun.attribute|noun.communication|noun.state|noun.substance|verb.change|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 5778；当代语料 6708；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0595,starvation,starvation,extension,draft_priority_needs_semantic_review,7,8598,9590,n,noun.act|noun.state,人与社会,独立语料频率支持较强（BNC 8598；当代语料 9590；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0596,statement,statement,extension,draft_priority_needs_semantic_review,9,717,921,n,noun.communication,人与社会,独立语料频率支持较强（BNC 717；当代语料 921；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0597,statistics,statistics,extension,draft_priority_needs_semantic_review,9,2602,2709,n,noun.cognition,人与自我,独立语料频率支持较强（BNC 2602；当代语料 2709；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0598,status,status,extension,draft_priority_needs_semantic_review,9,1137,1215,n,noun.state,一般阅读,独立语料频率支持较强（BNC 1137；当代语料 1215；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0599,steady,steady,extension,draft_priority_needs_semantic_review,9,2922,2914,a|n|r|v,adj.all|adv.all|noun.person|verb.change|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 2922；当代语料 2914；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0600,steep,steep,extension,draft_priority_needs_semantic_review,9,3793,3973,a|n|v,adj.all|noun.object|verb.change|verb.cognition,人与自我|人与自然,独立语料频率支持较强（BNC 3793；当代语料 3973；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0601,steward,steward,extension,draft_priority_needs_semantic_review,7,4750,10595,n,noun.person,人与社会,独立语料频率支持较强（BNC 4750；当代语料 10595；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0602,stocking,stocking,extension,draft_priority_needs_semantic_review,7,6503,8355,n,noun.act|noun.artifact,人与社会,独立语料频率支持较强（BNC 6503；当代语料 8355；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0603,storage,storage,extension,draft_priority_needs_semantic_review,9,2703,2941,n,noun.act|noun.artifact|noun.process,人与社会,独立语料频率支持较强（BNC 2703；当代语料 2941；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0604,stove,stove,extension,draft_priority_needs_semantic_review,8,6609,4388,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 6609；当代语料 4388；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0605,straw,straw,extension,draft_priority_needs_semantic_review,9,4301,4730,a|n|v,adj.all|noun.artifact|noun.attribute|noun.substance|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 4301；当代语料 4730；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0606,stubborn,stubborn,extension,draft_priority_needs_semantic_review,7,9547,7548,a,adj.all,一般阅读,独立语料频率支持较强（BNC 9547；当代语料 7548；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0607,substitute,substitute,extension,draft_priority_needs_semantic_review,8,4548,5613,a|n|v,adj.all|noun.cognition|noun.person|verb.possession|verb.social,人与自我|人与社会,独立语料频率支持较强（BNC 4548；当代语料 5613；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0608,suck,suck,extension,draft_priority_needs_semantic_review,9,4142,3618,n|v,noun.act|verb.consumption|verb.contact|verb.motion|verb.perception|verb.stative|verb.weather,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 4142；当代语料 3618；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0609,suffering,suffering,extension,draft_priority_needs_semantic_review,9,4466,3933,a|n,adj.all|noun.feeling|noun.state,人与自我,独立语料频率支持较强（BNC 4466；当代语料 3933；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0610,suitcase,suitcase,extension,draft_priority_needs_semantic_review,7,6625,5600,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 6625；当代语料 5600；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0611,suite,suite,extension,draft_priority_needs_semantic_review,9,4292,4726,n,noun.artifact|noun.communication|noun.group,人与社会,独立语料频率支持较强（BNC 4292；当代语料 4726；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0612,sunlight,sunlight,extension,draft_priority_needs_semantic_review,9,4796,3895,n,noun.phenomenon,人与自然,独立语料频率支持较强（BNC 4796；当代语料 3895；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0613,sunset,sunset,extension,draft_priority_needs_semantic_review,7,7738,5739,a|n,adj.all|noun.event|noun.phenomenon|noun.time,人与社会|人与自然,独立语料频率支持较强（BNC 7738；当代语料 5739；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0614,sunshine,sunshine,extension,draft_priority_needs_semantic_review,8,4726,7752,n,noun.attribute|noun.phenomenon,人与自然,独立语料频率支持较强（BNC 4726；当代语料 7752；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0615,supper,supper,extension,draft_priority_needs_semantic_review,8,4153,5514,n,noun.food|noun.group,人与自我|人与社会,独立语料频率支持较强（BNC 4153；当代语料 5514；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0616,supreme,supreme,extension,draft_priority_needs_semantic_review,9,2550,1618,a,adj.all,一般阅读,独立语料频率支持较强（BNC 2550；当代语料 1618；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0617,surplus,surplus,extension,draft_priority_needs_semantic_review,8,4815,6243,a|n,adj.all|noun.attribute,一般阅读,独立语料频率支持较强（BNC 4815；当代语料 6243；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0618,survival,survival,extension,draft_priority_needs_semantic_review,9,2584,2656,n,noun.act|noun.process|noun.state,人与社会,独立语料频率支持较强（BNC 2584；当代语料 2656；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0619,suspension,suspension,extension,draft_priority_needs_semantic_review,8,4354,5034,n,noun.act|noun.artifact|noun.event|noun.state|noun.substance|noun.time,人与社会|人与自然,独立语料频率支持较强（BNC 4354；当代语料 5034；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0620,swallow,swallow,extension,draft_priority_needs_semantic_review,9,3290,3535,n|v,noun.act|noun.animal|noun.food|verb.cognition|verb.communication|verb.competition|verb.consumption|verb.contact,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 3290；当代语料 3535；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0621,swap,swap,extension,draft_priority_needs_semantic_review,7,5955,8106,n|v,noun.act|verb.motion|verb.possession,人与社会|人与自然,独立语料频率支持较强（BNC 5955；当代语料 8106；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0622,swear,swear,extension,draft_priority_needs_semantic_review,9,3224,3330,v,verb.cognition|verb.communication,人与自我|人与社会,独立语料频率支持较强（BNC 3224；当代语料 3330；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0623,swell,swell,extension,draft_priority_needs_semantic_review,8,5534,4867,a|n|v,adj.all|noun.attribute|noun.event|noun.object|noun.person|verb.change|verb.motion|verb.social|verb.stative,人与社会|人与自然,独立语料频率支持较强（BNC 5534；当代语料 4867；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0624,swift,swift,extension,draft_priority_needs_semantic_review,7,5978,6627,a|n,adj.all|noun.animal,人与自然,独立语料频率支持较强（BNC 5978；当代语料 6627；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0625,sword,sword,extension,draft_priority_needs_semantic_review,9,3675,4105,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 3675；当代语料 4105；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0626,symptom,symptom,extension,draft_priority_needs_semantic_review,9,2342,2249,n,noun.communication|noun.state,人与社会,独立语料频率支持较强（BNC 2342；当代语料 2249；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0627,systematic,systematic,extension,draft_priority_needs_semantic_review,8,4045,5408,a,adj.all|adj.pert,一般阅读,独立语料频率支持较强（BNC 4045；当代语料 5408；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0628,tanker,tanker,extension,draft_priority_needs_semantic_review,7,8021,9275,n,noun.artifact|noun.person,人与社会,独立语料频率支持较强（BNC 8021；当代语料 9275；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0629,tap,tap,extension,draft_priority_needs_semantic_review,9,3299,2843,n|v,noun.act|noun.artifact|noun.event|verb.communication|verb.consumption|verb.contact|verb.motion|verb.perception|verb.possession,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 3299；当代语料 2843；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0630,tasty,tasty,extension,draft_priority_needs_semantic_review,7,9957,8471,a,adj.all,一般阅读,独立语料频率支持较强（BNC 9957；当代语料 8471；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0631,taxpayer,taxpayer,extension,draft_priority_needs_semantic_review,9,4636,3122,n,noun.person,人与社会,独立语料频率支持较强（BNC 4636；当代语料 3122；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0632,tease,tease,extension,draft_priority_needs_semantic_review,7,6082,5458,n|v,noun.act|noun.person|verb.body|verb.communication|verb.contact|verb.emotion,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 6082；当代语料 5458；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0633,technical,technical,extension,draft_priority_needs_semantic_review,9,1394,2064,a|n,adj.all|adj.pert|noun.act|noun.artifact,人与社会,独立语料频率支持较强（BNC 1394；当代语料 2064；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0634,temptation,temptation,extension,draft_priority_needs_semantic_review,8,4682,5906,n,noun.act|noun.cognition|noun.feeling,人与自我|人与社会,独立语料频率支持较强（BNC 4682；当代语料 5906；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0635,tense,tense,extension,draft_priority_needs_semantic_review,7,5962,6263,a|n|v,adj.all|noun.communication|verb.body|verb.change|verb.contact,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 5962；当代语料 6263；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0636,tent,tent,extension,draft_priority_needs_semantic_review,9,4158,3071,n|v,noun.artifact|noun.object|verb.stative,人与社会|人与自然,独立语料频率支持较强（BNC 4158；当代语料 3071；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0637,tentative,tentative,extension,draft_priority_needs_semantic_review,7,7552,7722,a,adj.all,一般阅读,独立语料频率支持较强（BNC 7552；当代语料 7722；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0638,terminal,terminal,extension,draft_priority_needs_semantic_review,8,4011,5777,a|n,adj.all|adj.pert|noun.artifact|noun.location,人与社会|人与自然,独立语料频率支持较强（BNC 4011；当代语料 5777；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0639,terrify,terrify,extension,draft_priority_needs_semantic_review,7,8606,5828,v,verb.emotion,人与自我,独立语料频率支持较强（BNC 8606；当代语料 5828；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0640,terror,terror,extension,draft_priority_needs_semantic_review,9,4120,2732,n,noun.act|noun.feeling|noun.person,人与自我|人与社会,独立语料频率支持较强（BNC 4120；当代语料 2732；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0641,textbook,textbook,extension,draft_priority_needs_semantic_review,8,6096,4473,a|n,adj.all|noun.communication,人与社会,独立语料频率支持较强（BNC 6096；当代语料 4473；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0642,thankful,thankful,extension,draft_priority_needs_semantic_review,7,9671,8424,a,adj.all,一般阅读,独立语料频率支持较强（BNC 9671；当代语料 8424；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0643,theoretical,theoretical,extension,draft_priority_needs_semantic_review,9,2729,3781,a,adj.all,一般阅读,独立语料频率支持较强（BNC 2729；当代语料 3781；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0644,thief,thief,extension,draft_priority_needs_semantic_review,8,3965,5007,n,noun.person,人与社会,独立语料频率支持较强（BNC 3965；当代语料 5007；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0645,thread,thread,extension,draft_priority_needs_semantic_review,8,5022,4714,n|v,noun.artifact|noun.cognition|noun.object|verb.contact|verb.motion,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 5022；当代语料 4714；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0646,thrill,thrill,extension,draft_priority_needs_semantic_review,7,7773,5858,n|v,noun.act|noun.feeling|verb.emotion|verb.motion|verb.perception,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 7773；当代语料 5858；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0647,thriller,thriller,extension,draft_priority_needs_semantic_review,7,9961,8642,n,noun.communication,人与社会,独立语料频率支持较强（BNC 9961；当代语料 8642；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0648,throat,throat,extension,draft_priority_needs_semantic_review,9,2449,2454,n,noun.animal|noun.artifact|noun.body,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 2449；当代语料 2454；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0649,tick,tick,extension,draft_priority_needs_semantic_review,7,5977,7358,n|v,noun.animal|noun.artifact|noun.communication|noun.event|verb.cognition|verb.contact|verb.perception,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 5977；当代语料 7358；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0650,timetable,timetable,extension,draft_priority_needs_semantic_review,8,4536,8819,n,noun.communication,人与社会,独立语料频率支持较强（BNC 4536；当代语料 8819；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0651,tin,tin,extension,draft_priority_needs_semantic_review,8,2956,5424,n|v,noun.artifact|noun.substance|verb.change|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 2956；当代语料 5424；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0652,tire,tire,extension,draft_priority_needs_semantic_review,7,11152,2850,n|v,noun.artifact|verb.body|verb.emotion|verb.possession,人与自我|人与社会,独立语料频率支持较强（BNC 11152；当代语料 2850；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0653,tomb,tomb,extension,draft_priority_needs_semantic_review,7,6130,6183,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 6130；当代语料 6183；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0654,tongue,tongue,extension,draft_priority_needs_semantic_review,9,2831,2871,n|v,noun.artifact|noun.body|noun.communication|noun.food|noun.object|noun.shape|verb.contact|verb.creation,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 2831；当代语料 2871；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0655,totally,totally,extension,draft_priority_needs_semantic_review,9,1608,1911,r,adv.all,一般阅读,独立语料频率支持较强（BNC 1608；当代语料 1911；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0656,tourism,tourism,extension,draft_priority_needs_semantic_review,9,4425,4721,n,noun.act,人与社会,独立语料频率支持较强（BNC 4425；当代语料 4721；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0657,tractor,tractor,extension,draft_priority_needs_semantic_review,7,7015,6548,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 7015；当代语料 6548；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0658,trainer,trainer,extension,draft_priority_needs_semantic_review,9,3854,4458,n,noun.artifact|noun.person,人与社会,独立语料频率支持较强（BNC 3854；当代语料 4458；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0659,translation,translation,extension,draft_priority_needs_semantic_review,9,3982,4290,n,noun.act|noun.communication|noun.event|noun.process|noun.relation,人与社会,独立语料频率支持较强（BNC 3982；当代语料 4290；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0660,transparent,transparent,extension,draft_priority_needs_semantic_review,7,6902,5884,a,adj.all,一般阅读,独立语料频率支持较强（BNC 6902；当代语料 5884；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0661,tremble,tremble,extension,draft_priority_needs_semantic_review,8,4432,5233,n|v,noun.act|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 4432；当代语料 5233；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0662,triangle,triangle,extension,draft_priority_needs_semantic_review,7,5296,5605,n,noun.artifact|noun.shape,人与社会|人与自然,独立语料频率支持较强（BNC 5296；当代语料 5605；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0663,troop,troop,extension,draft_priority_needs_semantic_review,9,1740,1137,n|v,noun.group|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 1740；当代语料 1137；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0664,troublesome,troublesome,extension,draft_priority_needs_semantic_review,7,9603,9839,a,adj.all,一般阅读,独立语料频率支持较强（BNC 9603；当代语料 9839；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0665,truly,truly,extension,draft_priority_needs_semantic_review,9,2576,1719,r,adv.all,一般阅读,独立语料频率支持较强（BNC 2576；当代语料 1719；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0666,turning,turning,extension,draft_priority_needs_semantic_review,7,6345,6215,n,noun.act|noun.artifact|noun.event|noun.object,人与社会|人与自然,独立语料频率支持较强（BNC 6345；当代语料 6215；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0667,tutor,tutor,extension,draft_priority_needs_semantic_review,8,3839,9093,n|v,noun.person|verb.communication|verb.social,人与社会,独立语料频率支持较强（BNC 3839；当代语料 9093；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
