phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
hook on,hook on,2,cet4,true,v,hook_on%2:31:00::,false,0,oewn_dictionary_review,10.0,false
hunting license,hunting license,2,cet4,true,n,hunting_license%1:10:00::,false,1,evidence_ready_review,10.0,false
hydrogen atom,hydrogen atom,2,cet4,true,n,hydrogen_atom%1:27:00::,false,1,evidence_ready_review,10.0,false
ice melt,ice melt,2,cet4,true,n,ice_melt%1:27:01::,false,1,evidence_ready_review,10.0,false
immune reaction,immune reaction,2,cet4,true,n,immune_reaction%1:04:00::,false,1,evidence_ready_review,10.0,false
impulse buy,impulse buy,2,cet4,true,v,impulse-buy%2:40:00::,false,0,oewn_dictionary_review,10.0,false
information warfare,information warfare,2,cet4,true,n,information_warfare%1:04:00::,false,1,evidence_ready_review,10.0,false
intrude on,intrude on,2,cet4,true,v,intrude_on%2:38:00::,false,0,oewn_dictionary_review,10.0,false
issue forth,issue forth,2,cet4,true,v,issue_forth%2:42:00::,false,0,oewn_dictionary_review,10.0,false
jar against,jar against,2,cet4,true,v,jar_against%2:35:00::,false,0,oewn_dictionary_review,10.0,false
junk food,junk food,2,cet4,true,n,junk_food%1:13:00::,false,1,evidence_ready_review,10.0,false
keep to oneself,keep to oneself,3,cet4,true,v,keep_to_oneself%2:40:00::|keep_to_oneself%2:41:00::,false,0,oewn_dictionary_review,10.0,false
kick ass,kick ass,2,cet4,true,v,kick_ass%2:42:01::,false,0,oewn_dictionary_review,10.0,false
kick the bucket,kick the bucket,3,cet4,true,v,kick_the_bucket%2:30:00::,false,0,oewn_dictionary_review,10.0,false
kick upstairs,kick upstairs,2,cet4,true,v,kick_upstairs%2:41:00::,false,0,oewn_dictionary_review,10.0,false
kill oneself,kill oneself,2,cet4,true,v,kill_oneself%2:33:00::,false,0,oewn_dictionary_review,10.0,false
kitchen appliance,kitchen appliance,2,cet4,true,n,kitchen_appliance%1:06:00::,false,1,evidence_ready_review,10.0,false
labor intensive,labor intensive,2,cet4,true,a,labor-intensive%5:00:00:effortful:00,false,1,evidence_ready_review,10.0,false
lace into,lace into,2,cet4,true,v,lace_into%2:35:00::,false,0,oewn_dictionary_review,10.0,false
lace up,lace up,2,cet4,true,v,lace_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
laugh loudly,laugh loudly,2,cet4,true,v,laugh_loudly%2:29:01::,false,0,oewn_dictionary_review,10.0,false
lend oneself,lend oneself,2,cet4,true,v,lend_oneself%2:42:00::,false,0,oewn_dictionary_review,10.0,false
line of defense,line of defense,3,cet4,true,n,line_of_defense%1:06:00::|line_of_defense%1:14:00::,false,1,evidence_ready_review,10.0,false
liquor store,liquor store,2,cet4,true,n,liquor_store%1:06:00::,false,1,evidence_ready_review,10.0,false
log cabin,log cabin,2,cet4,true,n,log_cabin%1:06:00::,false,1,evidence_ready_review,10.0,false
long underwear,long underwear,2,cet4,true,n,long_underwear%1:06:00::,false,1,evidence_ready_review,10.0,false
look alike,look alike,2,cet4,true,a|n,look-alike%1:18:00::|look-alike%5:00:00:like:00,false,1,evidence_ready_review,10.0,false
loosen up,loosen up,2,cet4,true,v,loosen_up%2:29:00::|loosen_up%2:29:01::|loosen_up%2:29:03::|loosen_up%2:35:00::|loosen_up%2:41:02::,false,0,oewn_dictionary_review,10.0,false
lord it over,lord it over,3,cet4,true,v,lord_it_over%2:41:00::,false,0,oewn_dictionary_review,10.0,false
lower oneself,lower oneself,2,cet4,true,v,lower_oneself%2:41:12::,false,0,oewn_dictionary_review,10.0,false
lump sum,lump sum,2,cet4,true,n,lump_sum%1:21:00::,false,1,evidence_ready_review,10.0,false
machine learning,machine learning,2,cet4,true,n,machine_learning%1:09:01::,false,1,evidence_ready_review,10.0,false
machine translation,machine translation,2,cet4,true,n,machine_translation%1:09:00::,false,1,evidence_ready_review,10.0,false
magnetic energy,magnetic energy,2,cet4,true,n,magnetic_energy%1:19:01::,false,1,evidence_ready_review,10.0,false
main clause,main clause,2,cet4,true,n,main_clause%1:10:00::,false,1,evidence_ready_review,10.0,false
make bold,make bold,2,cet4,true,v,make_bold%2:41:00::,false,0,oewn_dictionary_review,10.0,false
make hay,make hay,2,cet4,true,v,make_hay%2:34:00::,false,0,oewn_dictionary_review,10.0,false
male reproductive system,male reproductive system,3,cet4,true,n,male_reproductive_system%1:08:00::,false,1,evidence_ready_review,10.0,false
manual labor,manual labor,2,cet4,true,n,manual_labor%1:04:00::,false,1,evidence_ready_review,10.0,false
marginal utility,marginal utility,2,cet4,true,n,marginal_utility%1:23:00::,false,1,evidence_ready_review,10.0,false
marketing information,marketing information,2,cet4,true,n,marketing_information%1:10:01::,false,1,evidence_ready_review,10.0,false
mat up,mat up,2,cet4,true,v,mat_up%2:30:00::,false,0,oewn_dictionary_review,10.0,false
meat loaf,meat loaf,2,cet4,true,n,meat_loaf%1:13:00::,false,1,evidence_ready_review,10.0,false
medicine cabinet,medicine cabinet,2,cet4,true,n,medicine_cabinet%1:06:00::,false,1,evidence_ready_review,10.0,false
melt down,melt down,2,cet4,true,v,melt_down%2:30:00::,false,0,oewn_dictionary_review,10.0,false
melt off,melt off,2,cet4,true,v,melt_off%2:29:00::,false,0,oewn_dictionary_review,10.0,false
member of parliament,member of parliament,3,cet4,true,n,member_of_parliament%1:18:00::,false,1,evidence_ready_review,10.0,false
mental disorder,mental disorder,2,cet4,true,n,mental_disorder%1:26:00::,false,1,evidence_ready_review,10.0,false
middle aged man,middle aged man,3,cet4,true,n,middle-aged_man%1:18:00::,false,1,evidence_ready_review,10.0,false
military governor,military governor,2,cet4,true,n,military_governor%1:18:00::,false,1,evidence_ready_review,10.0,false
mill about,mill about,2,cet4,true,v,mill_about%2:38:00::|mill_about%2:42:00::,false,0,oewn_dictionary_review,10.0,false
mill around,mill around,2,cet4,true,v,mill_around%2:38:00::|mill_around%2:42:00::,false,0,oewn_dictionary_review,10.0,false
mining company,mining company,2,cet4,true,n,mining_company%1:14:00::,false,1,evidence_ready_review,10.0,false
moral obligation,moral obligation,2,cet4,true,n,moral_obligation%1:04:00::,false,1,evidence_ready_review,10.0,false
morning prayer,morning prayer,2,cet4,true,n,morning_prayer%1:28:00::,false,1,evidence_ready_review,10.0,false
mountain trail,mountain trail,2,cet4,true,n,mountain_trail%1:06:00::,false,1,evidence_ready_review,10.0,false
muddy up,muddy up,2,cet4,true,v,muddy_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
mug up,mug up,2,cet4,true,v,mug_up%2:31:00::,false,0,oewn_dictionary_review,10.0,false
musical instrument,musical instrument,2,cet4,true,n,musical_instrument%1:06:00::,false,1,evidence_ready_review,10.0,false
newspaper columnist,newspaper columnist,2,cet4,true,n,newspaper_columnist%1:18:00::,false,1,evidence_ready_review,10.0,false
nickel and dime,nickel and dime,3,cet4,true,a|v,nickel-and-dime%2:35:00::|nickel-and-dime%2:40:00::|nickel-and-dime%5:00:00:cheap:00|nickel-and-dime%5:00:00:unimportant:00,false,0,oewn_dictionary_review,10.0,false
ninety one,ninety one,2,cet4,true,a,ninety-one%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
ninety six,ninety six,2,cet4,true,a,ninety-six%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
oil production,oil production,2,cet4,true,n,oil_production%1:04:00::,false,1,evidence_ready_review,10.0,false
one and one,one and one,3,cet4,true,n,one-and-one%1:04:00::,false,1,evidence_ready_review,10.0,false
one and only,one and only,3,cet4,true,a,one_and_only%5:00:00:incomparable:00,false,1,evidence_ready_review,10.0,false
one hundred seventy,one hundred seventy,3,cet4,true,a,one_hundred_seventy%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
one spot,one spot,2,cet4,true,n,one-spot%1:06:00::,false,1,evidence_ready_review,10.0,false
oral cancer,oral cancer,2,cet4,true,n,oral_cancer%1:26:00::,false,1,evidence_ready_review,10.0,false
orbital plane,orbital plane,2,cet4,true,n,orbital_plane%1:25:00::,false,1,evidence_ready_review,10.0,false
orientation course,orientation course,2,cet4,true,n,orientation_course%1:04:00::,false,1,evidence_ready_review,10.0,false
over refine,over refine,2,cet4,true,v,over-refine%2:30:00::,false,0,oewn_dictionary_review,10.0,false
ozone hole,ozone hole,2,cet4,true,n,ozone_hole%1:17:00::,false,1,evidence_ready_review,10.0,false
paddy field,paddy field,2,cet4,true,n,paddy_field%1:15:00::,false,1,evidence_ready_review,10.0,false
paint the lily,paint the lily,3,cet4,true,v,paint_the_lily%2:30:00::|paint_the_lily%2:36:00::,false,0,oewn_dictionary_review,10.0,false
palm off,palm off,2,cet4,true,v,palm_off%2:40:00::,false,0,oewn_dictionary_review,10.0,false
palm tree,palm tree,2,cet4,true,n,palm_tree%1:20:00::,false,1,evidence_ready_review,10.0,false
paper clip,paper clip,2,cet4,true,n,paper_clip%1:06:00::,false,1,evidence_ready_review,10.0,false
park bench,park bench,2,cet4,true,n,park_bench%1:06:00::,false,1,evidence_ready_review,10.0,false
parliamentary democracy,parliamentary democracy,2,cet4,true,n,parliamentary_democracy%1:14:00::,false,1,evidence_ready_review,10.0,false
patch up,patch up,2,cet4,true,v,patch_up%2:30:00::|patch_up%2:32:00::,false,0,oewn_dictionary_review,10.0,false
peace treaty,peace treaty,2,cet4,true,n,peace_treaty%1:10:00::,false,1,evidence_ready_review,10.0,false
peer review,peer review,2,cet4,true,v,peer_review%2:32:00::,false,0,oewn_dictionary_review,10.0,false
penny pinch,penny pinch,2,cet4,true,v,penny-pinch%2:40:00::,false,0,oewn_dictionary_review,10.0,false
periodic table,periodic table,2,cet4,true,n,periodic_table%1:14:00::,false,1,evidence_ready_review,10.0,false
physical exertion,physical exertion,2,cet4,true,n,physical_exertion%1:04:00::,false,1,evidence_ready_review,10.0,false
physical therapist,physical therapist,2,cet4,true,n,physical_therapist%1:18:00::,false,1,evidence_ready_review,10.0,false
piece dye,piece dye,2,cet4,true,v,piece-dye%2:30:00::,false,0,oewn_dictionary_review,10.0,false
pin on,pin on,2,cet4,true,v,pin_on%2:32:00::,false,0,oewn_dictionary_review,10.0,false
pin up,pin up,2,cet4,true,n|v,pin-up%1:18:00::|pin_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
pine away,pine away,2,cet4,true,v,pine_away%2:30:00::,false,0,oewn_dictionary_review,10.0,false
pine nut,pine nut,2,cet4,true,n,pine_nut%1:13:00::,false,1,evidence_ready_review,10.0,false
pine tree,pine tree,2,cet4,true,n,pine_tree%1:20:00::,false,1,evidence_ready_review,10.0,false
pistol whip,pistol whip,2,cet4,true,v,pistol-whip%2:35:00::,false,0,oewn_dictionary_review,10.0,false
place mat,place mat,2,cet4,true,n,place_mat%1:06:00::,false,1,evidence_ready_review,10.0,false
place upright,place upright,2,cet4,true,v,place_upright%2:35:00::,false,0,oewn_dictionary_review,10.0,false
plant fiber,plant fiber,2,cet4,true,n,plant_fiber%1:27:00::,false,1,evidence_ready_review,10.0,false
plough on,plough on,2,cet4,true,v,plough_on%2:38:00::,false,0,oewn_dictionary_review,10.0,false
plow ahead,plow ahead,2,cet4,true,v,plow_ahead%2:32:00::,false,0,oewn_dictionary_review,10.0,false
pool cue,pool cue,2,cet4,true,n,pool_cue%1:06:00::,false,1,evidence_ready_review,10.0,false
pop quiz,pop quiz,2,cet4,true,n,pop_quiz%1:10:00::,false,1,evidence_ready_review,10.0,false
pop the question,pop the question,3,cet4,true,v,pop_the_question%2:32:00::,false,0,oewn_dictionary_review,10.0,false
portion out,portion out,2,cet4,true,v,portion_out%2:40:00::,false,0,oewn_dictionary_review,10.0,false
portrait painter,portrait painter,2,cet4,true,n,portrait_painter%1:18:00::,false,1,evidence_ready_review,10.0,false
power cord,power cord,2,cet4,true,n,power_cord%1:06:00::,false,1,evidence_ready_review,10.0,false
pride oneself,pride oneself,2,cet4,true,v,pride_oneself%2:37:09::,false,0,oewn_dictionary_review,10.0,false
prince charming,prince charming,2,cet4,true,n,prince_charming%1:18:00::,false,1,evidence_ready_review,10.0,false
probability theory,probability theory,2,cet4,true,n,probability_theory%1:09:00::,false,1,evidence_ready_review,10.0,false
prohibition era,prohibition era,2,cet4,true,n,prohibition_era%1:28:00::,false,1,evidence_ready_review,10.0,false
prove oneself,prove oneself,2,cet4,true,v,prove_oneself%2:31:00::,false,0,oewn_dictionary_review,10.0,false
pub crawl,pub crawl,2,cet4,true,n|v,pub-crawl%2:34:00::|pub_crawl%1:04:00::,false,0,oewn_dictionary_review,10.0,false
punch in,punch in,2,cet4,true,v,punch_in%2:32:00::,false,0,oewn_dictionary_review,10.0,false
punch out,punch out,2,cet4,true,v,punch_out%2:32:00::,false,0,oewn_dictionary_review,10.0,false
put one across,put one across,3,cet4,true,v,put_one_across%2:32:00::,false,0,oewn_dictionary_review,10.0,false
put one over,put one over,3,cet4,true,v,put_one_over%2:32:03::,false,0,oewn_dictionary_review,10.0,false
queue up,queue up,2,cet4,true,v,queue_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
rail off,rail off,2,cet4,true,v,rail_off%2:38:00::,false,0,oewn_dictionary_review,10.0,false
raise hell,raise hell,2,cet4,true,v,raise_hell%2:32:00::,false,0,oewn_dictionary_review,10.0,false
rate of growth,rate of growth,3,cet4,true,n,rate_of_growth%1:28:00::,false,1,evidence_ready_review,10.0,false
rear back,rear back,2,cet4,true,v,rear_back%2:38:00::|rear_back%2:38:01::,false,0,oewn_dictionary_review,10.0,false
record album,record album,2,cet4,true,n,record_album%1:06:00::|record_album%1:10:00::,false,1,evidence_ready_review,10.0,false
regulatory agency,regulatory agency,2,cet4,true,n,regulatory_agency%1:14:00::,false,1,evidence_ready_review,10.0,false
regulatory authority,regulatory authority,2,cet4,true,n,regulatory_authority%1:14:00::,false,1,evidence_ready_review,10.0,false
relieve oneself,relieve oneself,2,cet4,true,v,relieve_oneself%2:29:00::,false,0,oewn_dictionary_review,10.0,false
religious ceremony,religious ceremony,2,cet4,true,n,religious_ceremony%1:04:00::,false,1,evidence_ready_review,10.0,false
religious festival,religious festival,2,cet4,true,n,religious_festival%1:28:00::,false,1,evidence_ready_review,10.0,false
remember oneself,remember oneself,2,cet4,true,v,remember_oneself%2:41:00::,false,0,oewn_dictionary_review,10.0,false
render set,render set,2,cet4,true,v,render-set%2:35:00::,false,0,oewn_dictionary_review,10.0,false
reproductive system,reproductive system,2,cet4,true,n,reproductive_system%1:08:00::,false,1,evidence_ready_review,10.0,false
retail store,retail store,2,cet4,true,n,retail_store%1:06:00::,false,1,evidence_ready_review,10.0,false
revolve about,revolve about,2,cet4,true,v,revolve_about%2:42:00::,false,0,oewn_dictionary_review,10.0,false
revolve around,revolve around,2,cet4,true,v,revolve_around%2:38:00::|revolve_around%2:42:00::,false,0,oewn_dictionary_review,10.0,false
ride herd on,ride herd on,3,cet4,true,v,ride_herd_on%2:38:00::,false,0,oewn_dictionary_review,10.0,false
ride the bench,ride the bench,3,cet4,true,v,ride_the_bench%2:41:00::,false,0,oewn_dictionary_review,10.0,false
right to privacy,right to privacy,3,cet4,true,n,right_to_privacy%1:07:00::,false,1,evidence_ready_review,10.0,false
rip off,rip off,2,cet4,true,n|v,rip-off%1:04:00::|rip_off%2:30:00::|rip_off%2:40:00::|rip_off%2:41:00::,false,0,oewn_dictionary_review,10.0,false
rip out,rip out,2,cet4,true,v,rip_out%2:32:00::|rip_out%2:35:00::,false,0,oewn_dictionary_review,10.0,false
rip up,rip up,2,cet4,true,v,rip_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
roar off,roar off,2,cet4,true,v,roar_off%2:38:00::,false,0,oewn_dictionary_review,10.0,false
rub along,rub along,2,cet4,true,v,rub_along%2:41:00::,false,0,oewn_dictionary_review,10.0,false
rubbish heap,rubbish heap,2,cet4,true,n,rubbish_heap%1:15:00::,false,1,evidence_ready_review,10.0,false
sack out,sack out,2,cet4,true,v,sack_out%2:29:00::,false,0,oewn_dictionary_review,10.0,false
sack up,sack up,2,cet4,true,v,sack_up%2:40:00::,false,0,oewn_dictionary_review,10.0,false
say farewell,say farewell,2,cet4,true,v,say_farewell%2:32:00::,false,0,oewn_dictionary_review,10.0,false
scent out,scent out,2,cet4,true,v,scent_out%2:39:00::,false,0,oewn_dictionary_review,10.0,false
scratch along,scratch along,2,cet4,true,v,scratch_along%2:41:00::,false,0,oewn_dictionary_review,10.0,false
scratch off,scratch off,2,cet4,true,v,scratch_off%2:36:00::,false,0,oewn_dictionary_review,10.0,false
scratch out,scratch out,2,cet4,true,v,scratch_out%2:35:00::,false,0,oewn_dictionary_review,10.0,false
scratch paper,scratch paper,2,cet4,true,n,scratch_paper%1:27:00::,false,1,evidence_ready_review,10.0,false
scratch up,scratch up,2,cet4,true,v,scratch_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
seal in,seal in,2,cet4,true,v,seal_in%2:35:00::,false,0,oewn_dictionary_review,10.0,false
seal off,seal off,2,cet4,true,v,seal_off%2:33:00::|seal_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
second gear,second gear,2,cet4,true,n,second_gear%1:06:00::,false,1,evidence_ready_review,10.0,false
second in command,second in command,3,cet4,true,n,second-in-command%1:18:00::,false,1,evidence_ready_review,10.0,false
second place finish,second place finish,3,cet4,true,n,second-place_finish%1:11:00::,false,1,evidence_ready_review,10.0,false
secretary of defense,secretary of defense,3,cet4,true,n,secretary_of_defense%1:04:02::|secretary_of_defense%1:18:01::,false,1,evidence_ready_review,10.0,false
self acceptance,self acceptance,2,cet4,true,n,self_acceptance%1:07:00::,false,1,evidence_ready_review,10.0,false
self contradictory,self contradictory,2,cet4,true,a,self-contradictory%5:00:00:inconsistent:00|self-contradictory%5:00:00:inexplicable:00,false,1,evidence_ready_review,10.0,false
